tileid,parenttile_id,resourceinstance_id,object relative position,object date(VS/NS),object date(BCE/CE),object material,other object type,object type,sortorder,provisionaledits,nodegroup_id
6c02a655-4bd1-4a48-9501-32af511c3e5d,26503def-c6d0-47b7-ac47-141c277880af,00fd72ab-5246-418e-b001-825a2f227a57,Separate,,0000,Stone,,Aniconic stone,0,,4b84a278-9eea-11e9-8b93-0242ac120006
0c33263d-5791-4e06-a3a2-e1542c57c02f,81835800-5152-49d9-a458-cd832c07f743,00fd72ab-5246-418e-b001-825a2f227a57,Attached,,0000,"Brick,Stone",,Jaḥrũhiti,0,,4b84a278-9eea-11e9-8b93-0242ac120006
4afcc580-5a9f-4b87-88f4-7104ac2e58fc,6f548eab-9ae3-40b0-9c4c-d381f5f7e78b,01610bbc-5297-47cf-9164-9fa4f72a15a8,Attached,"<p>NS 866</p>
",1746,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
040db01d-5605-4b5c-a1a6-e0ea35171d1d,55b45815-16ab-4fb5-8a8a-85448ce24ae0,01610bbc-5297-47cf-9164-9fa4f72a15a8,Attached,"<p>NS 866</p>
",1746,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
d6f3a4e1-374d-4688-bbb6-8497a7463d43,d2661dfc-9c16-4af5-a851-cd2d4b9f3df7,01610bbc-5297-47cf-9164-9fa4f72a15a8,Attached,"<p>NS 866</p>
",1746,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
63583c41-8d59-4519-80a8-9341d0833a10,5746b59b-27a8-44fa-a024-ef59863e3eee,01610bbc-5297-47cf-9164-9fa4f72a15a8,Separate,"<p>VS 2033</p>
",1976,Stone,,Liṅga,0,,4b84a278-9eea-11e9-8b93-0242ac120006
fbdeb554-9c83-486a-a7ed-9c32c3634b14,e137e258-86c5-41af-9657-976db4d2654e,01610bbc-5297-47cf-9164-9fa4f72a15a8,Separate,,0000,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a9d65404-ed5a-4562-a4ff-de2e634fdc05,59fa8957-3947-4dfb-abdd-003513cf1953,01610bbc-5297-47cf-9164-9fa4f72a15a8,Attached,"<p>NS 866</p>
",1746,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
81ec7d50-ce6f-4808-957f-6ce496f2075b,cd7f6ea7-7b61-419a-aee3-3053192c4f05,01610bbc-5297-47cf-9164-9fa4f72a15a8,Attached,"<p>NS 866</p>
",1746,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
9aaee615-1e0d-48a9-9779-6c16a855ea85,93740ee7-335e-47ca-bb41-2a4b4644ca3e,01610bbc-5297-47cf-9164-9fa4f72a15a8,Attached,"<p>NS 866</p>
",1746,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
d6d6626b-de44-4a9b-813a-310c166ca6b9,a02e8c83-3b6b-4ec3-903d-42e2c8b54db2,01610bbc-5297-47cf-9164-9fa4f72a15a8,Separate,"<p>NS 1063</p>
",1943,Stone,,Dharmadhātu,0,,4b84a278-9eea-11e9-8b93-0242ac120006
e085ffe3-6dbc-433e-9337-e022373c9865,90e8695c-c389-4409-91ef-08ce86699e50,01610bbc-5297-47cf-9164-9fa4f72a15a8,Separate,"<p>NS 900</p>
",1780,"Brick,Stone",,Shrine,0,,4b84a278-9eea-11e9-8b93-0242ac120006
80391493-daef-4769-8ae6-5c5598665cf9,abfb105b-3c96-4ea3-89be-a761e7e5fdc6,01610bbc-5297-47cf-9164-9fa4f72a15a8,Separate,,0000,Stone,,Liṅga,0,,4b84a278-9eea-11e9-8b93-0242ac120006
0b8c2dd6-6d08-4a02-8b99-e248cddd46bb,f2cc0b8c-aca4-447b-8a07-f094f3bc6b70,01c33990-cd66-4e1e-8d92-e3fb8e2ab5ee,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
3fd30146-c51e-4293-9653-66505ed66706,c6a37cf5-a544-4cd4-adde-848d90fb47bf,01c33990-cd66-4e1e-8d92-e3fb8e2ab5ee,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
e9fc50ad-c13e-469a-bb89-760ebc28be68,6ff1d429-2be8-47dd-9461-d25dfc44a790,01c33990-cd66-4e1e-8d92-e3fb8e2ab5ee,Inside the courtyard,,0000,Brass,,Bell,0,,4b84a278-9eea-11e9-8b93-0242ac120006
0c5ca9f8-ca6d-4ea7-9350-4b03abf8431c,babf0d8a-b052-4c47-a42c-47d28e0cc2d5,01c33990-cd66-4e1e-8d92-e3fb8e2ab5ee,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
be6e309c-18dd-4572-aff2-b6ececa93a98,517508dd-e59a-442f-ab35-e057f76f4f11,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a3fc8a69-b3e6-4346-8ae9-8e5a1f5ab9b2,1a695e13-2f19-485c-a8b6-fb63ff80a0bd,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
f7687416-0c2f-45ff-a62c-19372824728d,63f5e0d5-52d4-4ea2-86f3-5d07bc7cda57,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
72f16736-d0c9-4613-81f7-d5d875cdbd21,d4e9ec7a-a7ce-49e1-aee8-de3f1b414b26,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
2a1a0197-e68f-4f7f-a506-095618b5e607,8d9cbb5a-ba83-456e-bc0d-c8e349969f23,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,"<p>before 1795 CE</p>
",0000,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
4bc3f4df-2a7f-409e-a427-6fa23cb53b6e,e454dc41-e1ba-4d1e-9669-e24f4931c376,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
6aced4ee-e1e0-4921-8d2b-1c4bcb2ab450,54d9f1ae-8a00-4b42-a948-ec34ab8e4bdb,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
1aaf0f1a-465e-457f-976f-aad7d6c990b8,36c092db-efb0-4ab2-9d3a-b8802694a803,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Aniconic stone,0,,4b84a278-9eea-11e9-8b93-0242ac120006
c06788b1-c940-4dcd-8971-74ab99e06582,1c3c4654-c65f-454c-8ceb-4b232bd68209,01de2008-1b9b-41d9-821a-b1eb6693db80,Inside the courtyard,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
b9874704-2415-41c3-bcd7-14f89fa815a7,e4987b2d-17c7-43ce-a93d-45d01b32c56b,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
fddffc59-1954-4148-b42e-52293d01ac87,a0c60f2e-2237-49c8-9bba-0e8b2cb0f8ca,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
f1a24f9a-b49a-4981-8dc6-ba257c003437,4c4a6b1b-d23d-42a5-a092-2e5b963f9f29,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
4fe8e44d-09e0-4e84-a365-26fab3a15261,5ba1af6e-6b57-4e32-a1b9-c999b0ad3771,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
438af334-0cf7-41ca-825e-d03edca8f030,4d015b18-756b-47f1-862c-4cec8c983f42,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
f49476e1-e4e4-4a07-984c-e68564d5fc73,b3f2ce6d-851a-472a-9eb7-76685d4c7614,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
89d56d9b-b1ed-4620-b696-287acd18111c,c1c6f9d2-319b-4d30-97df-406ad0f9d720,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the courtyard,"<p>NS 988</p>
",1868,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
68cd26f6-5e7a-493e-ba97-875f3568e8cc,dc46a85d-a10a-4eb1-a88d-db57b0b753f4,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the courtyard,,0000,Stone,,Dharmadhātujinālaya Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
af2e3b2d-461f-4cb9-a561-bdcf0ee7133c,253c507f-dde4-47cc-ad37-11866f4167d6,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
0d545aa4-3e10-4605-84ec-4d05845463bc,cb67ede6-93e1-4243-ba30-2f031561cfe3,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the courtyard,,0000,Brick,,Shrine,0,,4b84a278-9eea-11e9-8b93-0242ac120006
6de03b4f-d609-4b83-8bde-93cab3a1fbb7,0d81c03a-0c83-4ae6-a615-ed4c23b467ff,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
51669890-ccc6-4762-bbcf-8924340af91b,41b4ba8c-d80d-4da4-a161-1ee5792a4bd2,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
8c5fdc60-9a7a-4e47-815e-73d352b3d572,ff54794f-4fec-4897-ab66-8e11525c72f6,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
fa46f25c-4d99-44d5-9698-dc4aaf727360,b050b8dc-0dbe-4b6e-b9e5-f97af509d2c8,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Vajra,0,,4b84a278-9eea-11e9-8b93-0242ac120006
1e84184f-0fb3-464f-a7da-8aa43c2b05c4,48835a64-e318-4ac3-9e4d-31217501ac07,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
10fe958a-0094-47fe-b25a-23ee22b1868d,0312bde4-7804-47d5-bdec-ea664ee87703,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
664bd47d-63b6-4d07-935e-62ca12610aa0,969bac41-da69-4ec9-9d30-276108de1b1c,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the courtyard,,0000,Stone,,Aniconic stone,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a27f2cee-7a5e-4ad5-a1de-d393fe5de4aa,bfef4c84-d1a5-465b-aaf6-2997158b35c4,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the courtyard,"<p>VS 2020</p>
",1964,Stone,,Dharmadhātujinālaya Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
0613fa6c-3cd0-42cf-9f12-8fc473e6c5f4,1a4c3e15-d3d2-49ec-bd0b-4a995310ae42,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Vajra,0,,4b84a278-9eea-11e9-8b93-0242ac120006
f94c9c48-bf16-4a87-823a-3523462189ea,3b172b2c-29e4-4325-8284-7b3ed520a34a,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
f6ccf99b-a2b3-42d4-9009-cdf4954fbb4a,0dc04425-6166-4e8a-a51e-a25b02213eba,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
9fdb9033-dab8-455a-b337-1a7125e5846d,d586bdeb-7cec-4d59-ab37-36a735e87237,01ee9fc5-6bbb-4896-bd83-9e5b60cee96e,Inside the monument,,0000,Stone,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
b79b1694-6e55-4402-9ee7-e4318a08f235,af41718b-653e-404a-927e-4863278866d7,02509f50-336d-423f-ac40-60dffc2d905c,Separate,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
ef0ddde5-b06d-475a-833a-7fe46edcd108,703dd1ae-15a4-4710-9bdf-e5c8f2ef5735,02509f50-336d-423f-ac40-60dffc2d905c,Separate,,0000,Brick,,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
80883dd8-0842-4cd0-a7ef-3d674fe8f5bc,e46583b4-9464-4896-826d-bb2de45d621e,02509f50-336d-423f-ac40-60dffc2d905c,Inside the courtyard,,0000,Stone,,Śikharakūṭa Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
96e6a2d0-35a9-4287-bf80-5b48dbee7c02,b7459dc9-c52a-45d7-bc44-78b8a53cd913,02509f50-336d-423f-ac40-60dffc2d905c,Inside the courtyard,"<p>VS 2026</p>
",1969,Stone,,Dharmadhātu,0,,4b84a278-9eea-11e9-8b93-0242ac120006
30d8c468-2729-4511-b17a-ee93f001ab54,0337745d-4039-4f19-b27d-2af52d5aa78c,02509f50-336d-423f-ac40-60dffc2d905c,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a3cacf35-e7cf-4e19-92c1-2931fd3fb54b,981c7e62-ee6e-48c9-93ba-aea3e84b7822,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,Separate,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
2f35c366-e44c-479c-82ed-1e45387f5979,de6869c6-b607-40c8-ad77-30e5d76220e0,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,Separate,,0000,,,"Statue,Shrine",0,,4b84a278-9eea-11e9-8b93-0242ac120006
ee0cf187-f2fd-4a29-950b-fdf0dde38eac,1fbb2902-279b-4c32-a6cd-bf3475ebf230,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,Separate,,0000,Stone,,"Statue,Shrine",0,,4b84a278-9eea-11e9-8b93-0242ac120006
6e02b81a-3d7e-4a99-92f6-ee547869bcaf,74548827-3081-4553-a540-7ef33a960eab,02b1eaa8-e6a5-11e9-8bc4-0242ac130002,Inside the monument,,0000,,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
7ca96d00-8ff2-4096-a059-cb2dc8a74fac,89125148-ad61-425b-bb32-5537ef502b4c,049dc399-08e2-47c4-85b9-e66851694e69,Inside the courtyard,,0000,Stone,,Dharmadhātu,0,,4b84a278-9eea-11e9-8b93-0242ac120006
d21c539a-d7b8-4646-9e85-a5a889e391e6,e8e75d00-95e6-4633-9b19-afec9a4932c3,049dc399-08e2-47c4-85b9-e66851694e69,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
6411549d-b5c9-4006-8777-0028668031f3,e1939444-8b0d-4a6c-b4ce-06a07d9de8e6,049dc399-08e2-47c4-85b9-e66851694e69,Inside the monument,,0000,"Brick,Terracotta, clay",,Shrine,0,,4b84a278-9eea-11e9-8b93-0242ac120006
4bb7c8e1-9704-4fae-b3b2-68ed0c34263e,2546ffa8-63a8-489d-a774-34ca47795a92,04e62546-0b04-41d7-9651-12189c45e5c6,Attached,,0000,Wood,,"Ritual object,Pillar",0,,4b84a278-9eea-11e9-8b93-0242ac120006
e19a9fa4-fb4b-4f28-9b3b-c2fb4911b57e,5884be69-4843-4f56-81de-7cde0843d295,04e62546-0b04-41d7-9651-12189c45e5c6,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
2ea5d688-e8d6-419a-99f8-812c2611ac02,c51aec87-b2d9-4262-992f-f405827693e1,04e62546-0b04-41d7-9651-12189c45e5c6,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
180e21e0-3ef8-410d-8ade-627399e67a8f,fcfcd22c-9bd3-4a29-92fc-199a9f3cb885,04e62546-0b04-41d7-9651-12189c45e5c6,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
8ac83ad0-9e93-4ccd-8aa0-5eea611710e8,d3bc7bba-c867-4ad5-9b45-bab2f6c203f0,04e62546-0b04-41d7-9651-12189c45e5c6,Inside the monument,,0000,Stone,,Ritual object,0,,4b84a278-9eea-11e9-8b93-0242ac120006
b0089328-7fa7-4388-9bdc-9aa5a64304ce,ac345b81-7373-42de-95e5-be84d6d7106d,04e62546-0b04-41d7-9651-12189c45e5c6,Inside the monument,,0000,"Gilded,Cloth,Brass",,"Statue,Shrine",0,,4b84a278-9eea-11e9-8b93-0242ac120006
981b3851-de65-4215-b29d-a79e9c466e95,87f41000-875e-4f47-ba68-eadb0b034c57,04e62546-0b04-41d7-9651-12189c45e5c6,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
4aac9e0b-dcc9-40aa-a8c3-b22f6ebc58fe,11333e38-5939-42d6-aecd-6623ba61aa1a,04e62546-0b04-41d7-9651-12189c45e5c6,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
26637e3a-183c-4ede-8382-739410436e35,9705d98f-1466-42fc-b5b7-ad354527e571,054498ec-d633-11e9-beea-0242ac140006,Inside the courtyard,"NS 781, 807, 809, 1037 ","[1661, 1687, 1689, 1917] CE",Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
32848412-8986-4003-a0cb-149bd611657e,a3aba88a-3994-4e46-90fb-5055016c1b50,054498ec-d633-11e9-beea-0242ac140006,Inside the courtyard,NS 1066,CE 1946,Stone,,Dharmadhātu,0,,4b84a278-9eea-11e9-8b93-0242ac120006
46280107-e2db-4426-8ece-e736f5abda39,d0f5f222-b57d-415e-b33c-3602a4aa25e1,054498ec-d633-11e9-beea-0242ac140006,Inside the courtyard,NS 1035,CE 1915,Stone,,Dharmadhātu,0,,4b84a278-9eea-11e9-8b93-0242ac120006
e0dc57bf-40f7-4846-a00d-8a56b1a88931,98adb84c-037f-4c9e-87df-b33acfbed4e3,05e2a35c-e8d5-11e9-8bc4-0242ac130002,Inside the monument,NS 787,1667 CE,Stone,,"Statue,Pillar",0,,4b84a278-9eea-11e9-8b93-0242ac120006
e67b393a-ad9d-4205-b5a1-3d3a377031bd,6bc0df1a-403e-41cb-947b-e28eeccdb3c3,05e2a35c-e8d5-11e9-8bc4-0242ac130002,Inside the courtyard,NS 80? (inscription unclear),0000,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
01dd6fff-9d02-46d0-85e5-fa73fe2d4a29,aa76c8f9-589e-4cc2-8a04-cf560fd813d4,05e2a35c-e8d5-11e9-8bc4-0242ac130002,Inside the courtyard,,0000,Stone,,Aniconic stone,0,,4b84a278-9eea-11e9-8b93-0242ac120006
abcf546d-0504-44ac-bd39-0c994def85eb,07b4aa7e-1c1f-45bc-87fd-d6909daf9584,068cb560-e748-11e9-b125-0242ac130002,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
68640694-d1c8-4d21-a702-78cb7ab99bc0,cfafd48a-3821-4b63-9c66-a58654b2b90a,068cb560-e748-11e9-b125-0242ac130002,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
234b5cca-6fa3-4a5b-8725-834fe2a302c0,1643f15d-7537-4906-91f2-cdd78301f10e,068cb560-e748-11e9-b125-0242ac130002,Inside the monument,"NS 2015, 5th day of the bright half of Āṣāḍha",1895 CE,Stone,,Dharmadhātujinālaya Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
36eec9cd-d814-44ad-9291-fb4e62b5c6af,8aa1cd6e-42be-429b-9b10-e154b320f6b2,068cb560-e748-11e9-b125-0242ac130002,Separate,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a7cf3e53-677c-4def-a077-fbbc70431b01,77f56a74-7363-4695-b237-a5edef463465,06a4360c-e5ec-11e9-b125-0242ac130002,Attached,,0000,"Brass,Stone,Wood",,Shrine,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a5c25f42-ba9b-459e-81d2-0942fb0ca66c,3b0c7f33-6b59-4f0d-b53a-80e4366c89ea,06a4360c-e5ec-11e9-b125-0242ac130002,Attached,,0000,,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
ce6fdd03-2bd6-44c1-86df-d1d7cce2cbe0,bf294628-402f-4e15-be94-307a1216d989,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,Separate,,0000,Stone,,Śikharakūṭa Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
5f4f0edc-a4ca-46e1-aeb1-5cddcfe14f20,960ee98d-c90b-44aa-bfaf-121a53c75983,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,Separate,,0000,"Brass,Stone",,"Statue,Pillar",0,,4b84a278-9eea-11e9-8b93-0242ac120006
890fcf91-b4ee-4a7b-bb60-a8340e16683b,c5c1d5d0-be65-41ea-84b7-03559dd58544,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,Separate,,0000,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
1588bb5f-05d2-4e10-8982-877260c99e3d,a01ed60b-794c-4e8a-abdf-35b8ba55ad80,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,Separate,,0000,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
7f4bf9b9-71c0-4067-9aae-392a5ecef0d2,d8a823e5-6c7c-4ca0-b500-7ba637003c9f,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,Separate,,0000,"Brass,Stone",,Other,0,,4b84a278-9eea-11e9-8b93-0242ac120006
0a82630d-4b93-44d1-8d6e-6e813af68c46,04e02df3-d523-4807-9064-68c572ffb03e,0706813a-e81d-11e9-8bc4-0242ac130002,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
3e0c14e2-26ee-4c78-a9d5-f15411cf4e70,9efac01c-d1fb-4c54-93a6-6469cdff1158,0706813a-e81d-11e9-8bc4-0242ac130002,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
56e5676b-ec54-4a99-a0bc-c6c53730e1d4,0038d584-0c50-449d-bf54-1a034720ef13,0706813a-e81d-11e9-8bc4-0242ac130002,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
986872b1-ae80-4289-8350-c15224e9d79e,9fedf3d9-39d0-4961-a1f6-81fb94aae8e0,0826cd5e-f3e4-11e9-a3c8-0242ac130002,Inside the courtyard,,0000,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
9f9c260c-ae4d-4cd7-9741-2445c111ce93,8832e71c-0b99-46e8-b693-97d72285ae41,0826cd5e-f3e4-11e9-a3c8-0242ac130002,Inside the courtyard,NS 1089,1969,Stone,,"Maṇḍala,Dharmadhātu",0,,4b84a278-9eea-11e9-8b93-0242ac120006
aafcbb8a-0892-4af1-8048-5eb33959ad52,8e3c035f-9033-4b12-a5c0-3a1353c17577,0826cd5e-f3e4-11e9-a3c8-0242ac130002,Separate,,0000,Stone,,Shrine,0,,4b84a278-9eea-11e9-8b93-0242ac120006
9ba280b6-a103-481e-a2fe-8ce7aee0c91a,08fbf6b7-ddba-4aaf-9928-0f3a03b30637,0826cd5e-f3e4-11e9-a3c8-0242ac130002,Separate,,0000,Stone,,"Statue,Shrine",0,,4b84a278-9eea-11e9-8b93-0242ac120006
49745029-b60f-4327-817d-642ce509eaf3,632b20a1-49a5-494e-97b1-6f7c1dfd397e,09670bee-ec13-11e9-b125-0242ac130002,Inside the courtyard,,0000,,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
ef78684b-7660-404f-b54f-20457f8a7ae1,b36939a6-9d11-44a9-a4c3-ad57785e8124,09670bee-ec13-11e9-b125-0242ac130002,Separate,,0000,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a770cc52-4da9-436f-b239-08d33738a7f4,5e2ec088-9904-4519-b86d-a55acdf7c8dc,09670bee-ec13-11e9-b125-0242ac130002,"Separate,Inside the courtyard",NS 1007,1887,Stone,,Dharmadhātu,0,,4b84a278-9eea-11e9-8b93-0242ac120006
5d0762aa-9792-448b-b495-0466679465ef,54d875b2-b1c3-4760-a867-9857e1a9df4f,09670bee-ec13-11e9-b125-0242ac130002,Inside the courtyard,,0000,,,Shrine,0,,4b84a278-9eea-11e9-8b93-0242ac120006
8f12ef7c-da75-45b7-b45d-55aa8e0c38a9,c3b763b2-9b37-43c7-a5cc-fd192891fde5,09670bee-ec13-11e9-b125-0242ac130002,"Separate,Inside the courtyard",NS 1130,2010 CE,Stone,,Dharmadhātujinālaya Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
124b3024-c834-4f8c-96b2-0f8dabbe88cd,60460dce-2936-4512-aeaa-c98c4ee8d94f,09670bee-ec13-11e9-b125-0242ac130002,Inside the courtyard,NS 985,1865 CE,Stone,,Caitya,0,,4b84a278-9eea-11e9-8b93-0242ac120006
7b56bb59-820c-45a8-88e9-a07b792d273e,0038d43c-954c-43a9-b3a1-b8844a184679,09670bee-ec13-11e9-b125-0242ac130002,Attached,"NS 944, NS 967","[1824,1847]",,,Bell,0,,4b84a278-9eea-11e9-8b93-0242ac120006
a975f72b-676d-4436-bdb4-69e9f6db7a36,275c2864-6a3f-4ebe-a986-197757ac8b11,09cff614-e084-49eb-9fd7-7e4eb20cd37d,Attached,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
5ed574e4-9bfd-4692-8137-0aad7e7e4783,c9f18d52-020e-4b23-8167-35b9d490eea1,0a5850e6-17f9-11ea-b9b1-0242ac130002,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
5543afcb-fc23-42b7-a01c-c95b9b4e60d8,1253fac4-2fee-439e-bbbb-04e7b8c1cd9d,0a5850e6-17f9-11ea-b9b1-0242ac130002,Inside the monument,,0000,Stone,,Jaḥrũhiti,0,,4b84a278-9eea-11e9-8b93-0242ac120006
e09d17c2-cf3d-4f3c-b9a3-d3653d5c2f88,b4dd4156-6041-4f5d-b1e6-a56dad3b9a6e,0a5850e6-17f9-11ea-b9b1-0242ac130002,Inside the monument,,0000,Stone,,Statue,0,,4b84a278-9eea-11e9-8b93-0242ac120006
