tileid,parenttile_id,resourceinstance_id,Anglicized name,Name in Roman (with diacritical marks),Alternative name(s),Name in Devanagari,sortorder,provisionaledits,nodegroup_id
80aedd16-75c6-4a55-b98d-e14933a79d1d,None,3ecd2d50-1b10-11ea-b74e-0242ac130002,Gandya Phalca,Gãdyaḥ Phalcā,"<p>Navadurgā Bhavānī&nbsp;Pāṭī (inscription from VS 2051)</p>
",गँद्यः फल्चा || SUN4225,0,,27b6916c-9323-11e9-a015-0242ac120006
f5fa50ff-205f-4e91-8028-273904d81494,None,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,Nyakha Cuka,Nyākhā Cuka,"<p>Bhāskaravarṇa Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke </strong></a>1985, 58)</p>

<p>Bhāskar Valhna Mahāvihāra (inscription from NS 1028)</p>

<p>&nbsp;</p>
",न्याखा चुक || LAL0860,0,,27b6916c-9323-11e9-a015-0242ac120006
cabacc92-ec6d-4b9b-9ddf-f40b170f67ed,None,3f87ad30-e5d0-11e9-8bc4-0242ac130002,Narahiti Phalca,Nārāṃhiṭī Phalcā (1750 CE),"<p>Nāyahiṭi Phalcā, Tāhāḥ Phalcā, Lāmo Pāṭi, Nayo Hiti</p>

<p>According to a World Bank report (Kathmandu Valey Urban Policy Dialoge - Advisory Notes on Metropolitan Planning and Management Regeneration, June 2013), Lamo Pati also goes by the Name of Takha Pati.</p>",नारांहिटी फल्चा || LAL4151,0,,27b6916c-9323-11e9-a015-0242ac120006
fe7518d5-3a94-4d3c-bf73-7d97ae0eaef0,None,3f88581e-e811-11e9-b125-0242ac130002,Kumari Pati,Kumārī Pāṭī,,कुमारी पाटी|| LAL4301,0,,27b6916c-9323-11e9-a015-0242ac120006
ce060a23-e7cd-4bec-ad47-fc7a7c8afc5b,None,3fe5a41a-f7d9-11e9-a3c8-0242ac130002,Jaruhiti,Jaḥrũhiti,"<p>Hitipusaḥ Jaḥrũ</p>
",जःरुँहिति || SUN0040,0,,27b6916c-9323-11e9-a015-0242ac120006
7f002dbe-f8d2-4dc9-8b7a-b174b7e3d2fb,None,409cfb82-e6c3-11e9-b125-0242ac130002,Muchhe Agama,Mūchẽ Āgama (ca. early 15th cent. CE),"<p>Maṇichẽ</p>
",मूछेँ आगम || LAL1372,0,,27b6916c-9323-11e9-a015-0242ac120006
0fbc1da2-c3dc-4477-8e2c-f4c180d40a3a,None,40ee8e4c-e836-11e9-b125-0242ac130002,Keku Baha,Keku Bāhāḥ,"<p>Kyeku Bāhā, Sukhāvatī Prasāda Vihāra, Yẽkuli Vihāra, Yẽkulidatta Vihāra, Sayaba Vihāra</p>
",केकु बाहाः | LAL0180,0,,27b6916c-9323-11e9-a015-0242ac120006
8878dd2b-f029-4cbe-a06d-ee082bcf2f9e,None,415635af-c1ba-4b28-ba37-3e3697ce2c98,Ko Baha,Ko Bāhāḥ,"<p>Itum̃&nbsp;Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke </strong></a>1985, 125)</p>

<p>Ituṅ Bāhāḥ (vernacular)</p>
",को बाहा: ||LAL1440,0,,27b6916c-9323-11e9-a015-0242ac120006
a5b98da7-a6db-40a5-a6a2-40d802dd26ef,None,4165aff8-eb2f-11e9-b125-0242ac130002,Chandesvari,Caṇḍeśvarī Mandira (ca. 17th cent. CE),,चण्डेश्वरी मन्दिर  ||  LAL0770,0,,27b6916c-9323-11e9-a015-0242ac120006
e20bad2c-bb56-4fc0-a6d2-113094b26952,None,43291104-1bbd-11ea-b9b1-0242ac130002,Chabaha Phalca,Cābāhāḥ Phalcā (1668 CE),"<p>Jyābahāḥbahī Phalcā</p>

<p>Tāmrākāra&nbsp;Phalcā</p>
",चाबाहाः फल्चा || LAL4101,0,,27b6916c-9323-11e9-a015-0242ac120006
b546c00b-5f03-44bc-bc55-6ff677175366,None,4353fc98-6838-406b-ba3a-4872c4d03bb0,Cuka Baha ,Cuka Bāhāḥ (1042 CE?),"<p>Cakravarṇa Mahāvirhāra&nbsp;</p>
",चुक बहा: || LAL2800 ,0,,27b6916c-9323-11e9-a015-0242ac120006
e424adb8-0319-4fa0-b8f9-dc2c8982ecfc,None,43a6124a-0a4b-4f1c-a3b6-f68fcb0e4dc0,Ganesh Temple,Gaṇeśa Mandira (1701 CE),,गणेश मन्दिर ।। LAL1170,0,,27b6916c-9323-11e9-a015-0242ac120006
8b349581-6393-4b91-baa8-20e5aaa02228,None,4405bb30-4704-432a-9f61-2a7c8912321a,Buddha Mandir (built in 1649 CE),Buddha Mandira,"<p>Lvahaṃdegaḥ (vernacular)</p>
",बुद्ध मन्दिर ll KIR0010,0,,27b6916c-9323-11e9-a015-0242ac120006
a7fe53d3-75ef-423d-818c-a7be68a7821d,None,440d970c-ea5d-11e9-b125-0242ac130002,Dau Baha,Dau Bāhāḥ (second half 17th cent. CE),"<p>Rudradevasaṃskārita Dattanāma Mahāvihāra, Dattanāma Mahāvihāra</p>

<p>There are three (competing) explanations as to the monastery&#39;s name:</p>

<p>(1) Bhāṣkaradeva Varma and Rudradeva Varma, two brothers who came from Gauḍa, established Hiraṇyavarṇa Mahāvihāra and Dattanāma Mahāvihāra respectively. Rudradeva organized the <em>samyak</em> five times and managed the donations so as to established this monastery. The <em>vihāra</em> is therefore named Datta (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/GTMQ2E79"" target=""_blank""><strong>Vajrācārya</strong></a> NS 1121, 83).</p>

<p>(2) There was once a pond in front of the Dau Bāhāḥ. The name <em>dau</em> is derived from the word <em>daha</em> which means pond (ibid.).</p>

<p>(3) King Aśoka Malla (father of Jayasthiti Malla) had two queens. This<em> </em><em>bāhāḥ </em>was made for these two queens, and was named Dvau Bāhāla: the modern name <em>dau</em> is derived from <em>dvau</em> (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/EADPPRHN"" target=""_blank""><strong>Vajrācārya</strong></a>&nbsp;VS 2058, 48).&nbsp;</p>
",दौ बाहा: || LAL0220,0,,27b6916c-9323-11e9-a015-0242ac120006
a5802f20-bc8a-453b-8a10-5998e8788506,None,443544db-8f01-4d16-8f90-1de79f599e98,Sarasvati Temple,Sarasvatī Mandira (built before 1314 CE),"<p>Sasukhyaḥ (vernacular)</p>
",सरस्वती मन्दिर ll LAL2010,0,,27b6916c-9323-11e9-a015-0242ac120006
f2863e75-4853-4b8e-8fe7-a99930df6ef5,None,44609e5a-ee3d-11e9-8649-0242ac130002,Bunga Bahi,Buṅga Bahī (18th cent.),"<p>Amarāvatipura Mahāvihāra (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a> </strong>1985,&nbsp;221-223)</p>

<p>Bugadeśa Vihāra&nbsp;(inscription from&nbsp;NS 632)</p>

<p>Buga Vihāra&nbsp;(inscription from&nbsp;NS 953)</p>

<p>Prathamapura Mahāvihāra (Sanskrit name)</p>

<p>Sunaśrīmśrasaṃskārita Amarāvati Mahāvihāra (inscription from&nbsp;NS 988)</p>

<p>&nbsp;</p>
",बुंग बही || BUN0024,0,,27b6916c-9323-11e9-a015-0242ac120006
80778df9-cd00-4e7d-9679-d1c56d106c96,None,45394990-d06e-11e9-8599-0242ac140006,Mani Caitya,Maṇi Caitya (16th century CE),"<p>Maṇicaitya</p>
",मणि चैत्य || LAL1363,0,,27b6916c-9323-11e9-a015-0242ac120006
d9582cb3-14c5-416b-94c9-9f4195ee55a5,None,45b07460-1787-11ea-b9b1-0242ac130002,Ganesh Mandira,Gaṇeśa Mandira,"<p>Inmāḥ Ganedyaḥ</p>
",गणेश मन्दिर || BUN0025,0,,27b6916c-9323-11e9-a015-0242ac120006
dbbfb240-361b-40df-a3fa-497092d205f2,None,460bec90-ea60-11e9-b125-0242ac130002,Chidhan Bahi,Cīdhã Bahī (Licchavi period?),"<p>Vasūccaśīla Mahāvihāra, Cīdaṅgu Gusaṭala (Guita) Bahī</p>
",चीधँ बही || LAL1970,0,,27b6916c-9323-11e9-a015-0242ac120006
3b6dde11-12ab-4690-ae14-2874830a1e01,None,468fb683-8654-424a-9005-731f310bed0f,Lu Hiti,Lũ Hiti (Sundhārā) ,"<p>Lu Yiti (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/FSJVMIWH/q/gop%C4%81l"" target=""_blank""><strong><em>The Gopālarājavaṃśāvalī</em>,</strong></a> folio 42b)</p>

<p>Nugaḥ Hiti (Vernacular)</p>

<p>Sundhārā&nbsp;(Vernacular)</p>
",लुँ हिति || LAL1860,0,,27b6916c-9323-11e9-a015-0242ac120006
8dfe7cd5-2018-4b8d-9ca8-92df5b2c75eb,None,479763c6-e90e-11e9-b125-0242ac130002,Ganesh Phalca at Cvache,"Gaṇeśa Phalcā at Cvachẽ (1782, rebuilt 2018 CE)",<p>Dharmaśālā</p>,गणेश फल्चा || LAL4143,0,,27b6916c-9323-11e9-a015-0242ac120006
f14bcec3-7c8a-4225-86bc-9a2460d070a5,None,489cc406-57c1-11ea-b4c2-0242ac130006,Balabhadra,Balabhadra (c. 685 CE),"<p>Balabala Āḥju (Local people)</p>

<p>Vajrapuruṣa (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/85TJAZX8/q/bangdel"" target=""_blank""><strong>Bangdel</strong></a> 1989, 139-140)</p>
",बलभद्र || LAL0040,0,,27b6916c-9323-11e9-a015-0242ac120006
17164cc2-8604-40ff-b5a2-09c13188bc8a,None,48fbbcba-9da1-11ea-82af-0242ac130005,Jalvinayak Temple,Jalavināyaka Mandira (before 1603 CE),"<p>Chobar Ganesh Temple</p>

<p>Kvaynā Gaṇeśa (vernacular)</p>

<p>Kvenā Gaṇeśa (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/the%20temple/titleCreatorYear/items/TSF7GAAH/item-list"" target=""_blank""><strong>Bernier </strong></a>1978,158)</p>

<p>Koina Gaṇeśa (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/regmi/titleCreatorYear/items/EY25442A/item-list"" target=""_blank""><strong>D. R. Regmī</strong></a> 1966, 621)</p>

<p>Koyanādeva (inscription from NS 876)</p>

<p>Koyināya (inscription from NS 854)</p>

<p>Koyināya Bhaṭtāraka (inscription from NS 808)</p>

<p>Koyanāya (inscription from NS 723)</p>

<p>Vighrāntaka Gaṇeśa (inscription from NS 948)</p>

<p>Koināya Gaṇeśa (inscription from NS 974)</p>

<p>&nbsp;</p>
",जलविनायक मन्दिर || CHO0100,0,,27b6916c-9323-11e9-a015-0242ac120006
ffda7f88-70d6-4426-a082-3751544c8acc,None,493f8e80-fba9-11e9-a3c8-0242ac130002,Thapa Bahi,Thapāḥ Bahī,"<p>Sthavirapātra Vihāra</p>
",थपा: बही || LAL2440,0,,27b6916c-9323-11e9-a015-0242ac120006
d7ae4d31-44c8-495a-bafa-cbe4f25943f9,None,49e99160-f60d-11e9-8649-0242ac130002,Ganesh Temple ,Gaṇeśa Mandira (1697 CE),"<p>Ganey Degaḥ (Vernacular), Tuyumha Gaṇedyaḥ (inscription from VS&nbsp;2069), Svayta Gaṇeśa&nbsp; (inscription from VS 2069),&nbsp;Seto Gaṇeśa&nbsp; (written on a sign board at the Ṭola)</p>
",गणेश मन्दिर || LAL0157,0,,27b6916c-9323-11e9-a015-0242ac120006
04670d7b-1257-4680-ad6d-6b32a03a4ad5,None,4a025a42-e6ea-11e9-b125-0242ac130002,Dune Baha,Dune Bāhāḥ (1659 CE),"<p>Pūrṇacandra Vihārā</p>
",दुने बाहा:||LAL2300,0,,27b6916c-9323-11e9-a015-0242ac120006
725c5147-0a8e-4c30-bb6c-06a6e2a0d44c,None,4a028b6c-f954-11e9-8649-0242ac130002,Bhagavan Chok Baha ,Bhagavān Coka Bāhāḥ (1872 CE),"<p>Ratnarājavarṇa Vihāra</p>
",भगवान् चोक बाहाः || LAL0450,0,,27b6916c-9323-11e9-a015-0242ac120006
8a6cc03a-e41f-44b5-989b-24aff97ed531,None,4a2c6259-e814-432e-a59c-99eb9d750007,Sva Chapu Ganesh,Svāṃ Chapu Gaṇeśa (reconstructed 1985 CE),"<p>Svaṃchapu Gaṇedya (inscription from NS 1108, NS 1117)</p>

<p>Svaṃchapū Gaṇeśa (inscription from from NS 1106)</p>
", स्वां छपु गणेश  || KAT0200 ,0,,27b6916c-9323-11e9-a015-0242ac120006
142451d9-a8ef-4c0d-83ad-3f7c3c7667da,None,4a305bd6-5eb8-11ea-b4c2-0242ac130006,Yaka Phalcha,Yākaḥ Phalcā (ca. 18th cent. CE),,याक: फल्चा || LAL4165,0,,27b6916c-9323-11e9-a015-0242ac120006
58648d2a-2654-4fdc-a3de-af9001a074af,None,4a48d563-85d1-4e51-8f78-2254393f85e2,Gorakhnath Pith,Gorakhanātha Pīṭha (1667 CE),"<p>Gorakhanātha Mandira (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/madh"" target=""_blank""><strong>D. Vajrācārya</strong></a> VS 2056, 510)</p>

<p>Gorakhanātha Degaḥ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5W6ZCN8C/q/kip%C5%AB""><strong>T. Śreṣṭha and Ḍ. Śarmā</strong></a> 2019, 91)</p>

<p>Mañjuśrī Shrine (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/2S8K64WV"" target=""_blank""><strong>Shokoohy and others</strong></a> 2014, 74)</p>
",गोरखनाथ पीठ || KIR0050,0,,27b6916c-9323-11e9-a015-0242ac120006
1ecb4ae8-ad8c-4770-9654-9f7bec1a6587,None,4a6c25be-af79-11ea-8ae7-0242ac130005,Bhuyu Chibha,Bhuyū Cībhāḥ (1705 CE),,भुयू चीभाः || LAL0821,0,,27b6916c-9323-11e9-a015-0242ac120006
5593316e-8d84-4d34-841b-9d90bc54970b,None,4abcfc57-87bc-46d0-9338-add4863dbf46,Pvasya Phalcha,Pvāḥsyāḥ Phalcā,"<p>Nugaḥ Dabū</p>
",प्वाःस्याः फल्चा ll LAL4048,0,,27b6916c-9323-11e9-a015-0242ac120006
58c12fe1-f50d-47c9-a9a8-5d84c0d56566,None,4b3adb40-7726-4977-b911-1710edbfa41f,Dathu Baha,Dathu Bāhāḥ (built in 1678 CE),"<p>Amṛtavarṇa Mahāvihāra (Sanskrit name)</p>

<p>Amittavarṇṇa Mahāvihāli (inscription from NS 798)</p>
",दथु बाहा: || LAL1830,0,,27b6916c-9323-11e9-a015-0242ac120006
a7523fea-f563-4f01-8737-a30312a486f4,None,4c31625e-ea78-11e9-8bc4-0242ac130002,Sundari Chok,Sundarī Coka (1647 CE),"<p>Sundaricuk</p>
",सुन्दरी चोक || LAL1220,0,,27b6916c-9323-11e9-a015-0242ac120006
e966a271-6ee4-4360-8a33-828f4132a201,None,4db3bfb2-eefd-11e9-8bc4-0242ac130002,Arati Chen (Arati ceremonial rest house),Āratī Chẽ,"<p>Hastakalā Saṃrakṣaṇa Bhavana</p>
",आरती छेँ ||  BUN4004,0,,27b6916c-9323-11e9-a015-0242ac120006
1ba0987a-81bb-4264-b495-48bc250b0408,None,4db72ccc-e6c6-11e9-b125-0242ac130002,Bhaishajyaraaj Baahaa,Bhaiṣajyarāja Bāhāḥ (1878 CE) ,,भैषज्यराज बाहा: || LAL1650,0,,27b6916c-9323-11e9-a015-0242ac120006
67a1ead8-8590-45eb-8abb-eef556aa0a28,None,4dc008cc-64c1-42da-9518-9646c65ab630,Rawatkot Pancadeval,Rāvatakoṭa Pañcadevala (built in the 14th or 15th Cent.),"<p>Kālī Bazar</p>
",रावतकोट पञ्चदेवल || DLK0280,0,,27b6916c-9323-11e9-a015-0242ac120006
f6a6353f-dd25-4de3-813c-b3e3e3fb738e,None,4df05f74-e5e0-11e9-b125-0242ac130002,,Kvālkhu Phalcā 1,"<p>Dhyākvanani Phalcā</p>
",क्वाल्खु फल्चा || LAL4185,0,,27b6916c-9323-11e9-a015-0242ac120006
9341278d-ccb8-41a5-b931-8911c8497541,None,4e0709f7-c313-4a8c-ae18-d3ca0d994713,Rara pillars (east),Rārā pillars (east),,रारा खम्बा ( पुर्ब) || MUG0150,0,,27b6916c-9323-11e9-a015-0242ac120006
15365165-bbba-4f32-9cb3-b8f902b4fe15,None,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,Napicandra Mahavihar,Nāpīcandra Mahāvihāra (c. early 16th cent. CE),"<p>Duntu Bahī, Gordhanamiśrasaṃskārita Nāpīcandra Mahāvihāra, Syõ Bahī</p>
",नापीचन्द्र महाविहार ||  LAL0960,0,,27b6916c-9323-11e9-a015-0242ac120006
913af204-9109-4298-bb04-138545e1cd68,None,4ea9bf18-4293-11ea-a19a-0242ac130006,Licchavi Caitya,Licchavi Caitya and Statue of Buddha ,,लिच्छवि चैत्य र बुद्धमूर्ति || BUN0010,0,,27b6916c-9323-11e9-a015-0242ac120006
66f429ee-4841-4f1e-990f-41dad16c15f4,None,4ed2374c-e846-11e9-8bc4-0242ac130002,Jyo Baha,Jyo Bāhāḥ (at least 17th cent. CE),"<p>Rudradevānaṅgapāla Saṃskārita Jyotivarṇa Mahāvihāra</p>
",ज्यो बाहा: || LAL1770,0,,27b6916c-9323-11e9-a015-0242ac120006
423fec9f-698b-4425-8b68-5d597a6a5dd4,None,4eeb757c-5fc4-11ea-8083-0242ac130006,Maka Baha,Mākaḥ Bāhāḥ (1676 CE),"<p>Śrīvaccha Kanaka Vihāra&nbsp;</p>
",माक: बाहा: || LAL0710,0,,27b6916c-9323-11e9-a015-0242ac120006
f517b693-84ce-46dd-a3da-c951ffee6c0b,None,4f116514-0102-11ea-8f3c-0242ac130002,Bhringareshwar Mandir,Bhṛṅgāreśvara Mandira (ca. 7th cent.),"<p>Bhṛṅgareśvara Devakula (inscription from MS 121)</p>

<p>Bhṛṅgeśvara (inscription from NS 734, 735 and 739)</p>

<p>Bhṛṅgeśa (inscription from NS 739)</p>",भृङ्गारेश्वर मन्दिर || SUN0100,0,,27b6916c-9323-11e9-a015-0242ac120006
50e43836-2833-466f-ae86-48f22a9f88c2,None,4fbe0748-3653-4e38-a86d-1627db252297,Dadimadi Pillars,Ḍāḍimāḍī Pillars (built between the 13th-15th Cent.),"<p>Bārakhambā&nbsp;(&quot;The Twelve Pillars&quot;)</p>
",डाड्माडी खम्बा || DLK0310,0,,27b6916c-9323-11e9-a015-0242ac120006
f2111420-c6ef-495f-b54a-c204d720514f,None,503085f6-076f-11ea-8a1c-0242ac130002,"Chapinga, Water tank ",Capĩgāḥ,"<p>Water tank&nbsp;</p>
",चपिंगाः || SUN0250,0,,27b6916c-9323-11e9-a015-0242ac120006
9d7a80ba-09ec-4516-a9b8-75fc7d4155e8,None,50e6b167-1959-4ce9-a9d4-1800e7273a52,Kvay Baha,Kvay Bāhāḥ (built in 1701 CE) ,"<p>Karṇāṭaka Vihāra (&nbsp;<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a>&nbsp;</strong>1985, 182)</p>

<p>Karṇāṭaka Mahāvihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/W5I86TFA/q/kirtipur"" target=""_blank""><strong>Shokoohy </strong></a>1994, 135)</p>

<p>Karunākarama Vihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/Q528C497/q/pruscha"" target=""_blank""><strong>Pruscha </strong></a>1975, 265<strong> /</strong> <strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/T2I6SPQF"" target=""_blank"">Herdick</a>&nbsp;</strong>1988, 45)</p>

<p>Karūṇākara Vihāra (&nbsp;<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/84R233N4/q/kirtipur"" target=""_blank"">Ś.&nbsp;Śreṣṭha</a></strong> VS 2057, 71)</p>
",क्वय् बाहा: ll KIR0012,0,,27b6916c-9323-11e9-a015-0242ac120006
c26e93bd-42cd-4b3f-a4d9-3b0c7d2d8d5a,None,50e8eedc-eb42-11e9-8bc4-0242ac130002,Vajradhar Phalcha,Vajradhara Phalcā (ca. 19th cent. CE),,वज्रधर फल्चा || LAL4093,0,,27b6916c-9323-11e9-a015-0242ac120006
a2bcff3c-9899-4dfa-816c-3edd7baafab1,None,51d9d5da-4ceb-11ea-8083-0242ac130006,Chvasakamini,Chvāsakāminī,"<p>Chvāsakāmanā Pīṭha (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/9MUQQ64I"" target=""_blank""><strong>B.&nbsp;</strong><strong>Śākya</strong></a>&nbsp;2004, 21)</p>

<p>Chvāsakāminī Maṇḍala&nbsp;(<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/pruscha/titleCreatorYear/items/Q528C497/item-list"" target=""_blank""><strong>Pruscha </strong></a>1975, 208)</p>

<p>Yāḥ Nyaigu Gāḥ (vernacular)</p>
",छ्वासकामिनी || LAL0580,0,,27b6916c-9323-11e9-a015-0242ac120006
b266951f-83b5-4c59-8ac9-d03f62b0a9de,None,5277a9d6-2f86-11ea-b242-0242ac130002,Bhagavan Temple,Bhagavān Degaḥ,"<p>Sriṣṭikāntā Lokeśvara Mandira (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/2UXR58C5/q/cultural%20heritage"" target=""_blank""><strong><em>Cultural Heritage of Bungmati</em></strong></a>, VS 2059, 53)</p>
",भगवान् देगः || BUN0005,0,,27b6916c-9323-11e9-a015-0242ac120006
6caa7bd6-91a2-4218-bdc1-85b162ca420e,None,54346f5f-5ad8-4ab5-887c-c983ea617de2,Ganesh Temple ,Gaṇeśa Mandira ,"<p>Gane Degaḥ (vernacular)</p>
",गणेश मन्दिर  || LAL2130,0,,27b6916c-9323-11e9-a015-0242ac120006
54aa2bdc-3dfa-461e-865b-25a31fbb13ba,None,55133c56-e68d-11e9-b125-0242ac130002,    Calakhu Phalcha,Calakhu Phalcā  (1775 CE),"<p>Calkhu Nhu Phalcā</p>
",चल्खु फल्चा || LAL4224,0,,27b6916c-9323-11e9-a015-0242ac120006
5eeb98f0-4ac0-44f5-adf7-8e0628fd43ff,None,553b9314-e687-11e9-8bc4-0242ac130002,Pim Bahal Chaitya,Pim Bāhāḥ Caitya (before 1350 CE),"<p>Cilãdyaḥ,&nbsp;Aśoka Caitya</p>
",पिम् बाहा: चैत्य || LAL0750,0,,27b6916c-9323-11e9-a015-0242ac120006
ffbe45ea-5808-4b42-9107-0778a1b20846,None,55519f42-0202-11ea-a389-0242ac130002,Dyah Satah,Dyaḥ Sataḥ,,द्य: सत: || SUN4050,0,,27b6916c-9323-11e9-a015-0242ac120006
3e562531-43a3-4ffa-a372-1c0f058e1a96,None,5553af61-8bca-4f14-baa9-a077e67f701d,Ganesh Mandir,Gaṇeśa Mandira at Yanamugala (1543 CE),"<p>Yalamū Gaṇeśa</p>
",गणेश मन्दिर || LAL1800,0,,27b6916c-9323-11e9-a015-0242ac120006
3863dc32-8766-423a-a2a2-4ca2e03c085e,None,5576adf8-9a84-11ea-9766-0242ac130005,Yanamuga Krishnadya Phalca 1,Yanamugaḥ Kṛṣṇadyaḥ Phalcā 1,"<p>Nāmasaṃgīti Bvanegu Phalcā (vernacular)</p>
",यानामुग:  कृष्णद्य: फल्चा १ || LAL4040,0,,27b6916c-9323-11e9-a015-0242ac120006
30a4848c-a88d-4104-8d92-1692bd1088cf,None,557a604c-e6a7-11e9-8bc4-0242ac130002,Bhimasena Dyochhen,Bhīmasena Dyaḥchẽ (1658 CE),"<p>Cyāsaḥ Bhindyaḥ, Kumhāḥ Bhindyaḥ</p>
",    भीमसेन द्य:छेँ || LAL1680 ,0,,27b6916c-9323-11e9-a015-0242ac120006
1bab5d4c-9423-4bde-80b6-abd5e00bb84a,None,55be585c-411d-48dd-be74-5cd78f2723e1,, Ārīthāy Jaḥdhuṃhiṭi,,आरीथाय् जधुमहिति ||KIR0067,0,,27b6916c-9323-11e9-a015-0242ac120006
0917abf7-86cb-456a-94bc-73039ca319d7,None,55bee51e-01f5-11ea-a389-0242ac130002,Haribhajan Phalcha,Haribhajana Phalcā,"<p>Capāḥ Phalcā</p>

<p>Tāhā Phalcā</p>
",हरिभजन फल्चा || SUN4070,0,,27b6916c-9323-11e9-a015-0242ac120006
95193105-cfd9-4a4e-84a4-890adcbd4fc9,None,55ebd8ba-e343-11e9-8bc4-0242ac130002,Vala Baha,Vãlā Bāhāḥ (1921 CE),"<p>Harṣavīra Saṃskārita Valānāma Vihāra</p>

<p>Wanlā Bāhāḥ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/Locke"" target=""_blank"">Locke</a> 1985, 169)</p>

<p>Ola Bāhāḥ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/XIQBXLE8/q/Pruscha"" target=""_blank"">Pruscha</a> 1975, 208)</p>

<p>Wõlā Bāhāḥ (vernacular)</p>",वंला बाहा: |*| LAL0360,0,,27b6916c-9323-11e9-a015-0242ac120006
ec61fa9d-6851-4930-b941-cfc8348f2587,None,55ef0210-dfa6-11e9-81a8-0242ac140006,Guita Chapa 1,Guitaḥ Capāḥ 1,,गुइतः चपाः १ || LAL4001,0,,27b6916c-9323-11e9-a015-0242ac120006
87241ec0-bc30-4563-a5b7-118d36fb773d,None,56588bbe-f0bc-11e9-a3c8-0242ac130002,Ganesh Temple,Ganedyaḥ (1681 CE),"<p>Gaṇeśa Mandira</p>

<p>Siddhi Gaṇeśa (Inscription from VS 2068)</p>
",गनेद्य: || SUN0102,0,,27b6916c-9323-11e9-a015-0242ac120006
8046e026-74df-486b-bab7-19823578d3aa,None,56a5632a-c2df-41f2-8fbb-2d82330d9c76,Bhurti Ekledevala 1,Bhurtī Ekledevala 1,"<p>Bhurtī Devala</p>

<p>Bhurtī Pa&ntilde;cadevala</p>

<p>Bhurtī Mandira</p>
",भुर्टी एक्लेडेवल १ || DLK0010,0,,27b6916c-9323-11e9-a015-0242ac120006
d049c074-edf4-41e9-9f50-92525fcb98b8,None,56fa3190-ea8a-11e9-8bc4-0242ac130002,Cyasal Hiti Phalcha,Cyāsal Hiti Phalcā (1672 CE),"<p>Maṇḍala Phale</p>
",च्यासल हिति फल्चा || LAL4157,0,,27b6916c-9323-11e9-a015-0242ac120006
8501bca9-98f7-4797-b633-a15bfbec5788,None,574c588e-e7ed-11e9-b125-0242ac130002,Tadhanlibi Baahaa,Taḥdhãlibi Bāhāḥ (1598 CE),<p>Dunyā Bāhāḥ Śrī Purṇacandra</p>, त:धँलिबि बाहा: || LAL2290,0,,27b6916c-9323-11e9-a015-0242ac120006
7a9247db-6bcb-4540-8fb8-ef1af431c775,None,57688e06-ca3c-11e9-b993-0242ac140002,Guita Chaitya,Guitaḥ Caitya 1 (built before 13th century),"<p>Vṛtākāra Vedikopari Śrī Svayambhū Caitya (see, <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/MX974A94/q/her%C4%81k%C4%81j%C4%AB"" target=""_blank""><strong>H. Vajrācārya</strong></a> 1999, 31-32)</p>",गुइतः चैत्य १ || LAL1990,0,,27b6916c-9323-11e9-a015-0242ac120006
