tileid,parenttile_id,resourceinstance_id,Anglicized name,Name in Roman (with diacritical marks),Alternative name(s),Name in Devanagari,sortorder,provisionaledits,nodegroup_id
9c90f3c6-eef0-4ac0-b17b-93ff54a9cea0,None,c473d060-68b2-4ac2-9625-d83b71151062,Buicha Hiti,Buĩcā Hiti,,बुइँचा हिति || LAL0996,0,,27b6916c-9323-11e9-a015-0242ac120006
26ae03d8-50fd-48e3-8b6d-6fa68255b7ef,None,c50fc4bd-3c46-48be-87b7-d9a01da0a631,Bahalukha Phalcha,Bāhālukhā Phalcā (c. 1761 CE),"<p>Bālukhā Bhajana Phalcā</p>
",बाहालुखा फल्चा || LAL4243,0,,27b6916c-9323-11e9-a015-0242ac120006
6b5753ba-5766-434a-9e61-7a9eb2dafbb9,None,c5248a52-966b-43c2-bc90-4d30d6ba824a,Katuwalgaon Fountain,Katuvālalgāũ Fountain,,कटुवल्गाउँ धारा,0,,27b6916c-9323-11e9-a015-0242ac120006
d3b05c74-2840-4dbb-9c17-de51a5b8804e,None,c566021c-f3ef-11e9-8649-0242ac130002,Ganesha Temple,Gaṇeśa Mandira (before 1819 CE),,गणेश मन्दिर |*| LAL0270,0,,27b6916c-9323-11e9-a015-0242ac120006
8f588327-697f-478c-8c0e-ba92247cd0bc,None,c5b0b399-6128-4f61-8c17-3299d977626a,Sridhara Temple,Śrīdhara Mandira (built in 1658 CE),"<p>Nārāṃ Degaḥ (vernacular)</p>
",श्रीधर मन्दिर ll KIR0064  ,0,,27b6916c-9323-11e9-a015-0242ac120006
905c2ab8-7f6a-40f2-9f56-05c4649f8693,None,c65d730c-e80b-11e9-b125-0242ac130002,Ashoka Stupa North,Aśoka Stūpa North (3rd cent. BCE?),"<p>Ī Bahī Thūra, Yampi Thūra</p>
",अशोक स्तूप उत्तर || LAL1480,0,,27b6916c-9323-11e9-a015-0242ac120006
4ee31934-01bc-4432-972b-dbebcc69b480,None,c6c9638b-35f0-4420-be0b-f53c95df6449,,Oldest house in Junbesi,,जुनबेँसीको सबैभन्दा पुरानो घर || SOL0110,0,,27b6916c-9323-11e9-a015-0242ac120006
fb81220d-244d-4850-8be2-86bf9217ede9,None,c71c03f4-1149-454a-8e88-3e1a9e8d9ec5,Kapileshwar Mahadev Mandir,Kapileśvara Mahādeva Mandira (built in 1690 CE),"<p>Śrī 3 kampālīśvara Śivaliṅga (stone inscripton from NS 810)&nbsp;</p>
",कपिलेश्वर महादेव मन्दिर || KAT0950,0,,27b6916c-9323-11e9-a015-0242ac120006
7dc37086-5e7f-4734-af93-a90284abf83a,None,c72a8936-6822-11ea-8083-0242ac130006,Seto Ganesh Guthi Chapache,Seto Gaṇeśa Guṭhī Capāḥchẽ (1737 CE) ,"<p>Sveta Gaṇeśa Guṭhī Capāḥchẽ</p>

<p>Om Bāhāḥ Capāchẽ</p>
",सेतो गणेश गुठी चपा:छेँ || LAL4163,0,,27b6916c-9323-11e9-a015-0242ac120006
fd7cdb17-9392-4a8d-ae64-cd01eab2cc13,None,c79cc000-e8f2-11e9-8bc4-0242ac130002,Vishveshvara Temple,Viśveśvara Mandira (1627 CE),<p>Viśvanātha Mandira</p>,विश्वेश्वर मन्दिर || LAL1350,0,,27b6916c-9323-11e9-a015-0242ac120006
0e173132-7dfe-48d9-8708-470072400c51,None,c7d1edc3-a3ae-4dea-a8f7-a1642645fd06,"Bhindya Hiti (built during the Late Malla Period, 1482-1768 CE)",Bhindyaḥ Hiti,,भिन्द्य: हिति ll KAT0930,0,,27b6916c-9323-11e9-a015-0242ac120006
8b1a5412-0a37-4bf6-a3c1-34ca538fa2af,None,c7d9c086-2284-4081-82de-322f2c723d31,Pachali Ghat,Pacalī Ghāṭa ,,पचली घाट || KAT2630,0,,27b6916c-9323-11e9-a015-0242ac120006
c03846a6-3f37-425c-b535-5f7bf1722fd8,None,c82a4429-3f99-488c-9126-08e90a83a573,Mehalmudi Pancadevala,Mehalmuḍī Pañcadevala (between thirteenth and fifteenth century),"<p>Sānni&nbsp;Pa&ntilde;cadevala</p>
",मेहल्मुडी पंचदेवल || KLK0210,0,,27b6916c-9323-11e9-a015-0242ac120006
4aad110c-2055-488d-b072-de1527b70c6a,None,c8834722-30f6-11ea-a67f-0242ac130002,Bhajana Mandala Phalcha,Bhajana Maṇḍala Phalcā (before 1663 CE),"<p>&nbsp;Ikhālakhu-sattal&nbsp;(<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/KEBXEJEP"" target=""_blank"">Slusser</a>&nbsp;and Vajracharya&nbsp;</strong>2005, 439)</p>
",भजन मण्डल फल्चा || LAL4246,0,,27b6916c-9323-11e9-a015-0242ac120006
8084d52d-eb12-4e67-a97e-d4b34188df13,None,c8a590ea-78b0-437c-b392-20614ceb58e5,Manma Pillar,Mānmā Pillar,,मान्मा खम्ब || KLK0080,0,,27b6916c-9323-11e9-a015-0242ac120006
9134c651-bd93-45b5-9f6a-0839c33e1f11,None,c8b1d0f0-4fa7-47f0-b318-f57249bab295,Gadhvakha,Gaḥdhvākhā (originally built around the 13th cent.),"<p>Bāgh&nbsp;Bhairav&nbsp;- Ḍhokā&nbsp;(<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/T2I6SPQF"" target=""_blank"">Herdick</a>&nbsp;</strong>1988, 49)</p>
",ग:ध्वाखा ll KIR0060,0,,27b6916c-9323-11e9-a015-0242ac120006
38abbafa-4a77-496f-be37-13a5d6844a64,None,c9073acf-a4d3-42a6-b3e0-64bba8d596e3,Harsha Baha,Harṣa Bāhāḥ (built in 1858 CE),"<p>Dharmakīrti Vihāra (Sanskrit name)</p>
",हर्ष बाहा: ।। LAL2630,0,,27b6916c-9323-11e9-a015-0242ac120006
34194114-fa26-4299-8f29-a5f12310f14f,None,c955a75b-f223-473f-a256-82f8a1d068f5,Puchvathura Phalca,Pūcvathūra Phalcā,,पूच्वथूर फल्चा || LAL4311,0,,27b6916c-9323-11e9-a015-0242ac120006
cff97d2f-783a-46c5-98d9-9e958ce76e6e,None,c977c8df-04ac-46d1-a6da-b0b268b33baa,Lihi stupa and pillar,Lihī stūpa and pillar (13th - 15th cent.),"<p>Achārya Lihī&nbsp;</p>
",लिही स्तूप र स्तम्भ || SIJ0170,0,,27b6916c-9323-11e9-a015-0242ac120006
bdd6020d-62d0-4c32-9656-708d3ebfeea6,None,c97c089e-8eed-11ea-8e56-0242ac130005,Konti Hiti ,Konti Hiti (ca. 8th cent. CE),"<p>Konti Hiṭī</p>
",कोन्ति हिति || LAL1030,0,,27b6916c-9323-11e9-a015-0242ac120006
3af4b7ea-169f-41f1-aaa5-5a8e826bc8c3,None,c98dc194-e676-11e9-8bc4-0242ac130002,Manimandap,Maṇimaṇḍapa South (1701 CE),<p>Maḍu</p>,मणिमण्डप || LAL1362,0,,27b6916c-9323-11e9-a015-0242ac120006
f81c4bab-f3b7-46fd-a637-5e13fe2d8e8c,None,c9bc2916-eb40-11e9-8bc4-0242ac130002,Radhakrishna Temple,"Rādhākṛṣṇa Mandira (origin. 1668, collapsed 2015 CE)",,राधाकृष्ण मन्दिर || LAL1390,0,,27b6916c-9323-11e9-a015-0242ac120006
3f09cde5-a289-4326-a981-d8aa487a1982,None,c9fb4246-b740-47fb-b2a3-c5776039167f,Bekharaj Bahah,Bekhārāja Bāhāḥ (founded in 1884 CE),"<p>Bhailaḥsĩ Bāhāḥcā (vernacular)</p>

<p>Vakuduva Bāhāḥ (vernacular)</p>

<p>Wankudu Bāhāḥ (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a></strong> 1985, 169)</p>

<p>Vṛṣarāja Vihāra (Sanskrit name)</p>

<p>Triratna Mahāvihāra (Inscription on the caitya from NS 1004)</p>
",बेखाराज बाहा: ।। LAL0410,0,,27b6916c-9323-11e9-a015-0242ac120006
82cafdea-9ffc-4f40-973d-67939a2366df,None,ca03a00c-e96a-4eef-bd2e-13f7942459a5,Bhurti Pancadevala 1,Bhurtī Pañcadevala 1 (14th-15th cent.),"<p>Bhurtī Devala</p>

<p>Bhurtī Pa&ntilde;cadevala</p>

<p>Bhurtī Mandira</p>
",भुर्टी पञ्चदेवल १ || DLK0012,0,,27b6916c-9323-11e9-a015-0242ac120006
7d339e45-e41c-4024-b5fb-4c87fe991260,None,ca193ec5-9ef4-48dd-b4ba-3158b6996350,Arithay Phalca,Ārīthāy Phalcā,,KIR4022 ll आरीथाय् फल्चा,0,,27b6916c-9323-11e9-a015-0242ac120006
b7419c11-6804-46fb-b030-10e38d129ea9,None,ca2cb4c6-e6b6-11e9-b125-0242ac130002,Naya Hiti,Nāya Hiṭī,"<p>Nārāyaṇa Hiṭī</p>

<p>Nāya Hiti</p>
",नाय हिटी || LAL1660,0,,27b6916c-9323-11e9-a015-0242ac120006
7d7f98da-c451-48eb-ba8a-9c0f6b17ac44,None,ca467b46-96fa-49e4-a093-6da5a304fcc8,Dharakhola stone memorial pillars,Dhārākholā stone memorial pillars (from approx. 13th-14th cent.),"<p>Dhārākholā khamba</p>

<p>Dhārākholā virakhamba</p>

<p>Dhārākholā pillars</p>
",धाराखोला वीरखम्बाहरु || DLK0080,0,,27b6916c-9323-11e9-a015-0242ac120006
24da919e-e8da-471b-80a0-eb20c9d11d0a,None,ca61f6c0-e681-11e9-8bc4-0242ac130002,"Thakum Baha, Ratnajaya Vihara",Thakuṃ Bāhāḥ (1667 CE),"<p>Ratnajaya Vihāra</p>
",    थकुं बाहा:|| LAL1930,0,,27b6916c-9323-11e9-a015-0242ac120006
563de61f-31a0-4113-8da2-abf7f02b68c6,None,ca7dd19e-f7af-11e9-8649-0242ac130002,Sattal at Purohit Ghat,Sataḥ at Purohitaghāṭa (1883 CE),"<p>Purohitaghāta Sattala (Vernacular)</p>
",पुरोहितघाटको सतः || KAT2731,0,,27b6916c-9323-11e9-a015-0242ac120006
223878dd-bc99-473b-bd83-1337064449f5,None,cb03ff18-e75a-11e9-8bc4-0242ac130002,Nag Baha ,Nāga Bāhāḥ (c. 11th cent. CE),"<p>YitiIa&ntilde; Vihāra, Ilane (old names of courtyard); Paśuvarṇa Vihāra (name of central shrine); Śrī Sajaya Jitena Saṃsthāpita Vasuvarddhana Vihāra</p>
",नाग बाहा: || LAL0930,0,,27b6916c-9323-11e9-a015-0242ac120006
1b94390f-6aa3-4cf3-8c3a-9619a5977dad,None,cb1604cc-eb5d-11e9-b125-0242ac130002,Ta Baha,Taḥ Bāhāḥ (ca. 1427 CE),"<p>Bhuvanākaravarmasaṃskārita Dharmakīrti Mahāvihāra</p>
",त: बाहा: || LAL0050,0,,27b6916c-9323-11e9-a015-0242ac120006
6c3524d9-e50b-46b0-9de8-5453515ebd2d,None,cb193cf8-529c-4656-9468-05af05cdcdc5,Cithu Stone Caitya ,Cīthū Stone Caitya (built in 1811 CE),"<p>Cībhāḥdyaḥ (vernacular)</p>

<p>Cīthu Caitya (<a href=""http://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/84R233N4/q/sukra""><strong>Ś. Śreṣṭha</strong></a>&nbsp;VS 2057, 77)</p>

<p>Śikharakūṭa Caitya (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/2S8K64WV"" target=""_blank""><strong>Shokoohy and others</strong></a>&nbsp; 2014, 288)</p>
",चीथू शिला चैत्य ll KIR0073,0,,27b6916c-9323-11e9-a015-0242ac120006
01794485-879b-40c8-8452-4cf4b8d2e79b,None,cb4026bb-ffb1-473c-be38-7256bd1f8700,Tulasi Deval,Tulasī Devala (1676 CE),"<p>Tulasīdegaḥ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/search/niels/titleCreatorYear/items/SSJP3PFI/item-list"" target=""_blank""><strong>Gutschow</strong></a><strong>&nbsp;</strong>2011, 565 /&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/W5I86TFA/q/kirtipur"" target=""_blank""><strong>Ś. Śreṣṭha</strong></a>&nbsp;1994, 84)</p>
",तुलसी देवल ll KIR0056,0,,27b6916c-9323-11e9-a015-0242ac120006
8bb3558d-7bdc-43cb-b43a-c3646c52da66,None,cbae4fa5-4717-4c6c-9b34-eb8d696a09ba,Cvapva Ganesha Mandir,Cvaḥpvaḥ Gaṇeśa Mandira (built before 1744 CE),"<p>Calapota Gaṇeśa (inscription from NS 865)</p>

<p>Catapota Gaṇeśa (inscription from VS 1948)</p>
",च्व:प्व: गणेश मन्दिर ll LAL1790,0,,27b6916c-9323-11e9-a015-0242ac120006
aaa9461a-20c3-437b-876e-0743eda5eebc,None,cbbbc576-3b42-11ea-b44d-0242ac130006,Ikhalakhu Phalcha,Ikhālakhu Phalcā ,,इखालखु फल्चा  || LAL4245,0,,27b6916c-9323-11e9-a015-0242ac120006
dcaa9d9c-212e-4e38-aa03-cf10a9f89369,None,cc076a1e-4e0a-11ea-8083-0242ac130006,Bhajana Mandala Phalca,Bhajana Maṇḍala Phalcā (1955 CE),"<p>Nijānanda Phalcā</p>
",भजन मण्डल फल्चा || BUN4002,0,,27b6916c-9323-11e9-a015-0242ac120006
fd534aca-e44e-406c-bd9b-8e00140bd47b,None,ccb98862-3d06-11ea-a19a-0242ac130006,Naka Bahacha,Naḥ Bāhāḥcā (before 1548 CE),"<p>Cidhã Bāhāḥ (vernacular)</p>

<p>Dune Naka Bāhāḥ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke 1985</strong></a>, 176;&nbsp;<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IWXSWRPQ/q/sinclair"" target=""_blank""><strong>Sinclair 2010</strong></a>, 35)</p>

<p>Yokulivarṇa Vihāra (classical&nbsp;name)</p>

<p>Naka Bāhāra (a palmleaf of NS 688)</p>
",नः बाहाःचा || LAL0530,0,,27b6916c-9323-11e9-a015-0242ac120006
0a5ea20d-aa6b-4bd6-8b26-5499168ba71d,None,ccd765bc-e900-11e9-b125-0242ac130002,Bhailah Cidham Phalca,Bhailaḥ Cidhã Phalcā (early 18th cent. CE),,भैल: चिधँ फल्चा || LAL4136,0,,27b6916c-9323-11e9-a015-0242ac120006
c2a25c8e-a739-4265-a4e2-c57a855a4f5d,None,ccfc9e0a-70ea-11ea-966a-0242ac130006,Asoka Stupa West ,Aśoka Stūpa West (3rd cent. BCE?),"<p>Aśoka Caitya (inscription from VS 2062)</p>

<p>Pūcva Thūra (vernacular)</p>
",अशोक स्तूप पश्चिम || LAL0610,0,,27b6916c-9323-11e9-a015-0242ac120006
4a920a26-75a7-45bc-9d9e-36e27705eb4b,None,cd358e72-4b24-4377-9061-27b9e408dbb5,,Pujārīmaṭha,,|| BKT0290,0,,27b6916c-9323-11e9-a015-0242ac120006
85d20055-46c5-4c9c-a011-31fdd25a72bf,None,cdc824f7-fbb4-4aa3-b164-441876d29ed8,lokesvara,Lokeśvara Dyaḥchẽ (renovated in 1730 CE),"<p>Dhālāchẽ Lokeśvara</p>
",लोकेश्वर ।। LAL2180,0,,27b6916c-9323-11e9-a015-0242ac120006
50b7b325-1881-49a7-b003-295fb1be8255,None,cdeafb74-f3cf-11e9-a3c8-0242ac130002,Ola Nani,Olā Nani (ca. 18th cent. CE),,ओला ननि || LAL0160,0,,27b6916c-9323-11e9-a015-0242ac120006
08f9a206-c1a6-4c1b-8a90-f00697f518e7,None,ce814212-e698-11e9-8bc4-0242ac130002,Su Baha,Su Bāhāḥ (1142 CE),"<p>Indradeva Saṃskārita Jayamanohara Mahāvihāra,&nbsp;Sau Bāhāḥ, Sālako Vihāra</p>
",सु बाहा: || LAL1920,0,,27b6916c-9323-11e9-a015-0242ac120006
3ce0ae45-148c-448d-9528-b2770c70cb2a,None,ce9b3552-e916-11e9-b125-0242ac130002,Tin Dewal,Tīna Devala (1850 CE),"<p>Bamvīravikaṭeśvara</p>
",तीन देवल ||  KAT2670,0,,27b6916c-9323-11e9-a015-0242ac120006
f6cf1972-02ae-49f6-bd61-e79657894406,None,ced28492-e666-11e9-b125-0242ac130002,I Baha,I Bāhāḥ (16th cent. CE),"<p>Ika Bāhāḥ, Icchā Bāhāḥ Nani, Ikā Vihāra</p>
",इ बाहा: || LAL0080,0,,27b6916c-9323-11e9-a015-0242ac120006
4c1db622-6f6e-48c9-b02b-7a628f285ca6,None,cf2cf2a2-fbb9-11e9-a3c8-0242ac130002,Nhugu Phalca at Cyasal,Nhugu Phalcā at Cyāsal (1712 CE),,न्हुगु फल्चा || LAL4159,0,,27b6916c-9323-11e9-a015-0242ac120006
e1b29410-788f-4fb3-9145-b778bac96164,None,cf39fef8-b9bb-4b7d-a27d-48b4b3750d7a,Itum Bahal,Ituṃ Bāhāḥ,"<p>Iṭumbahāla (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QPMEVV7J"" target=""_blank"">Jñā. Nepāla</a> </strong>VS 2054, 46)</p>

<p>Ituṃba (<strong><a href=""http://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IIDS25XK"" target=""_blank"">S. Śākya Bhikṣu</a>&nbsp;</strong>VS 2069, ka)</p>

<p>Ituṃbahāla&nbsp;(<strong><a href=""http://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/IIDS25XK"" target=""_blank"">S. Śākya Bhikṣu</a>&nbsp;</strong>VS 2069, ka)</p>

<p>Itumbāhāḥ (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/TZ2REIFS"" target=""_blank""><strong>R. Vajrācārya</strong> </a>2018, 185)</p>

<p>Yāṭumbahāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/FSJVMIWH/q/gopala"" target=""_blank""><strong><em>Gopālarājavaṁśāvalī</em></strong><strong>&nbsp;</strong></a> fol 33 b&nbsp;)</p>

<p>Śrī Pārāvata Mahāvihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5UE3H7K9/q/samya"" target=""_blank""><strong>H. Śākya</strong></a> VS 2036, 18)</p>

<p>Śrī Bhāskaradevara Skārisa Śrī Keśavacandrakṛta Mahāvihāra (manuscript from NS 478 / <a href=""http://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/BCG934KQ"" target=""_blank""><strong>M.P</strong></a><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/BCG934KQ"" target=""_blank""><strong>anta ,,,,,,,, </strong></a>1-354)</p>

<p>Bhāskara Deva Saṃskārita Śrī Keśvacandra Kṛta Pārāvata Mahāvihāra (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank""><strong>Locke </strong></a>1985, 284)</p>

<p>&nbsp;</p>
",इतुं बाहा: || KAT1220 (built around late 9th cen.),0,,27b6916c-9323-11e9-a015-0242ac120006
dd52dbee-06e8-47fc-903f-2f8c004904ee,None,cfc0099e-f15d-4c3e-8d8f-e048222f7956,Yaka Baha,Yākaḥ Bāhāḥ (built in 1647 CE),"<p>Jīvadharma Mahāvihāra (inscription from NS 801)</p>
",याक: बाहा: ।। KIR0020,0,,27b6916c-9323-11e9-a015-0242ac120006
a8738ddd-3ddb-431c-8264-f36a05372e34,None,cfcdabd6-e80c-11e9-b125-0242ac130002,Yaka Baha,Yākaḥ Bāhāḥ (c. 19th cent. CE),"<p>Dharmarāja Vihāra</p>
",याकः बाहाः || LAL0680,0,,27b6916c-9323-11e9-a015-0242ac120006
1ee4946a-7f4b-4cea-8667-b3ce8603e5a9,None,d024e070-e7f5-11e9-b125-0242ac130002,Hakha Baha,Hakha Bāhāḥ (c. 12th cent. CE),"<p>Ratnākara Mahāvihāra, Kumārī Bāhāḥ, Lakṣmīvarma-saṃskārita Ratnākara Mahāvihāra, Hatako Vihāra</p>
",हख बाहा:|| LAL0390,0,,27b6916c-9323-11e9-a015-0242ac120006
162c0d50-4210-42fd-9c3d-edb7b28dc914,None,d05bfad4-e696-11e9-b125-0242ac130002,Krishna Temple,Kṛṣṇa Mandira at Vala Ṭol (1725 CE),"<p>Lvaṁ Degaḥ, Vaṃśagopāla Degaḥ, Kṛṣṇa Degaḥ</p>",कृष्ण मन्दिर || LAL0370,0,,27b6916c-9323-11e9-a015-0242ac120006
9f1930f4-c1a7-49be-ba2d-cbb18449a0c0,None,d134c8da-df36-486b-9582-93e5f2cf9146,Narayana Mandir,Nārāyaṇa Mandira (ca. 1803 CE),"<p>Nārāṃ Degaḥ (vernacular)</p>
",नारायण मन्दिर ll KIR0065,0,,27b6916c-9323-11e9-a015-0242ac120006
96836f29-8b57-47f5-bcbe-c514304d176c,None,d13be190-1750-11ea-ac74-0242ac130002,Kvabaha Bhagavati Phalcha ,Kvabāhāḥ Bhagavatī Phalcā ,"<p>Bhau Phalcā (vernacular)</p>
",क्वबाहाः भगवती फल्चा || LAL4173,0,,27b6916c-9323-11e9-a015-0242ac120006
9e184d95-8679-4614-96eb-c2f8614dd55d,None,d188f409-0b23-4616-93a8-6ba1fa524630,Tanga Hiti,Taṅgaḥ Hiti (724 CE),,तङ्ग: हिति ll LAL2760,0,,27b6916c-9323-11e9-a015-0242ac120006
55112b01-e8b2-48ae-89e4-7b1419d3c804,None,d1bc6464-69b2-11ea-b4c2-0242ac130006,Mikha Baha,Mikhā Bāhāḥ (Before early 17th cent.),"<p>Suprakṣaṇa Vihāra (Sanskrit name)</p>

<p>Milakhā Bāhāra (Bowl inscription from NS 855 stored inside Kvāḥ Bāhāḥ)<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/3AYGRV5C/q/hira%E1%B9%87yavar%E1%B9%87a"" target=""_blank""><strong>: Śākya</strong></a> 1100, 34</p>

<p>Metakhā Bāhāla (Palmleaf deed from NS 863): <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/JD5Z2GM9/q/bh%C5%ABmi"" target=""_blank""><strong>Rājavaṃśī</strong></a> 2042,&nbsp;67</p>

<p>&nbsp;</p>
",मिखा बाहा: ।। LAL0810,0,,27b6916c-9323-11e9-a015-0242ac120006
e5f3a730-62cb-4b8c-a770-0efb9bcc6e18,None,d2578f40-cfce-4450-a8c1-3092c08ef487,Om Baha,Om Bāhāḥ (seventeenth century) ,"<p>Sūryadharma Saṃskārita Varjakīrti Mahāvihāra (Sanskrit name)</p>

<p>Śrī Sūjyavarhmha Śaṅskārita Vata Bahāra (Palm leaf document from NS 561)</p>

<p>Vãta Bāhāra (Copper plate inscription from NS 716, stone inscription from NS 798)</p>

<p>Vanta Bāhāra (Copper plate inscription from NS 870)</p>

<p>Sūrya Onta Mahāvihāra (Stone inscription from NS 977)</p>

<p>Vãtha Bāhāra (Stone inscription from NS 866)</p>

<p>Onta Bāhāla (Stone inscription from NS 848)</p>

<p>Onta Vihāra (bronze inscription from NS 993)</p>
",ओम् बाहा: ।। LAL1740,0,,27b6916c-9323-11e9-a015-0242ac120006
c40e2d2f-40cd-4308-bbf2-3638ee144e1c,None,d292d972-7a85-4e3e-8af6-75db779adaab,Iche Phalca,Ichẽ Phalcā,,इछेँ फल्चा || KIR4027,0,,27b6916c-9323-11e9-a015-0242ac120006
dc2dfd22-1bd9-419d-9dfb-48674050ae24,None,d2d6cf8f-9c71-417f-b82c-89f487f13a74,Setibada Baithak,Setibada Baiṭhaka,"<p>Ajayamerukoṭa&nbsp;Baiṭhaka</p>

<p>Setibada Pavilion</p>

<p>Ajayamerukoṭa Pavilion</p>
",सेटिबड बैठक || DDL0050,0,,27b6916c-9323-11e9-a015-0242ac120006
a0628cb1-67fb-44ae-b212-d65dfc6c2950,None,d3c6eaf6-e76f-11e9-8bc4-0242ac130002,Bhelachhe Phalcha,Bhelāchẽ Phalcā 4 (rebuilt ca. 2000 CE),,भेलाछेँ फल्चा || LAL4147,0,,27b6916c-9323-11e9-a015-0242ac120006
6b523861-2182-4642-8b51-592e5862b449,None,d3ebfce1-622b-4c10-b7a4-e827e24358be,Maru Hiti,Maru Hiti,,मरु हिति ।। KAT0970,0,,27b6916c-9323-11e9-a015-0242ac120006
07455b02-1130-4f57-8507-1ffc60fe0a6d,None,d46efa17-704b-4706-be58-fe535e26bbfc,Khusi Bahi,Khusi Bahī (built before 1526 CE),"<p>Nadī Saṅgama Mahāvihāra (Sanskrit name)</p>

<p>Khusi Bahīrī (inscription from NS 825)</p>

<p>Khuśi Bahili (damaged inscription stored inside the sanctum)</p>
",खुसि बही || KAT3190,0,,27b6916c-9323-11e9-a015-0242ac120006
047ed51e-0945-474f-a0b4-611f8ab9f81f,None,d5354d0a-fb98-11e9-a3c8-0242ac130002,Bhai Dega,"Bhāi Degaḥ (1678 CE, rebuilt after 1934 CE)","<p>Bhāi Devala, Viśveśvara Mandira</p>
",भाइ देगः ॥ LAL1200,0,,27b6916c-9323-11e9-a015-0242ac120006
3c26647e-a0bc-4c4b-a888-1855f34a9efc,None,d5d76955-24df-4827-9df5-d9f9679da6b5,Ajayamerukot Baithak,Ajayamerukoṭa Baiṭhak,"<p>Rājāko&nbsp;Baiṭhak</p>
",अजयमेरुकोठ बैठक् || DDL0140,0,,27b6916c-9323-11e9-a015-0242ac120006
d9c3e1a2-01f7-4870-9039-0bdac1a20152,None,d62e32fe-b78c-43af-817c-edb16e6d7ae8,Pigandya,Pīgaṃdyaḥ (Indrāyaṇī Pīṭha),"<p>Indrāyaṇī Pīṭha (vernacular)</p>

<p>Indrāyaṇī Temple (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/2S8K64WV"" target=""_blank""><strong>Shokoohy and others</strong></a>&nbsp;2014, 41)</p>

<p>Indrāyaṇīko Sthāna (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/84R233N4/q/sukra"" target=""_blank""><strong>Ś. Śreṣṭha</strong></a>&nbsp;VS 2057, 55)&nbsp;</p>

<p>Indrāyaṇīsthāna (<a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/vajracarya"" target=""_blank""><strong>D. Vajrācārya</strong></a>&nbsp;VS 2056, 558)</p>
",पीगंद्य: ||KIR0007,0,,27b6916c-9323-11e9-a015-0242ac120006
263f7bb0-363f-4460-8837-afab59c759f1,None,d642cefe-408c-4943-9405-b0aebe0d82a1,Amalsi Phalca,Amalsi Phalcā (early nineteenth century),"<p>Mandaḥ Phalcā (name mentioned on the signboard)</p>

<p>Sohrakhuṭṭe Pāṭī (name mentioned on the signboard)</p>

<p>&nbsp;</p>
",अमल्सि फल्चा  || KIR4001,0,,27b6916c-9323-11e9-a015-0242ac120006
