tileid,parenttile_id,resourceinstance_id,Spatial Coordinates Geometry,sortorder,provisionaledits,nodegroup_id
c3ca32a5-fdfa-4c10-822f-5f36453e5fa5,None,24afe176-f66a-11e9-a3c8-0242ac130002,GEOMETRYCOLLECTION (POINT (85.30210947923865 27.62974466554993)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
3627f5ea-3fe9-457f-883a-92fc5ea097ec,None,2502d305-75a5-4779-b795-791971a8d437,GEOMETRYCOLLECTION (POINT (81.71408685130712 28.86820769452716)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
96074185-5436-4ead-a58d-a184c8fd02ab,None,2507d356-5fc2-11ea-8083-0242ac130006,GEOMETRYCOLLECTION (POINT (85.30196714605779 27.62976925434044)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
a21626e6-df2b-4918-9442-6b6a74b9eb3c,None,2548d9e2-ea78-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32773086266613 27.67428791264754)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
86b45909-cd8f-406a-9001-0520643f1a66,None,254b0d1c-e68a-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.33043564074842 27.67062001848516)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
b7715181-05d5-4bbb-b3e0-77887bef2358,None,256339d6-e9d3-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32494558684812 27.67324735840057)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
a16c1d99-7067-45f4-a3c8-911edc127689,None,25c65422-6b9b-11ea-8083-0242ac130006,GEOMETRYCOLLECTION (POINT (85.31456032590836 27.67698676022465)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
a42eb91d-8efb-418f-aa4b-bd39e35c4147,None,25ef2d16-a10b-4081-bba3-7f4639646edb,GEOMETRYCOLLECTION (POINT (85.27637877767773 27.67927790284006)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
4ab437a4-5599-4e76-b02e-5b21f9be3b93,None,26404afc-cb0a-11e9-b993-0242ac140002,GEOMETRYCOLLECTION (POINT (85.32442851477981 27.67536126407189)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
efb6a009-cfb7-41bb-a244-85d807adb736,None,265a30ab-5d14-4b23-823d-171e8ecfedc0,GEOMETRYCOLLECTION (POINT (81.72327088699524 28.86196290951534)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
5a84df1f-213b-480a-b22e-220732622e09,None,26daa57e-e6ae-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32766295948392 27.67737103798275)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
8a1ecad8-c007-494e-b184-ddacdd48b56d,None,26e27d10-f989-11e9-a3c8-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32135966127532 27.67506840177526)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
d1f18b0d-de14-46d8-a396-4fa19f132599,None,27609ec0-8feb-46bf-bde3-4392aa004e9a,GEOMETRYCOLLECTION (POINT (82.17167890491453 29.55212193231587)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
be228fad-9029-4c89-92ad-50dfcf8637ef,None,276619ca-ea4f-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32755190890391 27.66752784991624)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
d67340a7-7413-4c9b-aab1-08ae7bd5ee85,None,2775db1f-e420-45fb-8334-54dee45c5f27,GEOMETRYCOLLECTION (POINT (85.27512303543909 27.67769014509496)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
0249b0d8-df2a-4223-abcc-0dc26cbb9e2c,None,27ca1a68-e9ca-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32774750801156 27.67447925863858)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
0bbee966-8b07-421c-bdec-8789b2c3e6de,None,28e34398-8dda-11ea-8e56-0242ac130005,GEOMETRYCOLLECTION (POINT (85.32065567224589 27.67405496690335)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
528958f1-d670-44a1-837e-287721fbdc86,None,28f77756-69bc-11ea-8083-0242ac130006,GEOMETRYCOLLECTION (POINT (85.32559109720472 27.67394781451684)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
fe523e36-a630-4561-b6f3-e1d5391d453d,None,2a0b1750-ee3e-11e9-8649-0242ac130002,GEOMETRYCOLLECTION (POINT (85.30331829937813 27.62845343735038)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
85815fde-287b-4e3a-8d89-fe89cd7c5e43,None,2a1ca80c-8b69-43a0-ab19-ac6b126986ee,GEOMETRYCOLLECTION (POINT (85.2764519578966 27.67948271402339)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
fcd1fdee-4ee7-41f2-aec9-37b6ff11410e,None,2a5c82ae-d073-11e9-8599-0242ac140006,GEOMETRYCOLLECTION (POINT (85.32370877798814 27.67024405425023)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1afc47af-93f4-4ab0-a83f-372a4355e6ab,None,2a8e92e4-ffb7-11e9-8f3c-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32789054397716 27.66978128542466)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
f749a13a-3159-4329-8ec6-f9f82b045244,None,2ab99c6c-e69b-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32721037866207 27.67460585403714)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
982b1e92-2be7-44eb-8114-932cb749b5f3,None,2acb57c3-2a55-442b-bf83-fa397fd60613,GEOMETRYCOLLECTION (POINT (85.32421401611577 27.66463611483152)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
db97d522-aaa7-4604-8e17-2b15ebee56e5,None,2af20687-0710-4883-a117-f45f941a14ff,GEOMETRYCOLLECTION (POINT (85.31617085438143 27.67742495101544)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
6063f1fe-d707-402f-bcc9-8c0f30b6b46d,None,2bad144c-eaa5-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32444979176233 27.67459764450217)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
9ca1c5dd-fc4d-4095-996e-708cad770ee1,None,2c130982-5fc6-11ea-8083-0242ac130006,GEOMETRYCOLLECTION (POINT (85.30196118896384 27.62975336684347)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
96026390-fb5b-4826-890c-b6c457d79a50,None,2c4ddb84-f419-11e9-a3c8-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32137685333686 27.67652362649435)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
afc92620-8e5b-4fb2-a31b-3bf69e245957,None,2c57e6c8-e8cb-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32803298330852 27.67427559167884)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
c4bab735-2dd1-41ec-89a6-7f84fd5583e1,None,2c696054-eb48-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32801443456452 27.67701341995685)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
ed88396a-2067-4ca2-949e-74f17075c5b9,None,2c9f93f4-e832-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32715009442971 27.66916936641044)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
b330b8a1-73ae-42dd-b26a-ac2f52fa626b,None,2db1bbc0-f156-42ec-965c-e5cc9adc8981,GEOMETRYCOLLECTION (POINT (85.2452991517228 27.69107649566737)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
6bb41914-bf05-46d7-8add-7fdfa1d0d977,None,2dca9004-e5e3-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32217124181952 27.67436614426444)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
449a55c4-f2dd-4a1b-ba29-d8029a06d18a,None,2dcd0237-4d4b-4487-85f6-e9d35a365c9b,GEOMETRYCOLLECTION (POINT (82.07489858843167 29.53692367966491)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
e9e06e5f-f52d-4b22-935f-896252091dca,None,2e8556d8-c881-4107-914a-20f925b3f28c,GEOMETRYCOLLECTION (POINT (85.32803240287797 27.67177553497973)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
2e8cc519-5e69-48bb-922b-e1f1acfd5211,None,2e9e454e-e4fc-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.3220696446399 27.67202907931386)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
c9bf1f68-eade-49e8-ae86-ccc22947f9d8,None,2fa110b8-e90a-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32456234021589 27.67616424975524)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
bfe43ef5-4254-480a-a005-e9ae460c4c1e,None,2fa561e9-6f62-4663-bae9-fdaeb0aee1a1,GEOMETRYCOLLECTION (POINT (85.32121711879398 27.67637981866036)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
b50c9ebb-3ef9-4bc2-954a-44248c8d6120,None,2fe39e54-d189-4403-a7cb-0835b63e4387,GEOMETRYCOLLECTION (POINT (85.32675451190698 27.66931691485317)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
5efb315a-05da-41c7-a2ee-2046fb98dc37,None,2fea6eaa-1b5f-43ca-96fd-9baad7fce137,GEOMETRYCOLLECTION (POINT (85.27570708369882 27.68017784255666)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1d524112-b746-4acb-b13b-c8c2e7c183c8,None,304bed70-ec0d-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32764391984614 27.67497910540576)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1ebc1a37-345c-4e9a-ba73-e1431eff2c3b,None,306b0be4-434f-11ea-b44d-0242ac130006,GEOMETRYCOLLECTION (POINT (85.31838722123047 27.63385538435872)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
3620b42f-98c1-4365-bc84-e92adfb199e7,None,3082c42c-e76b-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32409641325984 27.67155820845167)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
7c7b1ef1-2b56-46d2-8f8f-ed626e388749,None,30972753-7928-4d07-b965-b0f91dca9b7d,GEOMETRYCOLLECTION (POINT (85.27357988390168 27.68093873437186)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
95f84011-211a-4f02-92dc-f13ff9e4fe59,None,309c85aa-e8ed-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32790657365327 27.67484378860775)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
da8b48c6-cf35-4e3b-885e-48cf051ada14,None,30a307d0-2282-11ea-b9b1-0242ac130002,GEOMETRYCOLLECTION (POINT (85.30258895675388 27.62897930348975)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
ec131ce8-ea09-45aa-8adc-57019ddf206f,None,30f7f2bd-65d8-4a37-a619-5d73cd66c4d5,GEOMETRYCOLLECTION (POINT (85.30548730800587 27.70485639541187)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
98b0e849-9bf6-4e2e-85c0-26b00051edf8,None,3167408a-4c14-11ea-91df-0242ac130006,GEOMETRYCOLLECTION (POINT (85.30377780138474 27.63059893906063)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
b4ad3e03-3426-484b-83be-6c33bc12e48b,None,321aa815-750d-4468-9903-b3ae79e07793,GEOMETRYCOLLECTION (POINT (85.33254203706349 27.67125048644577)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
4d8e88c6-8d31-456a-a9ce-1e12cb7ad923,None,3331db72-539f-11ea-b4c2-0242ac130006,GEOMETRYCOLLECTION (POINT (85.32782737566771 27.67098354614844)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
e763be32-29f7-400a-8015-eae818301d41,None,33706bde-e4e7-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32247588927288 27.67606347863582)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
55159b02-75a8-48d2-8069-59aa1525650a,None,33776afc-ea72-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32983174873712 27.67068420028924)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
55fc3a2e-05e3-4a90-b976-bafce3bf9708,None,337c6d44-c619-4816-b823-c10f18d802b4,GEOMETRYCOLLECTION (POINT (85.42684975869543 27.67325918162206)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
e3f1bb82-1c74-4fcd-a090-c79e3fb697b3,None,33d9ec0a-e733-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32444034277232 27.67710196701034)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
17c13099-3506-42f2-ae88-91e652846a9d,None,3440946e-e936-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32485626057911 27.67352498548768)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
4e78768f-2831-420d-94fc-df845ffc162d,None,34d6f310-e5e3-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32408796778458 27.67324535232816)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
6f65c11e-f585-41c3-b308-15b7376938be,None,3570c001-88bd-42d7-aa26-47c6f09f5a6b,GEOMETRYCOLLECTION (POINT (85.32629031238889 27.67840520327442)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
cceb5bd2-4e58-4787-9638-b4664a2f25b3,None,358d5c28-12c4-477a-b2a5-3be3164b7657,GEOMETRYCOLLECTION (POINT (86.5471569235803 27.58223602025146)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
725e2567-c10e-4a78-b508-d68adb3fa0d6,None,362d533e-e8f0-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.33113286747971 27.66947614615851)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
b0398dbc-4ba3-41a0-b5bf-a4a0ee2c952c,None,3655168d-4513-4bba-956d-69d76e83f0aa,GEOMETRYCOLLECTION (POINT (85.32613321471331 27.6786634330732)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
6668cc0c-3f03-49a7-a630-0851977bbb31,None,36638422-afa6-11ea-9766-0242ac130005,GEOMETRYCOLLECTION (POINT (85.32797898162721 27.67115362132011)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
3be85e12-a85c-4f28-b01f-2759513ca23a,None,3668d45a-f899-11e9-8649-0242ac130002,GEOMETRYCOLLECTION (POINT (85.31811038725311 27.63355642777134)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
9366306b-36e1-409d-99bb-f6c1ed7532e1,None,37438b5c-d78a-11e9-beea-0242ac140006,GEOMETRYCOLLECTION (POINT (85.32342054454773 27.66923678322673)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
a82a2703-56e8-4f3a-88f6-4c029c12b2d7,None,378c13d0-d632-11e9-a1bd-0242ac140006,GEOMETRYCOLLECTION (POINT (85.31797345056441 27.63296469095779)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1f2832d3-46f1-4fd0-bdd0-f35e33c0ec23,None,380e2e0e-e8ef-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32771232149088 27.67451805860445)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
047cb918-e6f2-431a-96dc-637e94d7e1dd,None,38e62b02-e759-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.33077865931642 27.67052952442704)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
c3e40552-3892-4190-a2c2-f4f22f7fb8f9,None,39bb2040-e9fd-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32515445407881 27.67299070915272)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
a1fbc8a7-c2f9-47ad-9c6c-0a13310aacd1,None,39beb848-fc76-43de-bdad-12ea8914001b,GEOMETRYCOLLECTION (POINT (85.32919587635166 27.67879447754381)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1d5d0e4f-beee-4a34-a30a-904af1528347,None,3a3599d5-5f94-476d-a80f-4f2d3bb9bf9c,GEOMETRYCOLLECTION (POINT (80.46630387849314 29.52552146769483)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
101a9ffd-4ce8-485e-839a-89e95521ca4e,None,3a781560-86b0-11ea-86ac-0242ac130005,GEOMETRYCOLLECTION (POINT (85.32422592016337 27.67591931405805)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
4e4a2615-f60f-412c-adfd-7bccf68286bb,None,3aa59732-e7ec-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32221445099081 27.67751972002404)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
46f7f566-1688-42b9-9466-18ced36ecb86,None,3b68c5ca-e64a-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32518568576404 27.67394062256028)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
88ad9139-1365-468c-a19e-3bc86900b95b,None,3b731959-de47-4cc6-84e4-e230598019f5,GEOMETRYCOLLECTION (POINT (85.24557303665802 27.6913876034716)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
c1db7166-4955-4edd-8e8e-065d3f58af52,None,3b9b26f6-2b9a-11ea-b82d-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32442570217785 27.67155554474051)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1dd11cc2-cf02-48b9-8d59-789cf6a248d5,None,3bcfd73f-1e8b-41d9-bbc6-148eb8ca7808,GEOMETRYCOLLECTION (POINT (82.13274385262281 29.26128563758708)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
7d7f98ef-4a6f-4380-a60d-a4ba133f3daa,None,3c768352-d08e-11e9-8599-0242ac140006,GEOMETRYCOLLECTION (POINT (85.32466516431811 27.67235615039149)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
8f0ed0b4-558e-44dc-8c01-a7bae24feebf,None,3ceea016-9d6c-11ea-9766-0242ac130005,GEOMETRYCOLLECTION (POINT (85.32137827273988 27.67785603996506)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
bc8bfdc3-87a3-4020-8cce-1eef45e81e4e,None,3db42996-337a-11ea-b242-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32445202675785 27.66957210899087)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
0834e223-6dc2-4137-adaa-a8933d9b4c3e,None,3dbcf8b8-cf5c-44e4-8ac8-4460069bdbbf,GEOMETRYCOLLECTION (POINT (81.70953243184397 28.82881440924654)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
bb2aa1df-7259-49ec-86df-00e6a2a1b4a7,None,3e3f0fd3-fd74-4aab-a216-99cbfeca1bec,GEOMETRYCOLLECTION (POINT (81.60731927607816 28.8650538510518)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
51cbdd7c-f465-4da3-aaba-bee90fffc3f8,None,3e718754-6c00-4947-b32f-da8bb82139a7,GEOMETRYCOLLECTION (POINT (85.32787876739468 27.669890654146)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
cf12d9f9-ce65-4858-ab77-b4698d80af88,None,3e7d7be6-ea61-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32827050167162 27.67453240782386)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
8181c5e5-3b25-4e9a-acf2-a9710255cfc3,None,3e97265e-b2b4-4a68-862a-7c76dee0bacc,GEOMETRYCOLLECTION (POINT (85.43187265193274 27.67462050377233)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
7703cbaf-9620-464a-b989-d49293987c75,None,3ecd2d50-1b10-11ea-b74e-0242ac130002,GEOMETRYCOLLECTION (POINT (85.318481707236 27.63413706677913)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
5a0d095d-fd8d-4d55-83fc-cd637ae2959f,None,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,GEOMETRYCOLLECTION (POINT (85.32275519589899 27.67670788184371)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1e3e5ad3-6a76-45ac-95de-6aba7d369f5f,None,3f87ad30-e5d0-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.3279800641339 27.67442868819949)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
a5a316d0-7917-4589-8876-a4e8e880c2ff,None,3f88581e-e811-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32025445842265 27.67073361564684)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
6bca4b15-694f-4684-ac7a-31ab611ebb69,None,3fe5a41a-f7d9-11e9-a3c8-0242ac130002,GEOMETRYCOLLECTION (POINT (85.31783483347829 27.63292462654804)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
9f54f12e-24fa-469e-b10c-45186b926a55,None,409cfb82-e6c3-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32571079359917 27.67372912603861)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
6535766b-707f-4475-b98d-f682ca9083cb,None,40ee8e4c-e836-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32255416065702 27.67433103522194)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
5cdc5b10-124c-4cb8-86b8-1489b08fb119,None,4165aff8-eb2f-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32108975169069 27.67640719808631)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
3e0188b2-8639-41c2-b57f-c439ae0ae002,None,43291104-1bbd-11ea-b9b1-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32512923891221 27.67082848154783)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
bcd86704-bd22-4d3a-a774-e2bf7a75688d,None,4353fc98-6838-406b-ba3a-4872c4d03bb0,GEOMETRYCOLLECTION (POINT (85.32392597951065 27.66915123884716)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
d714a5f8-55e2-4358-88e1-f974f6492182,None,43a6124a-0a4b-4f1c-a3b6-f68fcb0e4dc0,GEOMETRYCOLLECTION (POINT (85.32407398147126 27.67393059629844)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
898a5adb-9c97-4611-911a-a4f9787f3914,None,4405bb30-4704-432a-9f61-2a7c8912321a,GEOMETRYCOLLECTION (POINT (85.27859503332814 27.67670576502584)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
0a93456a-8ca0-48a7-820b-8265a68d054d,None,440d970c-ea5d-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32343760555061 27.67400834048294)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
648130ed-f2c1-4865-8fcb-f6dfe0ca495d,None,443544db-8f01-4d16-8f90-1de79f599e98,GEOMETRYCOLLECTION (POINT (85.33770312596312 27.67102636853781)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
e5170c82-7ffe-429f-8313-e2ca687b3b77,None,44609e5a-ee3d-11e9-8649-0242ac130002,GEOMETRYCOLLECTION (POINT (85.30220497871795 27.63069167915246)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
0e7caaaa-7992-403e-92f6-30676c84fde3,None,45394990-d06e-11e9-8599-0242ac140006,GEOMETRYCOLLECTION (POINT (85.32550425889536 27.67354265558552)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
5f37c73b-0a60-4857-99a3-493e4ac0e3de,None,45b07460-1787-11ea-b9b1-0242ac130002,GEOMETRYCOLLECTION (POINT (85.30239302025723 27.63042930084304)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
e678619f-4ec9-4b8f-baa8-62e1806ab883,None,460bec90-ea60-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.33220232468483 27.67155387143375)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
6458a9d2-b9b9-47bd-9aab-1e5ac70b6af9,None,468fb683-8654-424a-9005-731f310bed0f,GEOMETRYCOLLECTION (POINT (85.32803214405823 27.66972506453542)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
2371752a-64b2-42d5-a15a-1adb906de00e,None,479763c6-e90e-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32723736010064 27.6746461810158)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
0d866857-fd36-40b2-bfbb-88ca16684275,None,489cc406-57c1-11ea-b4c2-0242ac130006,GEOMETRYCOLLECTION (POINT (85.32324133440687 27.67021362679146)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
71ab7e0b-e1a7-4e2d-8f2e-1392a5f92d2f,None,48fbbcba-9da1-11ea-82af-0242ac130005,GEOMETRYCOLLECTION (POINT (85.29313314043162 27.65842366031397)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
c50b8c7a-fe0f-4957-95e1-e5d5612efcbb,None,493f8e80-fba9-11e9-a3c8-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32589767171999 27.66922833655063)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
a942f3be-ebe1-4af0-8f89-4c23b504f6f7,None,49e99160-f60d-11e9-8649-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32787344714535 27.67593565787298)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
40b144ff-2003-4da4-9b2f-1882ff028719,None,4a025a42-e6ea-11e9-b125-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32769966659913 27.66870502353465)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
88a728f6-f15a-4548-9548-f1f2e17bc09b,None,4a028b6c-f954-11e9-8649-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32155152210282 27.67495132419677)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
f0542fab-5ece-413e-acd4-3a0e1d7584ee,None,4a2c6259-e814-432e-a59c-99eb9d750007,GEOMETRYCOLLECTION (POINT (85.30983161537404 27.71061331261271)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
82fff69a-e6dd-44aa-b25f-5c5aaae491ff,None,4a305bd6-5eb8-11ea-b4c2-0242ac130006,GEOMETRYCOLLECTION (POINT (85.32786018180303 27.67583976932174)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
062102e0-cba7-4b98-a02e-336d1d82b6d5,None,4a48d563-85d1-4e51-8f78-2254393f85e2,GEOMETRYCOLLECTION (POINT (85.27360508494667 27.68106735843111)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
f42fd190-f8fb-44fd-8118-889adc276b4d,None,4a6c25be-af79-11ea-8ae7-0242ac130005,GEOMETRYCOLLECTION (POINT (85.32133785764512 27.67790630768486)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
bb3001b5-de97-461f-81c2-f54b0219e4ff,None,4abcfc57-87bc-46d0-9338-add4863dbf46,GEOMETRYCOLLECTION (POINT (85.32807161176333 27.66986553351449)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
93e928da-e2d4-4c85-9393-ff7cd6ef4f5c,None,4b3adb40-7726-4977-b911-1710edbfa41f,GEOMETRYCOLLECTION (POINT (85.32833954508169 27.67011913922699)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
1c70a477-d99e-481f-a9c0-751f3427ec97,None,4c31625e-ea78-11e9-8bc4-0242ac130002,GEOMETRYCOLLECTION (POINT (85.32509142728196 27.67281361468644)),0,,d61d682c-b0fe-11e9-8b01-0242ac120006
