tileid,parenttile_id,resourceinstance_id,Object width,Object circumference,Object height,Object depth,sortorder,provisionaledits,nodegroup_id
cf7365a3-5626-401f-bd37-d0ab84fe43af,5f820295-39c3-45b8-b8ff-79ad1ad98549,0426294d-ffe2-4142-b167-1e17296e6a21,31,0,92,66,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
087fd21d-01f0-4082-b01c-b1524f186780,e8e75d00-95e6-4633-9b19-afec9a4932c3,049dc399-08e2-47c4-85b9-e66851694e69,41.0,0.0,52.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
0f2bdda3-fc09-4bf1-9d5f-e36decefb73a,e1939444-8b0d-4a6c-b4ce-06a07d9de8e6,049dc399-08e2-47c4-85b9-e66851694e69,142.0,0.0,332.0,142.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
69ea2c01-fb2e-4aa6-b970-917a30419a35,89125148-ad61-425b-bb32-5537ef502b4c,049dc399-08e2-47c4-85b9-e66851694e69,74.0,0.0,70.0,74.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
59697d20-e010-4bf1-8736-1268eb701c4f,87f41000-875e-4f47-ba68-eadb0b034c57,04e62546-0b04-41d7-9651-12189c45e5c6,42.0,,30.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
44a255a2-b0f4-4e6d-ae54-ba089d617965,11333e38-5939-42d6-aecd-6623ba61aa1a,04e62546-0b04-41d7-9651-12189c45e5c6,9.0,,18.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
de872b83-7f4a-4046-80fa-50765d31f550,2546ffa8-63a8-489d-a774-34ca47795a92,04e62546-0b04-41d7-9651-12189c45e5c6,,,1340.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
373f7086-c6d2-4345-90d9-70183186c38e,5884be69-4843-4f56-81de-7cde0843d295,04e62546-0b04-41d7-9651-12189c45e5c6,11.0,,18.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
349c1c8b-1dc3-453c-909e-941e56c82b03,c51aec87-b2d9-4262-992f-f405827693e1,04e62546-0b04-41d7-9651-12189c45e5c6,10.0,,19.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
53dcd54b-9a61-4133-a223-5a2525776253,3b0c7f33-6b59-4f0d-b53a-80e4366c89ea,06a4360c-e5ec-11e9-b125-0242ac130002,33,,51.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
ea5b263f-e587-4b4e-a19a-aa3cefe7c67b,a01ed60b-794c-4e8a-abdf-35b8ba55ad80,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,142.0,,177.0,142.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
b560bc16-c5c5-4de6-9e19-d69e0440dec2,c5c1d5d0-be65-41ea-84b7-03559dd58544,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,134.0,,163.0,134.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
45a4b8e8-366a-4d18-8c52-ae8da3b34201,960ee98d-c90b-44aa-bfaf-121a53c75983,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,41.0,,0.0,39.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
1f8d303e-082d-40a7-b036-ada37122485d,d8a823e5-6c7c-4ca0-b500-7ba637003c9f,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,27.0,,217.0,27.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
64a9b286-8881-4331-9019-31399dddd816,bf294628-402f-4e15-be94-307a1216d989,06d2c415-2c7e-4d6f-9617-2b1eb6ab8c4a,174.0,,229.0,174.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
1df68940-dd83-45d7-b46d-f79758bee9bd,44d93799-a29c-4e22-b86c-a3de3cdb7970,0aa65aef-7a50-4942-9e17-f6e077dbb14a,130.0,,20.0,30.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
31c8c90c-7ba1-4970-8a91-dac80742e050,a1403407-dd1c-43ff-9acb-d4c5933137fa,0aa65aef-7a50-4942-9e17-f6e077dbb14a,37.0,,99.0,12.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
ed626505-ec84-4e02-9a7b-6628db2574f1,3fbea252-0978-44d9-9d3a-000fc3e2c3fe,0aa65aef-7a50-4942-9e17-f6e077dbb14a,105.0,,30.0,37.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
550185bc-a411-4b3b-b7c8-9dac1b39b055,8885a20c-3f19-468f-af7d-f22b76a3e587,0aa65aef-7a50-4942-9e17-f6e077dbb14a,37.0,,139.0,10.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
30682113-240c-446d-980c-7f2a3f27aaa3,ff5974c6-d829-4e96-991f-55b2d64f1831,0aa65aef-7a50-4942-9e17-f6e077dbb14a,160.0,,25.0,40.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
393a4ba5-e166-446f-94a7-6ac45a905e6b,4de768b5-2cf0-41c1-948f-a29f36b8843c,0b26d633-56f8-4872-859c-76d7f7c0677d,110.0,0.0,145.0,110.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
b50b6b12-91cd-4232-857b-83a2a049772e,0a54433c-059d-4d4c-a954-74a4da85face,0b26d633-56f8-4872-859c-76d7f7c0677d,112.0,0.0,155.0,112.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
1f56aba1-f7eb-4169-9e98-e583f6f0fb4f,69719262-81f6-4e6f-ad6c-40e51ce216f7,0b26d633-56f8-4872-859c-76d7f7c0677d,117.0,0.0,160.0,117.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
3ed892fa-5c59-4de3-a5b6-1ebe1366f79d,4c6d1569-eee6-4825-b316-2a8db106b997,0b26d633-56f8-4872-859c-76d7f7c0677d,28.0,0.0,40.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
28673313-9ef6-468a-9c8d-cce9e90a2931,a4be157c-b26a-4421-990d-79387f5401f0,0b26d633-56f8-4872-859c-76d7f7c0677d,103.0,0.0,84.0,103.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
c52722a9-8548-46aa-8189-1c6fe954b298,5b6761e6-2d42-4ba2-8886-09fd6973bd08,0b26d633-56f8-4872-859c-76d7f7c0677d,29.0,0.0,0.0,29.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
43dac37a-bee7-4af2-beee-0209ebaedcae,ace27f61-f3c5-49ad-b08a-d06c0fc84622,0b26d633-56f8-4872-859c-76d7f7c0677d,66.0,0.0,72.0,66.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
6df7e4c9-05e4-468f-8911-08711cccfdcc,4ce287ee-1cd6-40b5-b80f-3caa86a4cc00,0b26d633-56f8-4872-859c-76d7f7c0677d,112.0,0,156.0,112.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
53676b77-af54-4a7c-ac5d-e92204b37351,3a023c07-d80c-4f24-85d1-60c5662200c1,0b26d633-56f8-4872-859c-76d7f7c0677d,21.0,0.0,35.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
73b75240-a1df-44ed-8e20-b88871a01af9,be97a0c7-1da7-4e54-8612-041d2551527b,0b26d633-56f8-4872-859c-76d7f7c0677d,20.0,0.0,33.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
2aaab063-4558-41a8-bf0c-edf400a6bf93,c936e3f9-571b-4970-b889-05e0136f77ad,0b6871b6-44e1-45f4-9074-005d6e68a28e,34.0,0.0,44.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
5cb8c1a3-0f91-4307-844f-6f5c9ce5f625,48c83b8f-7dad-4f0a-85b7-574dbe24d3d1,0b6871b6-44e1-45f4-9074-005d6e68a28e,22.0,0.0,32.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
94defa7a-a6cc-45b9-bf3b-aeeca57c7a2c,4b2c1f9e-ac72-4681-b061-16871097f090,0cb251ee-3005-42d3-bc37-fe6cfbb30747,9.0,0.0,13.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
e84f0998-db5c-41a2-8476-8d3b5b787d8f,10444791-590a-43a7-b6dc-0b2acfad8d97,0cb251ee-3005-42d3-bc37-fe6cfbb30747,9.0,0.0,13.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
aeb53223-5643-4c18-b5b7-2d3bce4cfd30,18993591-18ea-48de-8dc1-a2827b078713,0cb251ee-3005-42d3-bc37-fe6cfbb30747,9.0,0.0,13.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
3407e082-222f-403c-aa10-b75a68629678,8c33b33d-6dc8-44bf-acbf-83646e4194cf,0cb251ee-3005-42d3-bc37-fe6cfbb30747,19.0,0.0,37.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
0c2c0cf1-7bf1-4853-a41c-a4e88f67cf6b,e82cdc3c-aff6-42de-8a9d-4f0c97e10cf5,0cb251ee-3005-42d3-bc37-fe6cfbb30747,19.0,0.0,37.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
baed4ec5-a4b4-4607-9c4b-60c44d2ada92,c4605dd2-9195-4084-a6b1-13a3949db9ac,0cb251ee-3005-42d3-bc37-fe6cfbb30747,19.0,0.0,37.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
8c7bba9f-cbf3-4c5e-a698-d4ad384874de,31fab1c3-6d4e-46fa-a6d0-e6509163ceeb,0cb251ee-3005-42d3-bc37-fe6cfbb30747,19.0,0.0,37.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
062d6dad-b159-46f7-95d2-59de4a1ac862,0a8436eb-a1ee-4483-a52d-3a0ead574879,0cb251ee-3005-42d3-bc37-fe6cfbb30747,9.0,0.0,13.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
35cfe5df-da30-41c3-b5e8-97b211539a8f,d601fbab-4de5-41c4-8cc9-78d704a23a7a,0d480c66-3e6d-11ea-b44d-0242ac130006,48,,79.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
7f010666-9337-4149-ada7-9539c820ca8c,d6102515-57f3-4679-b55d-2903c3346734,0d480c66-3e6d-11ea-b44d-0242ac130006,92.0,,70,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
4dac7565-9c37-47b5-995a-c9ad8f8dfe2e,add229fc-12f6-4c34-9b03-d309fc86d099,0d480c66-3e6d-11ea-b44d-0242ac130006,21,,28.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
9c61f3b5-cdec-40f2-8d6a-30340324edd1,4151d143-2952-41cc-82f8-7c568e928025,0d480c66-3e6d-11ea-b44d-0242ac130006,,140.0,44,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
3d72da8f-dfba-4683-9a0a-9268f7edbf17,39c96221-e8ac-4a4b-9135-980ed7410243,0d480c66-3e6d-11ea-b44d-0242ac130006,65,,45,15.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
6723d8a7-9b63-4f3f-a788-f86a10eed6eb,b8aa6a92-34b7-4fdd-8d4a-1a278713ead7,0d480c66-3e6d-11ea-b44d-0242ac130006,30,,46.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
db8bdcfa-3da3-4142-a51d-d00e0c8d1cff,85202972-d745-48dc-9df5-d46dc0bc8229,0d480c66-3e6d-11ea-b44d-0242ac130006,13,,22.0,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
7593c4e0-7e01-4095-a15b-22e19c8babfc,2d0d2724-fabd-409a-b17e-e614218e37c5,0fb3ffc0-395f-42e9-bece-bba42a1c530b,153.0,,177.0,153.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
dd25ea20-bb7c-412c-9c4f-6577d340ba7c,f80a6573-a9fe-4a02-81b8-ea7dbd8d59ca,0fb3ffc0-395f-42e9-bece-bba42a1c530b,151.0,,171.0,151.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
d3609157-eabb-4055-8382-92f034ef6b50,a3e91063-e592-4b05-b895-77b7d23e5902,0fb3ffc0-395f-42e9-bece-bba42a1c530b,152.0,,169.0,152.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
23e43fb7-0486-4767-a602-f4568e7003c2,16abd15b-e74d-49c1-af23-c3d31e842825,0fb3ffc0-395f-42e9-bece-bba42a1c530b,,,,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
5b4b74c7-842f-4476-ab62-58a51f37a2f6,f895523d-b8fc-4db4-bbe1-7fa8393f4b86,0fb3ffc0-395f-42e9-bece-bba42a1c530b,,,,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
50ad9dd8-4611-4515-86de-d54e0c832fef,dea3173a-2454-47d8-a1e7-7280c0a978cc,0fb3ffc0-395f-42e9-bece-bba42a1c530b,,,,,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
f5402fe7-0ee8-4884-9c4f-51226dada8e5,812cfdce-7372-4918-ab26-d52bfb56f292,0fb3ffc0-395f-42e9-bece-bba42a1c530b,20.0,,25.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
e4290d2f-b788-4c4f-8482-73f3c7005afc,2c9b663f-e239-4fa6-b044-c945b094043f,0fb3ffc0-395f-42e9-bece-bba42a1c530b,0.0,180.0,88.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
f1a40e50-654c-4037-8e0f-59a212e15cce,c63fab4f-517e-4684-a524-29c2c253be7d,0fb3ffc0-395f-42e9-bece-bba42a1c530b,131.0,,182.0,51.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
6d1c430e-bcca-46b2-99a4-f02251184325,37bd30bb-e095-4a1d-8622-d41a4f0a4843,0fb3ffc0-395f-42e9-bece-bba42a1c530b,31.0,,48.0,0.0,0,,4b849dc8-9eea-11e9-8b93-0242ac120006
