tileid,parenttile_id,resourceinstance_id,Thickness of walls,Type of bricks,sortorder,provisionaledits,nodegroup_id
b1a6b775-6355-45ed-8123-2244c1ddc6fc,d163cda0-a0e8-4717-b488-e9917a51848a,25ef2d16-a10b-4081-bba3-7f4639646edb,52.0,"dāci apā (conical veneer brick),desi apā (modern brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
373bf5ff-31b7-49d3-974d-90432bba40a3,7fcf40df-53be-479a-8cee-1412f4b7a354,26404afc-cb0a-11e9-b993-0242ac140002,40,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
871069d8-ca75-44f5-bdc8-e0d85c85f533,7c46c4ce-3dd7-4d65-8961-4549582dfbf3,265a30ab-5d14-4b23-823d-171e8ecfedc0,25.0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
96c89e39-7e7a-4c0e-b985-0a74b44de75f,457ab663-1b8f-4d34-b5b7-87036c8dd97d,26daa57e-e6ae-11e9-8bc4-0242ac130002,50,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
eee4af82-4199-409f-89e8-1625aad3f78c,dd606248-b240-4677-b4d7-03001e0354ad,26e27d10-f989-11e9-a3c8-0242ac130002,60,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
77151cc2-3f61-41a5-9edf-e65974949f90,7b136ea4-97ac-4154-8985-8888162488c7,276619ca-ea4f-11e9-8bc4-0242ac130002,50,"dāci apā (conical veneer brick),mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
271e958a-dfda-4c09-951c-9be9717d07bf,946ea756-0a41-44d5-9add-cf32c758c8c8,2775db1f-e420-45fb-8334-54dee45c5f27,40.0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
eeb963c0-707a-4016-9304-32cb207d8a41,c053107a-4527-4572-aec6-081157c8393e,27ca1a68-e9ca-11e9-8bc4-0242ac130002,45,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
97be67fa-0c76-498f-a24a-c34bb9b277d6,17cf7e5d-6d57-4bba-85cc-1ca0fe18d54d,28e34398-8dda-11ea-8e56-0242ac130005,36,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
f5f23cf2-7e8e-43dd-85e6-9c2909bf0770,9bb2cc79-6bcf-4df1-9381-d77e8e3eda9a,28f77756-69bc-11ea-8083-0242ac130006,58,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
f716c0a7-0768-405c-85e8-1c3786c272f4,4b4e92e4-ac82-433e-9fa3-39637ff08881,2a0b1750-ee3e-11e9-8649-0242ac130002,25,"dāci apā (conical veneer brick),desi apā (modern brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
ce8829f4-9cf3-4905-b721-b8f300db79ea,ced645b3-8dbb-43fc-91c0-5a108f779500,2a1ca80c-8b69-43a0-ab19-ac6b126986ee,,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
ad4b61c6-eef1-4b9c-9db6-2a7d982dd0c3,b0954bfc-e489-454e-a0aa-ae9c0f6080c5,2a5c82ae-d073-11e9-8599-0242ac140006,23,"desi apā (modern brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
2b340ea9-d6ba-4c15-92e3-7f037dfec620,b0ada2a7-c9c8-4307-9657-75e627b72b25,2a8e92e4-ffb7-11e9-8f3c-0242ac130002,56,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
6b2d3d4b-7fed-4a7b-965e-da821a54d6f0,5266c7aa-b7a6-4374-a816-a4052d654def,2ab99c6c-e69b-11e9-8bc4-0242ac130002,45,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
6da8104e-62e8-4e78-9f25-72a7d4d39a6d,47974833-6049-491c-a634-169c4bea892d,2acb57c3-2a55-442b-bf83-fa397fd60613,56.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b22f47c4-4ed4-444a-821e-b3fde3bb24c3,063f5acf-2e68-4ea9-a597-6f18460ce1a0,2af20687-0710-4883-a117-f45f941a14ff,38.0,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b2d49b9d-bb22-4b6f-81c0-41380fa3a80e,0ff783a7-492f-4d60-9651-29193f71c6c3,2bad144c-eaa5-11e9-8bc4-0242ac130002,55,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
a20bc9c4-05a0-4647-9d8b-c33ed10a2e89,ad6b85f6-f81f-43d7-962e-1c2fd907fddb,2c4ddb84-f419-11e9-a3c8-0242ac130002,50,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b90db11f-b91a-4e0f-9a17-99f2135e889c,28f06b02-955a-4d09-b76f-500a440a9f49,2c57e6c8-e8cb-11e9-b125-0242ac130002,40,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
0dbe0b5b-e7e2-48ce-92a3-ac7362d6c67d,1c0a687b-11ec-4bde-a30d-ad360aa56684,2c696054-eb48-11e9-b125-0242ac130002,60.0,,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
5312d13b-97a4-4c0f-bbe0-150cc3baeae6,e87cd3e4-fac9-40fc-ae04-20bde33a3ab6,2c9f93f4-e832-11e9-8bc4-0242ac130002,36,"dāci apā (conical veneer brick),mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
c27e7796-0aaa-4040-a0a9-08c017f1564d,a5bee4e4-6e80-4e61-a25e-d5cc75702dd2,2dca9004-e5e3-11e9-8bc4-0242ac130002,38,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
5e8dc683-8e7c-4475-930c-55e3fd6f6a80,f27f9470-dfc5-44cf-b477-50e6222d9f52,2e8556d8-c881-4107-914a-20f925b3f28c,25.0,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
4ff3871a-8376-4157-84f7-fba511d40dec,dc044bbd-4dad-4304-905e-ea205c942c1e,2e9e454e-e4fc-11e9-b125-0242ac130002,45,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
01a97bc7-175c-4f26-87a8-de5150080c91,4bdd168d-8255-4e6d-adbd-e1b763f95107,2fa561e9-6f62-4663-bae9-fdaeb0aee1a1,35.0,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
3c209e7b-3240-46bd-8a13-ddcd6083c806,e13cb926-8beb-4922-88f5-887c86519c49,2fe39e54-d189-4403-a7cb-0835b63e4387,53.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
0150cc42-b888-4c0d-bec1-a15f353bac32,64055bbb-7cab-42e3-9d48-027db8fbd1bd,2fea6eaa-1b5f-43ca-96fd-9baad7fce137,0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
e4173e89-c741-46d6-a84e-41ad2ebe54cd,84b564b1-85e1-41ed-aaf1-bb9c462c3970,304bed70-ec0d-11e9-b125-0242ac130002,35,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
e4ed8aeb-dbb2-4213-b2de-1fa7e63a9111,10e5b307-37f4-446c-8baa-59ad4b55531f,306b0be4-434f-11ea-b44d-0242ac130006,50,"dāci apā (conical veneer brick),desi apā (modern brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
7623307d-b251-4ec7-8977-49084355fb4f,da1d6b71-3bb8-4ece-b39d-60e144a66f68,3082c42c-e76b-11e9-b125-0242ac130002,45,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b8184703-9613-4c92-927e-6b51bbcc17f0,4e2e4d9d-102a-40c2-8234-da7b2a057376,30972753-7928-4d07-b965-b0f91dca9b7d,55.0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
11000d61-3d97-4639-895e-437b2f5d3d1e,ba66d545-1afe-4ce9-9be2-e7a3de26c16d,309c85aa-e8ed-11e9-b125-0242ac130002,35,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
93f6c20e-b698-440d-8cc0-c99d69fb0344,a0dc5d61-91b7-4a14-9ca6-bf0af9306795,30f7f2bd-65d8-4a37-a619-5d73cd66c4d5,35.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
0c4f9f04-fa33-48d3-a6dd-078b69de6aaf,b74c8e7b-c01f-4d4b-a3a6-066595c199eb,3167408a-4c14-11ea-91df-0242ac130006,23,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
f9db8a9d-3062-49b7-bef9-c009047cc95b,a468cb1d-8398-4f73-9d14-6a8ca26a6aac,321aa815-750d-4468-9903-b3ae79e07793,25.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
ab87cb16-54bb-491d-9891-d97fc00995a5,1727e4fb-fc1e-4297-88cd-33d34afb3d90,3331db72-539f-11ea-b4c2-0242ac130006,66,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
98329313-e45d-404a-afb0-4a66d42bb33e,c18b540b-ebd2-4dc0-8441-57d514e78349,33706bde-e4e7-11e9-b125-0242ac130002,40,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
8340ab47-9025-4199-94dc-3081fd5f0ed6,b83f8f85-0b81-48b9-b4d7-a099ff7f1790,33776afc-ea72-11e9-b125-0242ac130002,58,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
66485afc-b706-4939-bf93-5e42ce313b1f,b7ffa293-414c-4b0b-828b-1cef2d8456ae,337c6d44-c619-4816-b823-c10f18d802b4,35.0,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
28219dcd-c744-440d-91eb-3ded4a04fd64,fb10e6f4-bf94-45da-8fce-2ed279523ee1,33d9ec0a-e733-11e9-8bc4-0242ac130002,60,"dāci apā (conical veneer brick),mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
1a4d0667-afa8-48a8-b083-97777eaf5782,b8ec76c8-ccde-4582-842a-1a274f51618e,3440946e-e936-11e9-b125-0242ac130002,,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
e195287f-c166-44e6-b2d5-fb63f9046e7f,a30c41b1-e869-4de5-964e-e28867e86736,34d6f310-e5e3-11e9-8bc4-0242ac130002,50,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
65951094-b7bb-49ee-9f3f-f75032c535be,b8e0e55b-6330-4121-b553-ef2167e09ca2,3570c001-88bd-42d7-aa26-47c6f09f5a6b,38.0,"desi apā (modern brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
489b6b77-3168-460c-8f3d-30ec220991cc,e5d5f59e-ddbd-4063-b81e-4c2a4e0405c7,362d533e-e8f0-11e9-b125-0242ac130002,45,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
0872fb03-d58b-4162-8ce2-2cc418f777bb,289c5aaf-3787-4475-902d-e78c26678b14,3655168d-4513-4bba-956d-69d76e83f0aa,38.0,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
98211cef-f688-4230-a9ad-2e797f1887ad,7eb8c325-827e-4c9e-8c83-2d10e753c0b9,36638422-afa6-11ea-9766-0242ac130005,55.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
6d877051-f321-4f69-a915-ca605c57b3c3,ad8b0b66-8449-47ec-98d9-7789869b3f42,37438b5c-d78a-11e9-beea-0242ac140006,23,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b0bb58b6-b526-4449-b883-550a2b604dcf,1472014a-d67c-432c-b31c-bafcf744a36d,378c13d0-d632-11e9-a1bd-0242ac140006,80,"stone,mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
9fa07354-42d6-48be-96e9-93935ac4391c,49b1598f-956d-4085-a086-bd59425c5142,380e2e0e-e8ef-11e9-8bc4-0242ac130002,45,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
e1f38503-930c-4617-a37c-2f876ba9929f,a35c0c1a-b418-46ab-847f-28d4ea69e20e,38e62b02-e759-11e9-8bc4-0242ac130002,50.0,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
dc6d2aa8-8e9e-4239-9b65-e039dadc2c80,619ac29c-a55c-43a6-8dfb-ee58b727adff,39bb2040-e9fd-11e9-8bc4-0242ac130002,60.0,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
46c20f14-61d0-4719-a3c5-8e15f6982e6b,b7552f94-a03e-4dde-80aa-686185ecfb4e,39beb848-fc76-43de-bdad-12ea8914001b,50.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
190e5dda-6570-4a07-b10d-2bf6630b33b1,06cf7fb4-5ecc-488b-a9eb-5bb6903fd1f7,3a781560-86b0-11ea-86ac-0242ac130005,36,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
364d80f4-adb7-42fd-a1e1-e2a95eef1633,54b9e36a-63ca-49bb-81cb-2d2f70a876a3,3aa59732-e7ec-11e9-b125-0242ac130002,50,"dāci apā (conical veneer brick),mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
93c15bfa-c47c-4a0a-a861-9ae18e7aa811,e0bdda10-3702-4929-b47a-226a3e2c003a,3b68c5ca-e64a-11e9-b125-0242ac130002,150,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b549736b-368c-471f-9c18-5f0e669f75e7,e81614a6-3530-42df-a6a9-6567a81eebeb,3b731959-de47-4cc6-84e4-e230598019f5,0.0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
92aff837-e127-4624-9135-45fe6095270c,21e8b018-b9b7-45d8-a858-03c30c0b060c,3b9b26f6-2b9a-11ea-b82d-0242ac130002,55,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
602c4b6b-8fdb-4094-ba55-684634746406,e82702ad-8794-4d77-8287-28c85e56ee4c,3bcfd73f-1e8b-41d9-bbc6-148eb8ca7808,60.0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
4b78f4e6-01a0-40b8-a228-7be606ed4289,1a8d1ec5-eb7b-4900-8165-4bceb945c618,3c768352-d08e-11e9-8599-0242ac140006,50,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b4cb9272-8191-4d8d-bd06-e2daa961066d,62ecdb6a-ab22-4207-a37b-d45f9eccef20,3db42996-337a-11ea-b242-0242ac130002,55,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
ac1bfbac-8964-4130-9497-6dbb1d2c701f,3cace300-4afe-43f8-b835-3872dac5b949,3e3f0fd3-fd74-4aab-a216-99cbfeca1bec,25,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
d31314e7-2ab5-4ab8-8f8a-c3cf0106ff71,13e1375c-82fa-463e-97e7-e28609885e53,3e718754-6c00-4947-b32f-da8bb82139a7,55.0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
f2ad11b8-8a6a-4ea4-a409-650bd2d6332c,db9d125b-67d3-4132-98f3-c8eb5f54cf61,3e7d7be6-ea61-11e9-b125-0242ac130002,23,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
96229fdc-9eee-4515-9de5-8d74016a678b,6fa91158-c760-47e6-9919-ad04437a90ec,3e97265e-b2b4-4a68-862a-7c76dee0bacc,65.0,"mā apā (regular fired brick),desi apā (modern brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
adee9d7d-8944-441c-b0f1-de331b2b985b,481d2843-b0e1-41fc-be85-178777cb3bca,3ecd2d50-1b10-11ea-b74e-0242ac130002,23,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
1e454501-f0c3-42c4-af4f-c2dbf6df0f94,6e91022c-2ef4-4984-890a-1669f53db494,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,0.0,,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
951449b8-ceff-4137-be24-547a89140f66,476029ce-8d02-443c-a197-6e7e9cc02a85,3f87ad30-e5d0-11e9-8bc4-0242ac130002,35,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
afcd8dbf-f952-40b5-a291-68fd96cc4240,6a7e94f2-aa50-4d9a-9964-21ddf95292c2,3f88581e-e811-11e9-b125-0242ac130002,50,"dāci apā (conical veneer brick),mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
21e260a8-effa-4d24-bf52-21171eb75bd6,2370f2ba-ef5e-4811-a065-b24fb03214b5,409cfb82-e6c3-11e9-b125-0242ac130002,115.0,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
3b1651f5-1fe2-48bc-a8be-e2a66743ae44,574418b1-c595-4aba-b688-aac65cf506de,40ee8e4c-e836-11e9-b125-0242ac130002,40,"dāci apā (conical veneer brick),desi apā (modern brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
3160902a-5d84-4d8e-8888-7fc15b6a0687,f5c51cac-2d71-43b2-9b66-91be71418db5,415635af-c1ba-4b28-ba37-3e3697ce2c98,55.0,"mā apā (regular fired brick),desi apā (modern brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
a56e7aea-6b54-43b2-9177-9fb2aa5ba8d9,5468688c-19d3-4153-89ba-86f1654b9513,4165aff8-eb2f-11e9-b125-0242ac130002,50,"desi apā (modern brick),mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
0c8bf736-a69e-4572-9d03-9a53d4670332,e7df0429-c40c-4472-bed6-a420feac3603,43291104-1bbd-11ea-b9b1-0242ac130002,45.0,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
3e2ed9b3-e200-4c01-886c-71879fd79d15,76a3ea38-335d-4d11-a97c-ebc6c101cdb3,4353fc98-6838-406b-ba3a-4872c4d03bb0,50.0,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
5d2be3a6-88db-41c1-9b0c-93651cbad2e5,426ea69b-d5ce-4bb1-936e-cf5f67a401a9,43a6124a-0a4b-4f1c-a3b6-f68fcb0e4dc0,35.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
afc814ec-7043-48b6-aa19-87c19fec0240,d3ed7f49-8922-4177-8e5d-3dcbb8d49141,4405bb30-4704-432a-9f61-2a7c8912321a,43.0,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
c610c2a3-9491-48d6-bc63-7fa5d1c9b9e8,9b17b0e4-22da-44fc-b0c3-d3c1740f081f,440d970c-ea5d-11e9-b125-0242ac130002,,"mā apā (regular fired brick),desi apā (modern brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
49837e0a-fba6-4bde-a985-4b80e181c8c5,a2ec82b8-0575-46f1-a98f-35ab3c3faeea,443544db-8f01-4d16-8f90-1de79f599e98,52.0,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
9a5ff226-9662-4597-925b-f0c5f9b00ec3,83e66bb7-4408-45bc-a075-f0aa00f7f014,44609e5a-ee3d-11e9-8649-0242ac130002,54,"mā apā (regular fired brick),desi apā (modern brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
bc393832-ee26-4899-8d79-cc67b6a98726,24a0c82f-4fbb-4750-9198-7ce84370b2e5,45b07460-1787-11ea-b9b1-0242ac130002,23.0,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
6c46e2c0-65c6-401b-8c47-1c7cb7f473a5,7e1eb6ca-1c0a-4075-b49d-a66471364269,460bec90-ea60-11e9-b125-0242ac130002,50,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
13edbb78-689f-4ac8-ab23-65dda04f5592,2a2c435d-6776-4a78-9eb5-e9cf9db1cffa,479763c6-e90e-11e9-b125-0242ac130002,47,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
8c6ac516-7ac0-43f5-924d-a66e8791a821,8b1d3f28-7952-4ebd-99e6-33a21b1109ab,489cc406-57c1-11ea-b4c2-0242ac130006,60,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
95bbb10b-2778-44af-b27f-40b4351c0d86,ee1dec89-7acb-4136-b951-2f504865d575,48fbbcba-9da1-11ea-82af-0242ac130005,60.0,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
797f07ca-5b44-4d5e-b315-75d0bfbff10f,a669a0d5-2260-4346-997c-e1c9531335fb,493f8e80-fba9-11e9-a3c8-0242ac130002,55,"desi apā (modern brick),mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
2cda2f51-fc08-4ab6-9a9b-84621b35b939,25047a62-6e28-4158-9bad-e8ac3879d934,49e99160-f60d-11e9-8649-0242ac130002,,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
c3fcb90e-e157-4926-b81a-954481c6017a,72e1d86b-046a-4f4b-981c-df6cadaf8778,4a025a42-e6ea-11e9-b125-0242ac130002,42.0,,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
e7f368f0-dac2-49c9-92b8-956aa8dd9bca,ea0ed390-0fb9-4b8e-9a02-1b3f95fef866,4a028b6c-f954-11e9-8649-0242ac130002,60,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
1c5658f9-5874-48ed-9fae-cc8b688d6ff2,0efeea43-0f07-4391-9029-5e94a4ebfd51,4a2c6259-e814-432e-a59c-99eb9d750007,23.0,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
2b6daa3f-bda6-4773-8ac6-296ae5884cc4,46bcf86b-0a6d-4548-8dc1-2a68b2e707c8,4a305bd6-5eb8-11ea-b4c2-0242ac130006,36,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
9e354fde-45a9-4714-ab02-763acbdd5911,7a3c0af7-d8f6-4ccd-92d7-5c018399584c,4a48d563-85d1-4e51-8f78-2254393f85e2,55.0,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
199aacff-4d1d-4a09-9e5b-1f1c1586252c,f27355dd-833d-42e7-8c0c-2e85cc94887e,4a6c25be-af79-11ea-8ae7-0242ac130005,0.0,,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
fdd31861-e58e-455a-87a2-3dc40936d2d4,626d74f6-c344-42d0-8e48-e5470cb13dbc,4b3adb40-7726-4977-b911-1710edbfa41f,55.0,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
ef6a6911-1ad0-46ab-9725-e48d5015ecca,8a001c20-d41a-4fef-8d52-8fee65df7eaa,4c31625e-ea78-11e9-8bc4-0242ac130002,65,"dāci apā (conical veneer brick),mā apā (regular fired brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
18884c17-a71d-4393-aedf-9e6dbc1b24df,2893f4ea-f2ea-4bbb-b3e7-a07e69813acc,4db3bfb2-eefd-11e9-8bc4-0242ac130002,35.0,desi apā (modern brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
44e6f3f5-11c2-4809-a780-ccb06535619d,f2f66959-92e4-4bee-a4fe-fe9f7e23c9ce,4db72ccc-e6c6-11e9-b125-0242ac130002,45,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b7af5969-a1ed-4da5-a409-982872b94fcf,6c32efba-c26a-43cb-986e-2b8e373b3bea,4dc008cc-64c1-42da-9518-9646c65ab630,23,stone,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
080bfe04-c7ec-40a9-8865-b636fe8098e9,2ce86e98-318a-4b97-a48d-ac26cc46691d,4df05f74-e5e0-11e9-b125-0242ac130002,40,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
5ebfa1f1-fb55-4bba-9aff-9b6535578802,481cee75-6f3f-438c-83b0-b92ee319670f,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,60,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
a3f48e27-ae9b-4551-8f7a-0e768e186880,ca3a02a6-496a-4a20-8042-a0ae414cc8ea,4ea9bf18-4293-11ea-a19a-0242ac130006,0.0,,0,,32f24cba-9eea-11e9-8cbd-0242ac120006
17b8fe5f-c5d3-429b-a4ca-96d2191f9959,ea964393-5f46-4579-ab28-95ffb915ba95,4ed2374c-e846-11e9-8bc4-0242ac130002,40,"dāci apā (conical veneer brick),desi apā (modern brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
3bd14ffa-8601-48fb-a970-edc71556f928,0687107d-979e-47cd-bf4c-78890b9fdc78,4eeb757c-5fc4-11ea-8083-0242ac130006,60,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
33f5a5aa-3b0f-4f8b-9186-4d0895c038ae,c5173511-198e-40a9-9919-b88dfe014b95,4f116514-0102-11ea-8f3c-0242ac130002,62,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b2e986ad-f32b-48dd-ad01-2587ba85cc6c,4b0efced-0cc6-43f6-83a0-7f87e2e348c0,503085f6-076f-11ea-8a1c-0242ac130002,18,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
b58030f8-5d21-43d3-80cc-cf013063eecf,23d42070-8734-4d7d-b266-95b7ad18b023,50e6b167-1959-4ce9-a9d4-1800e7273a52,62.0,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
0ed57be1-6f0f-46f3-bafe-c32cbdb18f4e,25c7d17c-98ec-41b0-a5a5-7d8fc29208fb,50e8eedc-eb42-11e9-8bc4-0242ac130002,35,mā apā (regular fired brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
61616bc8-ac2a-46de-a6da-9d3406507d10,a98bb8e9-9e05-419d-a1ed-abe064dc7cf1,5277a9d6-2f86-11ea-b242-0242ac130002,52,dāci apā (conical veneer brick),0,,32f24cba-9eea-11e9-8cbd-0242ac120006
ccfefe6e-6936-4e51-bdbf-5b2172b1b6ed,b7910962-c2b2-43dc-b08e-5790b82324e2,54346f5f-5ad8-4ab5-887c-c983ea617de2,57.0,"mā apā (regular fired brick),dāci apā (conical veneer brick)",0,,32f24cba-9eea-11e9-8cbd-0242ac120006
