tileid,parenttile_id,resourceinstance_id,Identification Number,Identifier Type,sortorder,provisionaledits,nodegroup_id
d6c94b85-82b8-4d1e-9e9a-bfb29ef6dc30,None,2fa110b8-e90a-11e9-8bc4-0242ac130002,LAL0940,,0,,28294108-9323-11e9-bf23-0242ac120006
18510ca8-f0de-4455-9d9f-027cacda5568,None,2fa561e9-6f62-4663-bae9-fdaeb0aee1a1,LAL4216,,0,,28294108-9323-11e9-bf23-0242ac120006
d4d75910-d30f-4396-a42b-58ffb03812a1,None,2fe39e54-d189-4403-a7cb-0835b63e4387,LAL2460,,0,,28294108-9323-11e9-bf23-0242ac120006
36b40318-7c96-4c20-a33d-9ea7941ea422,None,2fe39e54-d189-4403-a7cb-0835b63e4387,P-246,,0,,28294108-9323-11e9-bf23-0242ac120006
32fa7e31-3d9c-4b6c-8e13-896ab3774a88,None,2fea6eaa-1b5f-43ca-96fd-9baad7fce137,KIR0043,,0,,28294108-9323-11e9-bf23-0242ac120006
92b5f908-9468-4c83-94f2-d65689162403,None,304bed70-ec0d-11e9-b125-0242ac130002,LAL4162,,0,,28294108-9323-11e9-bf23-0242ac120006
c61794b1-b5a3-4e0e-a9c6-4b72c86237fd,None,306b0be4-434f-11ea-b44d-0242ac130006,SUN4220,,0,,28294108-9323-11e9-bf23-0242ac120006
1263afc2-2ba8-46c8-b206-c0d530ffa965,None,3082c42c-e76b-11e9-b125-0242ac130002,LAL2720,,0,,28294108-9323-11e9-bf23-0242ac120006
844fc691-fd19-4576-899b-120a4b0b6763,None,30972753-7928-4d07-b965-b0f91dca9b7d,KIR0049,,0,,28294108-9323-11e9-bf23-0242ac120006
736e4901-689b-48a6-9d4e-ed8678bf2b1e,None,309c85aa-e8ed-11e9-b125-0242ac130002,LAL1620,,0,,28294108-9323-11e9-bf23-0242ac120006
66140864-58e5-42ba-b6d0-9730a48da0b7,None,30a307d0-2282-11ea-b9b1-0242ac130002,BUN0022,,0,,28294108-9323-11e9-bf23-0242ac120006
f3ebcab1-2ea6-4aa2-90af-8465d6e32f89,None,30f7f2bd-65d8-4a37-a619-5d73cd66c4d5,KAT0980,,0,,28294108-9323-11e9-bf23-0242ac120006
1c0986bc-6686-44fb-ad11-41b301fd495c,None,3167408a-4c14-11ea-91df-0242ac130006,BUN4009,,0,,28294108-9323-11e9-bf23-0242ac120006
8e681810-0542-4346-911f-718327405ac0,None,321aa815-750d-4468-9903-b3ae79e07793,LAL2030,,0,,28294108-9323-11e9-bf23-0242ac120006
42c9d368-fa88-4eda-9d35-f31953aa5b60,None,3331db72-539f-11ea-b4c2-0242ac130006,LAL1801,,0,,28294108-9323-11e9-bf23-0242ac120006
07559726-0c13-4f1c-989d-6caf5c6bc099,None,33706bde-e4e7-11e9-b125-0242ac130002,LAL4206,,0,,28294108-9323-11e9-bf23-0242ac120006
7cfbebdb-9e30-4711-bd14-7edb90ddb711,None,33776afc-ea72-11e9-b125-0242ac130002,LAL4014,,0,,28294108-9323-11e9-bf23-0242ac120006
30fa7086-4d96-4749-947b-2f001c341fc1,None,337c6d44-c619-4816-b823-c10f18d802b4,BKT0050,,0,,28294108-9323-11e9-bf23-0242ac120006
70d062fc-6ccf-4354-b41c-29153bc81761,None,33d9ec0a-e733-11e9-8bc4-0242ac130002,LAL0950,,0,,28294108-9323-11e9-bf23-0242ac120006
44d433fc-01c6-43dc-8383-13601c4f1890,None,3440946e-e936-11e9-b125-0242ac130002,LAL1320,,0,,28294108-9323-11e9-bf23-0242ac120006
ab9e614d-6df0-4dbd-89c8-80a600509ab5,None,34d6f310-e5e3-11e9-8bc4-0242ac130002,LAL1190,,0,,28294108-9323-11e9-bf23-0242ac120006
2bfa6996-701f-4e33-ba9a-fb968d18107f,None,3570c001-88bd-42d7-aa26-47c6f09f5a6b,LAL4314,,0,,28294108-9323-11e9-bf23-0242ac120006
096d1d77-7a05-4125-bad4-a806de1c72c5,None,358d5c28-12c4-477a-b2a5-3be3164b7657,SOL0030,,0,,28294108-9323-11e9-bf23-0242ac120006
77b58135-4b11-4d0f-b3fb-7d13895fd048,None,362d533e-e8f0-11e9-b125-0242ac130002,LAL2090 ,,0,,28294108-9323-11e9-bf23-0242ac120006
8f2feb72-5b9e-4c9b-9fea-a014ca6e75ff,None,3655168d-4513-4bba-956d-69d76e83f0aa,LAL4316,,0,,28294108-9323-11e9-bf23-0242ac120006
3a077ec6-3274-4704-8657-66476541ca29,None,36638422-afa6-11ea-9766-0242ac130005,LAL4042,,0,,28294108-9323-11e9-bf23-0242ac120006
fec4ede3-76a9-4218-9094-15c7f0d1ed1e,None,3668d45a-f899-11e9-8649-0242ac130002,SUN0050,,0,,28294108-9323-11e9-bf23-0242ac120006
863e62f1-8308-495a-9b65-a76cf300eac9,None,37438b5c-d78a-11e9-beea-0242ac140006,LAL4107,DANAM,0,,28294108-9323-11e9-bf23-0242ac120006
a40c480d-efd7-4372-8af2-6660bb83d2b9,None,378c13d0-d632-11e9-a1bd-0242ac140006,LAL1230,,0,,28294108-9323-11e9-bf23-0242ac120006
2b10e2a6-7a7a-43e7-9666-db8ff3b110b9,None,380e2e0e-e8ef-11e9-8bc4-0242ac130002,LAL4149,,0,,28294108-9323-11e9-bf23-0242ac120006
65c6558d-15e8-4818-bf67-0bdbff4dec64,None,38e62b02-e759-11e9-8bc4-0242ac130002,LAL2050,,0,,28294108-9323-11e9-bf23-0242ac120006
a964d628-aabe-4aa0-8831-0877c22f4696,None,39bb2040-e9fd-11e9-8bc4-0242ac130002,LAL1260,,0,,28294108-9323-11e9-bf23-0242ac120006
6c89c0d9-aea7-4491-b544-4ce91a6f33f8,None,39beb848-fc76-43de-bdad-12ea8914001b,LAL1530,,0,,28294108-9323-11e9-bf23-0242ac120006
16aea890-9f4e-4be4-aac8-74cab2535e77,None,39beb848-fc76-43de-bdad-12ea8914001b,P-153,,0,,28294108-9323-11e9-bf23-0242ac120006
01294a85-7e37-45c1-b865-407d47238438,None,3a3599d5-5f94-476d-a80f-4f2d3bb9bf9c,BTD0020,,0,,28294108-9323-11e9-bf23-0242ac120006
9e442084-df70-4ad0-a013-6abbc9b74f2a,None,3a781560-86b0-11ea-86ac-0242ac130005,LAL4205,,0,,28294108-9323-11e9-bf23-0242ac120006
116d9355-a803-4d78-9c65-236379354ad0,None,3aa59732-e7ec-11e9-b125-0242ac130002,LAL0830,,0,,28294108-9323-11e9-bf23-0242ac120006
7d9b69ff-6238-48a8-a9c4-158ed4c9ca2a,None,3b68c5ca-e64a-11e9-b125-0242ac130002,LAL1380,,0,,28294108-9323-11e9-bf23-0242ac120006
c4a5d0b5-ce9f-4e8a-9720-4077401995a3,None,3b731959-de47-4cc6-84e4-e230598019f5,ll BAL0005 ll,,0,,28294108-9323-11e9-bf23-0242ac120006
85458b0a-3a05-4e6d-923b-be89492520b7,None,3b9b26f6-2b9a-11ea-b82d-0242ac130002,LAL4119,,0,,28294108-9323-11e9-bf23-0242ac120006
4085ebeb-8d5a-4fab-a911-2cc9ea13d325,None,3bcfd73f-1e8b-41d9-bbc6-148eb8ca7808,JUM0390,,0,,28294108-9323-11e9-bf23-0242ac120006
29aaa5d1-46cb-4196-afaa-8aa77160da0d,None,3c768352-d08e-11e9-8599-0242ac140006,LAL2670,DANAM,0,,28294108-9323-11e9-bf23-0242ac120006
d02f9f82-9d2b-4d21-a295-7852d3b39e90,None,3ceea016-9d6c-11ea-9766-0242ac130005,LAL4211,,0,,28294108-9323-11e9-bf23-0242ac120006
18b8f747-a491-442d-9c79-74bd3790c33c,None,3db42996-337a-11ea-b242-0242ac130002,LAL0279,,0,,28294108-9323-11e9-bf23-0242ac120006
5cc885bb-a584-48f0-92ad-07d532198273,None,3dbcf8b8-cf5c-44e4-8ac8-4460069bdbbf,DLK0020,,0,,28294108-9323-11e9-bf23-0242ac120006
844f8dd7-53d8-44e5-ac72-b34ab8127c8b,None,3e3f0fd3-fd74-4aab-a216-99cbfeca1bec,DLK0290,,0,,28294108-9323-11e9-bf23-0242ac120006
eedf0ce4-907a-4e47-9998-30783ad024a8,None,3e718754-6c00-4947-b32f-da8bb82139a7,LAL1850,,0,,28294108-9323-11e9-bf23-0242ac120006
f90f3e49-f7aa-41d5-b2da-f3cd9fddc0ee,None,3e7d7be6-ea61-11e9-b125-0242ac130002,LAL4153,,0,,28294108-9323-11e9-bf23-0242ac120006
be3da58a-30a1-401a-9848-3658f5758444,None,3e97265e-b2b4-4a68-862a-7c76dee0bacc,BKT0160,,0,,28294108-9323-11e9-bf23-0242ac120006
ab5bd668-ba44-4b1b-901e-edc0a6a18450,None,3ecd2d50-1b10-11ea-b74e-0242ac130002,SUN4225,,0,,28294108-9323-11e9-bf23-0242ac120006
6f6de02b-0c19-4bed-8f3e-5aaefa2976d3,None,3ed3eb32-4e39-4092-b6fd-f3fda0ca5c19,LAL0860,,0,,28294108-9323-11e9-bf23-0242ac120006
aff7acc3-9af8-428d-8b77-2a9dd23f20ab,None,3f87ad30-e5d0-11e9-8bc4-0242ac130002,LAL4151,,0,,28294108-9323-11e9-bf23-0242ac120006
f156f6d5-53a1-486b-b20b-68f201707581,None,3f88581e-e811-11e9-b125-0242ac130002,LAL4301,,0,,28294108-9323-11e9-bf23-0242ac120006
303e4ac9-be87-4dea-bdfe-fe764c2a25e6,None,3fe5a41a-f7d9-11e9-a3c8-0242ac130002,SUN0040,,0,,28294108-9323-11e9-bf23-0242ac120006
3d66bd61-f5df-499d-be8e-0a24708b6300,None,409cfb82-e6c3-11e9-b125-0242ac130002,LAL1372,,0,,28294108-9323-11e9-bf23-0242ac120006
e7196f90-4c25-4924-b4c3-7b3142a92c6c,None,40ee8e4c-e836-11e9-b125-0242ac130002,LAL0180,,0,,28294108-9323-11e9-bf23-0242ac120006
12bfd383-d5dd-4e33-a603-17bab61ed4ab,None,415635af-c1ba-4b28-ba37-3e3697ce2c98,LAL1440,,0,,28294108-9323-11e9-bf23-0242ac120006
b0e5c580-0dd5-4e31-a228-b285f00c3b0d,None,4165aff8-eb2f-11e9-b125-0242ac130002,LAL0770,,0,,28294108-9323-11e9-bf23-0242ac120006
8b429cd5-0dc6-49f7-983f-51319600ea46,None,43291104-1bbd-11ea-b9b1-0242ac130002,LAL4101,,0,,28294108-9323-11e9-bf23-0242ac120006
7d05b3df-2656-4ea4-80ef-6c8765c244ce,None,4353fc98-6838-406b-ba3a-4872c4d03bb0,LAL2800,,0,,28294108-9323-11e9-bf23-0242ac120006
2b04b585-a85e-464c-995c-7bd96580a8a8,None,43a6124a-0a4b-4f1c-a3b6-f68fcb0e4dc0,LAL1170 ,,0,,28294108-9323-11e9-bf23-0242ac120006
db5370b6-a333-471a-b866-abbc53baf858,None,4405bb30-4704-432a-9f61-2a7c8912321a,KIR0010,,0,,28294108-9323-11e9-bf23-0242ac120006
e255be6f-57be-4dbd-a04c-99c11a041303,None,440d970c-ea5d-11e9-b125-0242ac130002,LAL0220,,0,,28294108-9323-11e9-bf23-0242ac120006
76b86df9-db25-4c60-bf9b-aa42d35d9c7d,None,443544db-8f01-4d16-8f90-1de79f599e98,LAL2010,,0,,28294108-9323-11e9-bf23-0242ac120006
aa29aec1-fc80-4b5b-a4c3-c88d5a40eaae,None,44609e5a-ee3d-11e9-8649-0242ac130002,BUN0024,,0,,28294108-9323-11e9-bf23-0242ac120006
525f8b8b-07a0-4234-9d05-506d8c09f0e6,None,45394990-d06e-11e9-8599-0242ac140006,LAL1363,DANAM,0,,28294108-9323-11e9-bf23-0242ac120006
d91464f7-b131-4b19-b15b-4fed53b1a6ac,None,45b07460-1787-11ea-b9b1-0242ac130002,BUN0025,,0,,28294108-9323-11e9-bf23-0242ac120006
2cd577bf-14b4-49a3-87b9-3ca166019a2f,None,460bec90-ea60-11e9-b125-0242ac130002,LAL1970,,0,,28294108-9323-11e9-bf23-0242ac120006
25729688-3d82-4454-83b4-dc0ac8c912da,None,468fb683-8654-424a-9005-731f310bed0f,LAL1860,,0,,28294108-9323-11e9-bf23-0242ac120006
31f6aec9-889e-4cd7-9055-89c1a10079fe,None,479763c6-e90e-11e9-b125-0242ac130002,LAL4143,,0,,28294108-9323-11e9-bf23-0242ac120006
f4ec1954-b458-483e-9e3c-43494a93e189,None,489cc406-57c1-11ea-b4c2-0242ac130006,LAL0040,,0,,28294108-9323-11e9-bf23-0242ac120006
49facaa3-d22b-4c9d-bfcc-fc5d4ff4c8f7,None,48fbbcba-9da1-11ea-82af-0242ac130005,CHO0100,,0,,28294108-9323-11e9-bf23-0242ac120006
41bed40e-62d5-41ad-85a4-d8b3d6472306,None,493f8e80-fba9-11e9-a3c8-0242ac130002,LAL2440,,0,,28294108-9323-11e9-bf23-0242ac120006
4d9263a5-1194-49a8-b3f4-5fc01a5f5852,None,49e99160-f60d-11e9-8649-0242ac130002,LAL0157,,0,,28294108-9323-11e9-bf23-0242ac120006
bf5bb973-545b-487f-aee3-012caae7ceba,None,4a025a42-e6ea-11e9-b125-0242ac130002,LAL2300,,0,,28294108-9323-11e9-bf23-0242ac120006
07605b4f-7f56-4a16-91e1-9c744bb3fc24,None,4a028b6c-f954-11e9-8649-0242ac130002,LAL0450,,0,,28294108-9323-11e9-bf23-0242ac120006
588df866-5efb-43f6-b66a-aea28b1693b2,None,4a2c6259-e814-432e-a59c-99eb9d750007,KAT0200 ,,0,,28294108-9323-11e9-bf23-0242ac120006
e6c12d81-a7e7-46e5-9aa9-72b31a09e4fa,None,4a305bd6-5eb8-11ea-b4c2-0242ac130006,LAL4165,,0,,28294108-9323-11e9-bf23-0242ac120006
5275b7fc-77a2-484a-abec-1e2dcfd6a608,None,4a48d563-85d1-4e51-8f78-2254393f85e2,KIR0050,,0,,28294108-9323-11e9-bf23-0242ac120006
56979b22-22a3-4aa5-8b7d-eee4c13cf438,None,4a6c25be-af79-11ea-8ae7-0242ac130005,LAL0821,,0,,28294108-9323-11e9-bf23-0242ac120006
9d0fb1a7-95b5-48a8-bc6e-6c4edbd5f3e2,None,4abcfc57-87bc-46d0-9338-add4863dbf46,LAL4048,,0,,28294108-9323-11e9-bf23-0242ac120006
37ca9203-ab91-49d0-9623-86ffffe1d3c7,None,4b3adb40-7726-4977-b911-1710edbfa41f,LAL1830,,0,,28294108-9323-11e9-bf23-0242ac120006
d9c18398-e919-489c-900f-0afedb7f90f5,None,4b3adb40-7726-4977-b911-1710edbfa41f,P-183,,0,,28294108-9323-11e9-bf23-0242ac120006
b81864db-f294-4911-bbbf-af6991b89b28,None,4c31625e-ea78-11e9-8bc4-0242ac130002,LAL1220,,0,,28294108-9323-11e9-bf23-0242ac120006
d43f5176-9814-42c3-90a6-4576d93486e5,None,4db3bfb2-eefd-11e9-8bc4-0242ac130002,BUN4004,,0,,28294108-9323-11e9-bf23-0242ac120006
da38b2e4-0cf5-4e9a-974d-2d24149e030e,None,4db72ccc-e6c6-11e9-b125-0242ac130002,LAL1650,,0,,28294108-9323-11e9-bf23-0242ac120006
6ecc2c8f-5d57-48f3-9baf-f4283c6f9b52,None,4dc008cc-64c1-42da-9518-9646c65ab630,DLK0280,,0,,28294108-9323-11e9-bf23-0242ac120006
95be7cfb-d5b7-42f5-9a93-a331a5b266bb,None,4df05f74-e5e0-11e9-b125-0242ac130002,LAL4185,,0,,28294108-9323-11e9-bf23-0242ac120006
ed3a78b4-b24c-4de4-840c-72067354823f,None,4e0709f7-c313-4a8c-ae18-d3ca0d994713,MUG0150,,0,,28294108-9323-11e9-bf23-0242ac120006
39358b41-7460-4ac8-8395-e9e692f535ca,None,4e76f5c4-ebf4-11e9-8bc4-0242ac130002,LAL0960,,0,,28294108-9323-11e9-bf23-0242ac120006
eaccc590-e898-4a2e-8372-6eb56e34f6b8,None,4ea9bf18-4293-11ea-a19a-0242ac130006,BUN0010,,0,,28294108-9323-11e9-bf23-0242ac120006
eba4aa33-caa7-403f-a36e-ac2eef98515f,None,4ed2374c-e846-11e9-8bc4-0242ac130002,LAL1770,,0,,28294108-9323-11e9-bf23-0242ac120006
9d66b665-9269-4659-9723-d8f87baeb06d,None,4eeb757c-5fc4-11ea-8083-0242ac130006,LAL0170,,0,,28294108-9323-11e9-bf23-0242ac120006
3339d644-cd25-4c1e-8758-fe9809e2cd38,None,4f116514-0102-11ea-8f3c-0242ac130002,SUN0100,,0,,28294108-9323-11e9-bf23-0242ac120006
95a49c4c-5983-4d99-ada4-e6f009a9065f,None,4fbe0748-3653-4e38-a86d-1627db252297,DLK0310,,0,,28294108-9323-11e9-bf23-0242ac120006
59df7a6f-0b60-4ed2-95ba-4596217dbc46,None,503085f6-076f-11ea-8a1c-0242ac130002,SUN0250,,0,,28294108-9323-11e9-bf23-0242ac120006
8d14a9b8-4510-45a2-9177-deae3af5d3d8,None,50e6b167-1959-4ce9-a9d4-1800e7273a52,KIR0012,,0,,28294108-9323-11e9-bf23-0242ac120006
c7f08484-d5c8-4a95-a90e-d65bc86b8974,None,50e8eedc-eb42-11e9-8bc4-0242ac130002,LAL4093,,0,,28294108-9323-11e9-bf23-0242ac120006
725d56e9-0f3d-4af3-9f46-7df12e09aa1c,None,51d9d5da-4ceb-11ea-8083-0242ac130006,LAL0580,,0,,28294108-9323-11e9-bf23-0242ac120006
df56c7af-c8e8-491e-923a-e4c365004a4f,None,5277a9d6-2f86-11ea-b242-0242ac130002,BUN0005,,0,,28294108-9323-11e9-bf23-0242ac120006
9d7ce662-7cb3-45d0-86c8-1e516a3a8858,None,54346f5f-5ad8-4ab5-887c-c983ea617de2,LAL2130,,0,,28294108-9323-11e9-bf23-0242ac120006
65b47fe1-7390-4267-bab7-af85437980df,None,55133c56-e68d-11e9-b125-0242ac130002,LAL4224 ,,0,,28294108-9323-11e9-bf23-0242ac120006
8c01cfb5-bbc0-4ad5-ad1c-71e11b32edaf,None,553b9314-e687-11e9-8bc4-0242ac130002,LAL0750,,0,,28294108-9323-11e9-bf23-0242ac120006
0af6338f-51d2-4506-ad17-9ec3bd0a5e2c,None,55519f42-0202-11ea-a389-0242ac130002,SUN4050,,0,,28294108-9323-11e9-bf23-0242ac120006
27e2bef2-8c4c-4ec3-9a0e-3c4be577f975,None,5553af61-8bca-4f14-baa9-a077e67f701d,LAL1800,,0,,28294108-9323-11e9-bf23-0242ac120006
21ea8778-5597-4996-b5fb-6aa4467a22e3,None,5576adf8-9a84-11ea-9766-0242ac130005,LAL4040,,0,,28294108-9323-11e9-bf23-0242ac120006
b5e3f995-6d6a-4c74-b397-6f71d95f828e,None,557a604c-e6a7-11e9-8bc4-0242ac130002,LAL1680,,0,,28294108-9323-11e9-bf23-0242ac120006
7bd29fea-5026-4297-9f8d-33d0dad9380f,None,55be585c-411d-48dd-be74-5cd78f2723e1,KIR0067,,0,,28294108-9323-11e9-bf23-0242ac120006
68e4a997-69cf-41da-9b5c-851836d99b68,None,55bee51e-01f5-11ea-a389-0242ac130002,SUN4070,,0,,28294108-9323-11e9-bf23-0242ac120006
9b67a92e-73e9-4e0e-bf32-d674c2a19615,None,55ebd8ba-e343-11e9-8bc4-0242ac130002,LAL0360,,0,,28294108-9323-11e9-bf23-0242ac120006
b4a4db9e-3ecf-4174-aed2-87a133fca3f3,None,55ef0210-dfa6-11e9-81a8-0242ac140006,LAL4001,,0,,28294108-9323-11e9-bf23-0242ac120006
a4114104-058f-4e3f-a86a-211cc6ee225a,None,56588bbe-f0bc-11e9-a3c8-0242ac130002,SUN0102,,0,,28294108-9323-11e9-bf23-0242ac120006
36a31ee3-4936-4b4c-8285-73ddd15533f0,None,56a5632a-c2df-41f2-8fbb-2d82330d9c76,DLK0010,,0,,28294108-9323-11e9-bf23-0242ac120006
65e7648a-8886-4509-815c-cfe790397634,None,56fa3190-ea8a-11e9-8bc4-0242ac130002,LAL4157,,0,,28294108-9323-11e9-bf23-0242ac120006
d814daf9-e524-4cec-aa8a-9b02da1e4492,None,574c588e-e7ed-11e9-b125-0242ac130002,LAL2290,,0,,28294108-9323-11e9-bf23-0242ac120006
05c19ed0-d299-4e4c-9bb1-09febd63a3ea,None,57688e06-ca3c-11e9-b993-0242ac140002,LAL1990,DANAM,0,,28294108-9323-11e9-bf23-0242ac120006
10062add-0a19-4acb-a377-204453dc95e9,None,580324c0-5212-4b6e-83be-eab695af708f,KAT2570,,0,,28294108-9323-11e9-bf23-0242ac120006
b24d9b57-cc53-4785-a52b-75f04677c2a5,None,58201fa0-0b37-4744-af03-0c6aaac21835,BKT0082,,0,,28294108-9323-11e9-bf23-0242ac120006
14953214-d2df-456e-82e5-36f094a81453,None,5864a56c-7d5f-4174-ab70-9b73013c325f,DLK0016,,0,,28294108-9323-11e9-bf23-0242ac120006
77ad0a82-410c-4c7c-9480-a2961f16223c,None,59e912ca-06a7-412a-a9b1-60d5d0fc0a6a,KIR0063,,0,,28294108-9323-11e9-bf23-0242ac120006
cc3bcaca-8dcb-42df-ac03-e96f5b874fba,None,5a2b953a-01f9-11ea-8f3c-0242ac130002,SUN0200,,0,,28294108-9323-11e9-bf23-0242ac120006
2c6013c8-e927-4504-b5c6-66d0e1191275,None,5a3ab8f6-6344-11ea-b4c2-0242ac130006,LAL0730,,0,,28294108-9323-11e9-bf23-0242ac120006
687e7fb2-6cfc-46ed-82ce-758629517992,None,5a9d675d-4ea1-416c-9d12-fe75a690e587,KIR0061,,0,,28294108-9323-11e9-bf23-0242ac120006
27b9de20-11de-437e-afeb-49634e61a060,None,5b4fb39f-ba1c-4a7a-9218-98fba1910a5a,KAT2636,,0,,28294108-9323-11e9-bf23-0242ac120006
9bbf9157-2e50-4268-b4a8-bc1040000fb3,None,5bfb6d40-eb4c-11e9-b125-0242ac130002,KAT2590,,0,,28294108-9323-11e9-bf23-0242ac120006
944ca5a4-3272-428a-bf35-67a13b52951c,None,5c063668-e5f6-11e9-b125-0242ac130002,LAL4125,,0,,28294108-9323-11e9-bf23-0242ac120006
2c092e5e-82d5-43f2-9de0-bacc739fec45,None,5c766eac-e5d2-11e9-b125-0242ac130002,LAL1590,,0,,28294108-9323-11e9-bf23-0242ac120006
c989a62c-93c4-4225-877d-365cf23b5ac0,None,5c944401-65d2-49ed-b361-dbf4e3358629,KAT1181,,0,,28294108-9323-11e9-bf23-0242ac120006
6fb3f0de-9553-4774-a5b0-4264554b8a47,None,5cb98dcd-6658-4b9c-8990-8c2299397aca,LAL2000,,0,,28294108-9323-11e9-bf23-0242ac120006
d084b6e1-c9c8-4354-8f5a-3f530f3384ee,None,5d44f5b8-70f8-11ea-966a-0242ac130006,LAL0841,,0,,28294108-9323-11e9-bf23-0242ac120006
e7a30efa-2745-4c48-8455-f9b15e9adcde,None,5d9c1eae-e1c7-43bc-905a-a0816724b854,LAL1050,,0,,28294108-9323-11e9-bf23-0242ac120006
deec52da-04c2-4fb9-8808-4ac61eb24ba1,None,5dfe48f0-eb2d-465c-a5d0-67bb1ae1277a,BAL0007,,0,,28294108-9323-11e9-bf23-0242ac120006
0ac5cb28-e347-4401-bf65-8bcd4df8d0b9,None,5e259143-1a43-49f4-94fd-068766f80876,KIR0021,,0,,28294108-9323-11e9-bf23-0242ac120006
99cb5dbd-51fe-4048-8356-f9b755fd80c1,None,5e94853e-0756-11ea-b2c1-0242ac130002,SUN4010,,0,,28294108-9323-11e9-bf23-0242ac120006
c3bbfda7-222f-4572-bbd1-86de0b372f8a,None,5e9af02d-96f4-42a8-8c91-57d31cd5027b,LAL2410,,0,,28294108-9323-11e9-bf23-0242ac120006
63b874e7-06e2-4d69-b952-5c2e52f4d47a,None,5e9af02d-96f4-42a8-8c91-57d31cd5027b,P-241,,0,,28294108-9323-11e9-bf23-0242ac120006
89deab32-e4bc-4a0f-a326-ab9e0920210a,None,5f0eb57e-e8d0-11e9-8bc4-0242ac130002,LAL0191,,0,,28294108-9323-11e9-bf23-0242ac120006
d1fa28cd-8114-4240-b1e1-6378df89acc8,None,5f10573c-c317-4fef-92ed-b0354eeae8e0,P-270,,0,,28294108-9323-11e9-bf23-0242ac120006
ad4974d1-804b-4af8-b36b-c0babc37e64f,None,5f10573c-c317-4fef-92ed-b0354eeae8e0,LAL2700,,0,,28294108-9323-11e9-bf23-0242ac120006
82ddfce2-9d88-4069-8e3f-86b832faade6,None,5f218d0a-4412-11ea-a19a-0242ac130006,BUN0002,,0,,28294108-9323-11e9-bf23-0242ac120006
8f972490-ec9e-4098-85c4-054ef6b75a96,None,5f27520c-348e-43da-8160-a2e2729a37c7,LAL0842,,0,,28294108-9323-11e9-bf23-0242ac120006
af1d67e9-ff04-4328-82b4-6103d7dabb2a,None,5fa893c6-fbc5-11e9-8649-0242ac130002,LAL4046,,0,,28294108-9323-11e9-bf23-0242ac120006
04356e05-1280-443f-a58b-7beed94b8756,None,5fadd6dc-06b1-11ea-8a1c-0242ac130002,SUN0240,,0,,28294108-9323-11e9-bf23-0242ac120006
bf8034d4-2538-49db-b23d-5773cdf21875,None,5fcb8c96-4297-11ea-a19a-0242ac130006,BUN0012,,0,,28294108-9323-11e9-bf23-0242ac120006
70e443a0-d21d-4bcc-b240-a38a11186794,None,5fd9092c-0569-11ea-b2c1-0242ac130002,BUN0027,,0,,28294108-9323-11e9-bf23-0242ac120006
7fbf659d-f582-43b6-8a77-d5f6ba990ace,None,5ffc298d-bf45-4996-a8c8-4023014d9152,KAT3180,,0,,28294108-9323-11e9-bf23-0242ac120006
a7910905-2fd4-490e-b92a-0764f98eb691,None,600ba6fa-8f77-11ea-bd59-0242ac130005,CHO4100,,0,,28294108-9323-11e9-bf23-0242ac120006
9994b8a8-7452-44f6-b186-ce1630879512,None,60a8a8e0-e4e8-11e9-b125-0242ac130002,LAL4250,,0,,28294108-9323-11e9-bf23-0242ac120006
cf1404d4-76bb-43a1-beb7-fd6d5cc1989b,None,60aa32b2-ea3f-11e9-8bc4-0242ac130002,LAL1960,,0,,28294108-9323-11e9-bf23-0242ac120006
8797ec1e-ee3c-441a-a8cf-a03b37f39ccb,None,618c600d-e494-4d74-b277-e81f773a21f4,KIR0040,,0,,28294108-9323-11e9-bf23-0242ac120006
74b4e745-7c47-47c5-ba07-e40e3ef6d2e1,None,619ad1be-7cb3-4973-a2ce-13e5c7832083,KAT2572,,0,,28294108-9323-11e9-bf23-0242ac120006
fc930b70-ff1f-4c6a-9ce6-83762d2631ff,None,6206f79c-e5dc-11e9-8bc4-0242ac130002,LAL4126,,0,,28294108-9323-11e9-bf23-0242ac120006
e073997d-bbfd-4254-9207-96088a5c8975,None,62332e5e-8c90-484f-8c98-82e018442939,LAL4242,,0,,28294108-9323-11e9-bf23-0242ac120006
fd316012-0774-4ae3-860a-35ca77b81ab6,None,62af421e-8c58-49de-856d-89cf1184ae5f,BKT0009,,0,,28294108-9323-11e9-bf23-0242ac120006
5fe702ca-bbe5-44cc-af0f-562d3255027a,None,63987fea-cd6d-11e9-92b4-0242ac140002,LAL2780,DANAM,0,,28294108-9323-11e9-bf23-0242ac120006
0d5d3da9-64e1-460a-8db0-6881230a32bf,None,6399088a-e68a-11e9-b125-0242ac130002,LAL0932,,0,,28294108-9323-11e9-bf23-0242ac120006
dafd5de8-29be-457d-9809-34542c9aad09,None,63cd4a6e-4a3a-4241-86ff-428121b2a15c,DLK0013,,0,,28294108-9323-11e9-bf23-0242ac120006
071f41cf-3ef5-4f47-81dd-096b11c334d9,None,63d66002-8bc5-48b3-af42-cf40b44b38d1,LAL2680,,0,,28294108-9323-11e9-bf23-0242ac120006
6b1c559e-46cf-46f4-9e38-0813828f6f2a,None,63d69d53-665f-496d-ba83-9b322a3268bc,KAT2240,,0,,28294108-9323-11e9-bf23-0242ac120006
f2352ece-d557-466d-8d9a-5573cb4de279,None,63ee2cfd-8c43-457b-970c-a837cc8f7f11,KIR0059,,0,,28294108-9323-11e9-bf23-0242ac120006
