tileid,parenttile_id,resourceinstance_id,historical construction period, historical pakshya,historical enddate,historical tithi,historical date (BCE/CE) ,historical peculiarities, historicalnepalimonth,historicalgate,historicaleventyear,sortorder,provisionaledits,nodegroup_id
8cb16c69-69b3-457a-8333-8cdfc2fcf3eb,a12dee8c-3e57-49c1-88b4-d730da98d468,09670bee-ec13-11e9-b125-0242ac130002,,Dark fortnight,,3,0000,,Mārgaśīrṣa (Maṅsira),,Illegible,0,,ff597fea-a321-11e9-8e7b-0242ac140004
acc72471-8ed0-4b2e-8811-01cee7da87df,31393834-e6d8-40ec-9c20-eeda4eb6f6e3,09670bee-ec13-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,,1668 CE,,Āṣāḍha (Asāra),,NS 788,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6be58f6d-8728-441f-bad1-ef282eedc60e,a6bb4d90-cc38-41dc-a59b-d259bfc7c1fb,09670bee-ec13-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Dark fortnight,,13,1847 CE,,Bhādra (Bhadau),,NS 967,0,,ff597fea-a321-11e9-8e7b-0242ac140004
9e5d258c-e264-4a76-95ab-73d1114a1ac9,85e998aa-1c33-4f7c-b4fb-9768841da251,09670bee-ec13-11e9-b125-0242ac130002,Shumsher Rana Period (1885-1951),Bright fortnight ,,7,1887 CE,,Phālguna (Phāguna) ,,NS 1007,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0ad64882-1026-43d9-ba4e-08f5a7218eae,a178b7d2-99ea-44ae-8c8d-088f49647c3e,09670bee-ec13-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Dark fortnight,,8,1824 CE,,Āṣāḍha (Asāra),,NS 944,0,,ff597fea-a321-11e9-8e7b-0242ac140004
3b2dff4f-66fc-48f0-a5df-afa62aff16f2,e6e15945-0705-4c19-967b-0615c260cdd6,09670bee-ec13-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,4,1882 CE,,Mārgaśīrṣa (Maṅsira),,NS 1002,0,,ff597fea-a321-11e9-8e7b-0242ac140004
811970c7-8ecf-4060-a76c-2e6429513c40,35830fb4-86ec-44fb-be16-b307f45e2cc0,09670bee-ec13-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,12,1865 CE,,Āśvina (Asoja),,NS 985,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8456f88e-5d6b-433f-828f-b894941ef924,dc21a03f-7e50-479a-a090-fd13d00a8c97,09670bee-ec13-11e9-b125-0242ac130002,Shumsher Rana Period (1885-1951),Gate,,,1935 CE,,Śrāvaṇa (Sāuna),3,VS 1992,0,,ff597fea-a321-11e9-8e7b-0242ac140004
e395c49d-935d-4d50-89d2-40b8b7eb21f8,426f45a7-8a6c-451f-b58b-311296fc0521,09cff614-e084-49eb-9fd7-7e4eb20cd37d,Shumsher Rana Period (1885-1951),,,,0000,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f7c6d68d-8315-4e1c-b7f2-464adeac6306,ed8acd64-6df9-482c-8fbc-d3283b20d6a8,09cff614-e084-49eb-9fd7-7e4eb20cd37d,,,,,2020,,,,"<p>VS 2077&nbsp;</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
35fdb486-546c-46c9-9619-07bb60cfdf78,8f2a5e7a-668f-49aa-8458-ca0ade045924,09cff614-e084-49eb-9fd7-7e4eb20cd37d,,Gate,,,2015,,Vaiśākha (Vaisākha),12,"<p>VS 2072&nbsp;</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6b2eeae4-1743-41aa-8f23-52e78ab957b5,490fae13-ba1b-41b9-8caf-ccb36102a597,0b26d633-56f8-4872-859c-76d7f7c0677d,Late Malla period (1482-1768/69),Dark fortnight,,"7,8",1656,,Caitra (Caita),,"<p>NS 776</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3485d871-d8ac-4818-b77f-0f3338225764,51835b88-44f5-4be4-8760-2868f8bc936f,0b26d633-56f8-4872-859c-76d7f7c0677d,Democratic Period (1990-),,,,2012,,Vaiśākha (Vaisākha),12,"<p>VS 2069</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
87279ffc-a4ed-480f-ade3-7b1d948665a0,d083001c-b95c-4d15-a73e-dddf0b54cd61,0b6871b6-44e1-45f4-9074-005d6e68a28e,Democratic Period (1990-),,,,2012 CE,,,,"<p>VS 2069</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d1a88aee-22d7-4497-b7b8-d89c595405c0,356f00a6-bf83-4423-8b65-46c811542885,0b6871b6-44e1-45f4-9074-005d6e68a28e,Early Shaha Period (17th century-1846),Bright fortnight ,,9,1819 CE,,Mārgaśīrṣa (Maṅsira),,"<p>NS 940</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
6987a3b7-d869-450a-b200-bd2f1f481f45,f2f7f188-a4d2-4a4f-9ba9-61e01c6fd362,0b6871b6-44e1-45f4-9074-005d6e68a28e,Democratic Period (1990-),,,,1998 CE,,,,"<p>VS 2055</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
b2ea91f7-4b03-414c-a01a-9cf92282dc98,f28aa936-bc8e-429a-8bd1-8d1f33e67ccf,0b875a50-e754-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Dark fortnight,,2,1868,,Śrāvaṇa (Sāuna),,NS 988,0,,ff597fea-a321-11e9-8e7b-0242ac140004
40b35dbd-55e6-48a9-8082-9b39fed6dc3d,cae4b0fe-0bb4-439f-9185-89792919bf58,0b875a50-e754-11e9-b125-0242ac130002,Early Rana Period (1846-1885),Bright fortnight ,,10,1868,,Bhādra (Bhadau),,NS 1013,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0971e55f-33f2-4a70-a6fb-ea6047a58679,d26b979f-3bda-4786-addc-9f8201e6c506,0be328fe-020b-11ea-a389-0242ac130002,Democratic Period (1990-),,,,2011,,,,VS 2068,0,,ff597fea-a321-11e9-8e7b-0242ac140004
fe6b8f6e-9ffe-4a29-b7c2-c2913e0b79be,a19e61d4-0e5d-4ea1-8c23-f3d5f3c9d1d9,0c6b269c-e676-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),Unknown ,,,1717 CE,,,,NS 837,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f273ea62-9198-47e8-8e85-19706456f2b2,325f0e53-b673-420c-893f-a9985f7907fc,0c6b269c-e676-11e9-8bc4-0242ac130002,Late Malla period (1482-1768/69),,,,1701,,,,NS 821,0,,ff597fea-a321-11e9-8e7b-0242ac140004
aa674687-788f-4363-95bc-444eee5301d0,17593171-add5-459f-808e-f11240b3f4a0,0cb251ee-3005-42d3-bc37-fe6cfbb30747,Late Malla period (1482-1768/69),Bright fortnight ,,5,1698,"<p>A stone inscription from the late Malla period belongs to this caitya has been kept on the first floor of nearby phalcā. The full text of this inscription has published by <a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/QBIUCGXV/q/vajracarya"" target=""_blank""><strong>D. Vajrācārya</strong></a>&nbsp; &nbsp;(VS 2057, 536-538).</p>
",Jyeṣṭha (Jeṭha),,"<p>NS 818</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
e7664055-6011-47fd-8ab7-911610e5a6a1,f74fdb70-b739-4c96-9ea6-e7e8c23a3353,0cbfabb8-e699-11e9-b125-0242ac130002,Early Shaha Period (17th century-1846),,,,1795,,,,NS 905,0,,ff597fea-a321-11e9-8e7b-0242ac140004
2feb92cb-fd69-4c09-bc24-122d3017d985,3960d70a-40d1-47d3-ae97-be6e20521853,0cbfabb8-e699-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,,1716,,,,NS 836,0,,ff597fea-a321-11e9-8e7b-0242ac140004
5984e0ed-eaae-4b17-8c7b-a0dab5ff47db,f1ed3379-83ef-448d-aa62-6b64503df86b,0cbfabb8-e699-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Dark fortnight,,2,1690,,Jyeṣṭha (Jeṭha),,NS 810,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0edf202c-ded1-46ae-9865-a54707fa20e7,d3262d4a-f7ce-42e8-9e68-ed2c0c2adf86,0cbfabb8-e699-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,,1503,,,,NS 623,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6c021318-de12-45c5-9860-33c2357fce02,07b255bc-bbeb-4943-b887-c11f67a4f54b,0cbfabb8-e699-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),,,,1607,,,, NS 727,0,,ff597fea-a321-11e9-8e7b-0242ac140004
e772622b-3296-4043-a5dd-c70eba8e3db1,8b857ac8-3322-4182-98a3-cfeb632863bc,0cbfabb8-e699-11e9-b125-0242ac130002,Late Malla period (1482-1768/69),Bright fortnight ,,,1708,,Śrāvaṇa (Sāuna),,NS 828,0,,ff597fea-a321-11e9-8e7b-0242ac140004
ac4d8fab-b505-4270-9096-d142c8c31ec8,ad052d5a-eeb5-4128-a697-db7254b9566c,0cbfabb8-e699-11e9-b125-0242ac130002,Shumsher Rana Period (1885-1951),Dark fortnight,,1,1893,,Śrāvaṇa (Sāuna),,NS 1013,0,,ff597fea-a321-11e9-8e7b-0242ac140004
eef5219c-ee58-4ecb-80be-b59a6d1afd7d,01ccbe80-410e-4613-ab6a-84e536719cd5,0cbfabb8-e699-11e9-b125-0242ac130002,Shumsher Rana Period (1885-1951),Dark fortnight,,1,1897,,Śrāvaṇa (Sāuna),,NS 1017,0,,ff597fea-a321-11e9-8e7b-0242ac140004
8c1baad2-e5d8-4eee-b5a4-25d05c3cd10f,dd4c1e6c-523a-4ac7-be5c-0ed695bc67c4,0d3c9626-fa37-11e9-8649-0242ac130002,Late Shaha Period (1951-1990),,,,1970,,,,2027 VS,0,,ff597fea-a321-11e9-8e7b-0242ac140004
aeaebd51-f3f1-4399-8c67-ea44f2458c62,e0891a11-3546-4503-b8aa-b973fcaa3eef,0d6f474f-c0fe-456c-8b09-c85c8f15ed9f,Democratic Period (1990-),Gate,,,2005 CE,,Kārttika (Kārtika),12,"<p>VS 2062</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
486d6e24-6e19-4783-9676-79913f6cf03b,593b7ba9-b2ab-4bed-9215-33c355da48c2,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Late Malla period (1482-1768/69),Bright fortnight ,,Full Moon,1594 CE,,Vaiśākha (Vaisākha),,"<p>NS 714</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
0213876a-5bd2-48bf-b38b-6e085850bb7f,78375d89-30cf-493c-bced-f465f6f1d5dc,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Late Malla period (1482-1768/69),Bright fortnight ,,5,1614 CE,,Vaiśākha (Vaisākha),,"<p>NS 734</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
35479cb2-d268-484b-8c4a-5056d732845e,fd89f926-9fca-423f-8f93-496572202305,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Late Shaha Period (1951-1990),,,,1989 CE,,,,"<p>VS 2046</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
7b6f3b5b-75c9-4b80-8da6-9829599471d8,a4daedc6-d4d5-4ea6-b874-88ed279eac3e,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Late Shaha Period (1951-1990),Bright fortnight ,,2,1961 CE,"<p>अभिलेखमा मिति लेख्दा वैशाख फागुण भनी दुईवटा महिनाको नाम लेखिएको छ ।</p>
",Vaiśākha (Vaisākha),,"<p>NS 1081</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
7be5d128-97d0-4092-b2ce-7e21924ae428,9c38dd97-3034-4f9a-819f-8f014eff8af4,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Late Shaha Period (1951-1990),Bright fortnight ,,3,1959 CE,,Phālguna (Phāguna) ,,"<p>NS 1079</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
0859d439-b14a-4fad-a3d5-b2cc75985bba,884c49e8-255e-4f4d-93b6-6d86318dd807,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Early Malla Period (13th-1482),Bright fortnight ,,10,1382 CE,"<p>पहिले यो शिलापत्र तारा ननिमै राखिएको थियो (<strong><a href=""https://www.zotero.org/groups/2247442/nhdp-bibliography/items/itemKey/5A9SNX3X/q/locke"" target=""_blank"">Locke</a> </strong>1985, 288) । स्थानीयका अनुसार विसं २०४६ (सन् १९८९) मा मन्दिर मर्मत गरी छाना फेर्दा शिलापत्रलाई इतुं बाहा:भित्र सारिएको थियो ।</p>
",Āṣāḍha (Asāra),,"<p>NS 502</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
9b7c7fe8-7bf1-428d-a3a6-db1dcceea495,b91c88e0-8448-496f-a1dd-b20a5c7ca1e3,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Shumsher Rana Period (1885-1951),,,,1949 CE,,,,"<p>NS 1069</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
edf6025a-2ab7-4b6c-9849-89be0c6b5e57,f1f2e7da-b6e1-4950-9206-22d6d30c7dae,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Shumsher Rana Period (1885-1951),,,,1949 CE,,,,"<p>VS 2006</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
475ba802-2288-412f-abd8-b1e1dff8547f,2f5cd93f-4789-4eb2-8045-86b384f0b853,0fb3ffc0-395f-42e9-bece-bba42a1c530b,Late Shaha Period (1951-1990),,,,1955 CE,,Bhādra (Bhadau),18,"<p>VS 2012</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
7656798c-113b-4812-a656-9242b013d92a,f4552509-ad72-4bd9-9383-0bcb33a93659,109ab54a-e9a3-11e9-8bc4-0242ac130002,,,,,0000,,,,Unknown,0,,ff597fea-a321-11e9-8e7b-0242ac140004
60da23de-ba69-4f27-9b35-c36b3531e431,0bc3e6ac-b9bc-42fb-9d57-3b571af8643d,109ab54a-e9a3-11e9-8bc4-0242ac130002,,,,,0000,,,,Unknown,0,,ff597fea-a321-11e9-8e7b-0242ac140004
2ece4901-67bd-4035-be06-bd3aa9e25f19,febca30d-3f00-4416-9688-cb45b9b3869f,109ab54a-e9a3-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,~2003,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0c0bbd63-b2ad-4cbd-9859-679090be4b4f,bfaa58a4-07a0-4a07-a62e-367bcb793972,10afc076-5274-4ad9-9023-94b8c25893aa,Democratic Period (1990-),,,,2007 CE,,,,"<p>NS 1127</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
abe7e721-d439-4f37-80a7-3912d0d4631b,d43ef861-9e5a-4746-a71c-8d94b84c94a0,10afc076-5274-4ad9-9023-94b8c25893aa,Late Shaha Period (1951-1990),,,,1978 CE,,,,"<p>NS 1098</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
359df0fb-6656-4e2f-95ec-a325aec9f3ed,aeeff65e-8e2a-4771-84e4-e24719523fd7,10afc076-5274-4ad9-9023-94b8c25893aa,Shumsher Rana Period (1885-1951),Bright fortnight ,,5,1941 CE,,Caitra (Caita),,"<p>NS 1061</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
c217efd8-92a0-4a3a-99f2-79290a68d3f6,4ceade59-287d-4af8-9ef1-c53b7b4b44be,1165bb2e-eb1e-11e9-8bc4-0242ac130002,,Unknown ,VS 2059,,0000,,,,VS 2002,0,,ff597fea-a321-11e9-8e7b-0242ac140004
3e54a66e-315b-48c2-b40b-243ba43f0c71,aa6b8630-6e48-43d6-8db7-c675f7fa15a9,1165bb2e-eb1e-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),Unknown ,,,2042-2047,,,,    VS 2030-35,0,,ff597fea-a321-11e9-8e7b-0242ac140004
f4466771-9cac-4f1f-983c-b1302a9b576b,383c1e38-1b2f-45f1-8a4d-bf59ff716cc5,1165bb2e-eb1e-11e9-8bc4-0242ac130002,Late Shaha Period (1951-1990),Unknown ,,,0000,,,,    VS 2042-47,0,,ff597fea-a321-11e9-8e7b-0242ac140004
489158e5-0427-4bd9-ab83-e2628d2ddd9e,388e80b3-5b90-43ec-970e-7b0ba62d6ef6,1176053e-eb54-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2007 CE,,,,VS 2063,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0f2eeb67-3f4c-4f4d-874a-15731f08daf9,8aa6d614-ffbf-4bc5-b17f-8cc7c2cb0ed2,12c555ec-ea9c-11e9-8bc4-0242ac130002,Democratic Period (1990-),,,,2014,,,,VS 2071,0,,ff597fea-a321-11e9-8e7b-0242ac140004
92d08a00-06e4-4fcd-99c3-17ebbba34706,3c1cfdbe-d6f4-4cb3-aa84-df819a9843ec,12e25456-4bce-11ea-91df-0242ac130006,Late Malla period (1482-1768/69),Bright fortnight ,,11,1686,,,,NS 806,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0606bbe8-7232-44c1-b792-8007750106f7,cf875b20-8070-4e25-a1ea-7d5cf7717aa3,12e25456-4bce-11ea-91df-0242ac130006,Later Licchavi Period (7th-9th century),Bright fortnight ,,14,1708,,Phālguna (Phāguna) ,,NS 828,0,,ff597fea-a321-11e9-8e7b-0242ac140004
6d6661a5-99a9-4c18-9d09-7fce43b42018,80c34b5c-330a-42fb-9a91-b4cbfc79bc17,12e25456-4bce-11ea-91df-0242ac130006,Late Malla period (1482-1768/69),Dark fortnight,,13,1715,,Māgha,,NS 835,0,,ff597fea-a321-11e9-8e7b-0242ac140004
3ab00bc8-8e93-418d-86b4-df99f52360d3,53603c79-7cb2-4009-984c-6be9892bb7ad,12e25456-4bce-11ea-91df-0242ac130006,Late Malla period (1482-1768/69),Bright fortnight ,,8,1663,,Āśvina (Asoja),,NS 783,0,,ff597fea-a321-11e9-8e7b-0242ac140004
dad9aefd-f0e8-45e7-9bff-1aafd2cf262d,6c5e67e8-925f-4d4a-8f0a-de3427f09487,12e25456-4bce-11ea-91df-0242ac130006,Early Malla Period (13th-1482),,,,1434,,,,NS 554,0,,ff597fea-a321-11e9-8e7b-0242ac140004
3c0a75d1-54d9-4c0e-9739-76bdc3acc5a2,04bce85f-0946-418d-92c5-5a0111dda2f2,12e25456-4bce-11ea-91df-0242ac130006,Early Malla Period (13th-1482),,,,1407,,,,NS 527,0,,ff597fea-a321-11e9-8e7b-0242ac140004
1566a2bb-138c-431c-8dd2-f1dab6d5c0c6,29456524-a7f7-46f6-a55e-beb2038d3bf3,12e25456-4bce-11ea-91df-0242ac130006,Early Malla Period (13th-1482),,,,1253,,,,NS 373,0,,ff597fea-a321-11e9-8e7b-0242ac140004
b718b9e3-5c8e-449b-ad8b-7711ffbf1be1,bef4153b-d1d9-48ed-ba3f-efa8606d36e8,12e25456-4bce-11ea-91df-0242ac130006,Democratic Period (1990-),Bright fortnight ,,Full Moon,1995,,Vaiśākha (Vaisākha),,NS 1115,0,,ff597fea-a321-11e9-8e7b-0242ac140004
0d160fd3-5f13-47a9-940f-6912e4845cd7,b2d493f8-9426-43ba-aef4-e765b31c2eea,12e25456-4bce-11ea-91df-0242ac130006,Late Shaha Period (1951-1990),Gate,,,1988,,Vaiśākha (Vaisākha),27,VS 2045,0,,ff597fea-a321-11e9-8e7b-0242ac140004
2553f547-0608-4529-a34d-ee1115cd2aac,a01c53af-8292-4b27-a0d7-07053baba41d,12e25456-4bce-11ea-91df-0242ac130006,Early Malla Period (13th-1482),,,,1328,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
9a1fb69a-bd62-4bee-9c41-2a0370ca5623,7019549a-fcd0-4c99-af1a-35a2015c97a8,12f3faf5-d915-4a52-a73d-f19bd71e411a,Democratic Period (1990-),,,,2019 CE,,,,"<p>NS 1139</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
ecd8e32d-8fbc-4bce-8480-46534e6a913b,4a8afa5b-5896-4f8e-b769-c7f1ecaf15de,12f3faf5-d915-4a52-a73d-f19bd71e411a,,,,,1990-1998? CE,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
e6a2af5b-01af-407f-9846-4d0fcf2b9a2d,ef4ae832-24f2-495a-ad45-c77af7cd756c,12f3faf5-d915-4a52-a73d-f19bd71e411a,,,,,2000-2005? CE,,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
d083dcc8-1b70-446f-a11a-55ae26ea3fe6,3d4683de-b4d2-435b-b3f8-b2de7eadfe05,138e0452-8e6c-4b68-8410-b5263da353a8,Democratic Period (1990-),,,,1984,,,,"<p>VS 2040</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
45bbecca-5e54-4136-9730-1f2894e4d2f3,9062b31d-ea82-44c4-bcb6-fdac7aeb3bef,138e0452-8e6c-4b68-8410-b5263da353a8,Democratic Period (1990-),,,,1986,,,,"<p>VS 2042</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3eb6875a-f99b-48a8-b7bd-74b151f0ebb4,b51db422-72a3-4cb6-8d95-41714e546b53,138e0452-8e6c-4b68-8410-b5263da353a8,Late Malla period (1482-1768/69),,,,1582,,,,"<p>ŚS 1504</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
d012f7f1-7aa6-449b-8523-12970c88b5f4,e2ea1258-ed8f-49a4-8011-3ba2a25b7843,1394f154-e70c-4fba-94b6-ef62156047ab,Shumsher Rana Period (1885-1951),,,,'~1935-1936',,,,,0,,ff597fea-a321-11e9-8e7b-0242ac140004
d300b819-4df1-4341-a46e-fc4d7cbf6fcb,930d0e95-a6aa-41ea-ae8d-c8e73cc964d9,13b0e238-70ba-11ea-b99f-0242ac130006,Late Shaha Period (1951-1990),,,,1990,,,,"<p>VS 2047</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
bab7967a-5f46-4922-9c7b-02e828369900,d437c6e3-6134-4a5a-aca7-e97bfb9c8bef,13b0e238-70ba-11ea-b99f-0242ac130006,Late Malla period (1482-1768/69),Dark fortnight,,6,1668,,Pauṣa (Pusa),,"<p>NS 788</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
139c2c57-3f17-4a79-b513-4253461231d3,00afef6a-16b5-4bdc-9ad4-fb6fe63a2022,13b0e238-70ba-11ea-b99f-0242ac130006,Democratic Period (1990-),,,,1997,,Āśvina (Asoja),15,"<p>VS 2054</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
3789432c-ad9b-43e5-8fab-336def376e4b,6c2e37e5-4c50-4516-aac9-02f336cc2caf,13b0e238-70ba-11ea-b99f-0242ac130006,Democratic Period (1990-),,,,2007,,,,"<p>VS 2064</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
bf486387-73fa-4b95-841a-2a743d6a73a6,6a27b51f-8a43-4a39-a11b-5160d77fc65c,13b0e238-70ba-11ea-b99f-0242ac130006,Democratic Period (1990-),,,,2016,,Phālguna (Phāguna) ,24,"<p>VS 2072</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
59842989-9b9d-424f-b7f8-a56c0e9910bf,e7f41131-e20b-4708-832e-e9b7238b7542,13b0e238-70ba-11ea-b99f-0242ac130006,Early Shaha Period (17th century-1846),Dark fortnight,,11,1808,,Kārttika (Kārtika),,"<p>NS 928</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
68195dfd-934a-4ee1-9584-f62550fa3344,688e6271-bcff-43cd-9dae-ba4e2748d4ab,13b0e238-70ba-11ea-b99f-0242ac130006,Democratic Period (1990-),,,,2019,,Kārttika (Kārtika),23,"<p>VS 2076</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
51d560a5-01e6-4a70-9c44-fdb5b20c33e8,cfd33019-5047-4099-8d3f-5f7152164d25,13b0e238-70ba-11ea-b99f-0242ac130006,Shumsher Rana Period (1885-1951),Bright fortnight ,,9,1932,,Caitra (Caita),,"<p>NS 1052</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
35dc4407-039a-48fa-b634-cbee7d023209,0b0976ea-fedd-43ba-b73e-300e2467f2aa,13b0e238-70ba-11ea-b99f-0242ac130006,Shumsher Rana Period (1885-1951),Bright fortnight ,,,1931,,Māgha,,"<p>VS 1988</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
885a65ba-6d73-49e8-85cd-14c554afb09c,d46dcc4b-f30a-4fb8-862c-8bf59edfedbf,13b0e238-70ba-11ea-b99f-0242ac130006,Democratic Period (1990-),,,,2000,,,,"<p>VS 2057</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
79f49713-3985-40c9-9e28-06272f042407,74fc295e-ed4c-45d0-abef-e346e357539c,13b0e238-70ba-11ea-b99f-0242ac130006,Shumsher Rana Period (1885-1951),Dark fortnight,,11,1931,,Caitra (Caita),,"<p>NS 1051</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
adeb13dd-98b0-4a25-997f-2af00cb932d6,cd2e9bb0-c27d-4055-91e1-fb9c67607c9f,13b0e238-70ba-11ea-b99f-0242ac130006,Democratic Period (1990-),,,,1992,,,,"<p>VS 2049</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
1d262196-2223-409b-a5b7-cdc43888aeef,0c6afa4c-112b-4f09-adbb-42491e3f3bd3,13b0e238-70ba-11ea-b99f-0242ac130006,Early Shaha Period (17th century-1846),,,,1839,,Āṣāḍha (Asāra),,"<p>NS 959</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
2fddb626-831c-4625-be40-0e3edf4c47c0,797b9f05-96dd-43ec-b0a5-790df4a3cec5,13b0e238-70ba-11ea-b99f-0242ac130006,Late Malla period (1482-1768/69),Bright fortnight ,,5,1701,,Māgha,,"<p>NS 821</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
7a5e5b19-748b-41b9-bf9f-5818cafc57ba,f1886d09-db48-4252-b858-7734d82331c2,13b0e238-70ba-11ea-b99f-0242ac130006,Shumsher Rana Period (1885-1951),Dark fortnight,,10,1932,,Pauṣa (Pusa),,"<p>NS 1052</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
5401c6eb-7c2a-4a1a-a95a-d16f1fa1cbcf,bb84f8df-1fb3-44da-88ed-d7bbdae8f9e5,13b0e238-70ba-11ea-b99f-0242ac130006,Shumsher Rana Period (1885-1951),,,,1931,,Phālguna (Phāguna) ,28,"<p>VS 1988</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
2bbe0058-df2a-43ee-b1d9-325b7bce3cb6,39720625-fe1c-402e-a199-579c5f1a27df,13b0e238-70ba-11ea-b99f-0242ac130006,Early Shaha Period (17th century-1846),Bright fortnight ,,Full Moon,1786,"<p>The lower part of the stone slab is covered&nbsp;in the ground so the bottom of the inscription could not be read.</p>
",Vaiśākha (Vaisākha),,"<p>NS 906</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
877ba5aa-b756-4dcf-aee5-7f2a982c1462,3cd48fd2-ff62-4869-a549-f6d07cea89d9,13b0e238-70ba-11ea-b99f-0242ac130006,Early Shaha Period (17th century-1846),Dark fortnight,,1,1807,,Bhādra (Bhadau),,"<p>NS 927</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
74c9f4b9-43c6-4604-90b1-519d48d54665,d2d033fc-ff21-4ad7-b3ba-ce8288bdea4f,13b0e238-70ba-11ea-b99f-0242ac130006,Democratic Period (1990-),,,,2019,,Bhādra (Bhadau),18,"<p>VS 2076</p>
",0,,ff597fea-a321-11e9-8e7b-0242ac140004
